,Glottocode,label_,outlier_prob,cluster_prob
129,cree1272,14,0.0,1.0
130,crow1244,-1,0.0,0.0
131,cruz1243,4,0.0,1.0
132,cupe1243,4,0.0,1.0
133,cusc1236,5,0.0,1.0
134,czec1258,11,0.0,1.0
135,daka1243,0,0.0,1.0
136,dako1258,-1,0.0,0.0
137,damp1237,13,0.0,1.0
138,dand1238,4,0.0,1.0
139,dani1285,4,0.0,1.0
140,dari1249,11,0.0,1.0
141,darl1243,4,0.0,1.0
142,dege1248,11,0.0,1.0
143,deho1238,14,0.0,1.0
144,dhar1248,12,0.0,1.0
145,dhar1248a,4,0.0,1.0
146,dhuw1248,-1,0.3333333333333333,0.0
147,dhuw1249,9,0.0,1.0
148,dier1241,14,0.0,1.0
149,dier1241a,10,0.0,1.0
150,digo1243,13,0.0,1.0
151,ding1239,4,0.0,1.0
152,djam1256,14,0.0,1.0
153,djin1251,4,0.0,1.0
154,djin1253,9,0.0,1.0
155,djin1253a,9,,0.0
156,dogr1252,4,0.0,1.0
157,dond1249,13,0.0,1.0
158,dual1243,13,0.0,1.0
159,duna1248,5,0.0,1.0
160,dupa1235,13,0.0,1.0
161,dutc1256,11,0.0,1.0
162,duun1241,10,0.0,1.0
163,dyir1250,4,0.0,1.0
164,dzon1239,4,0.0,1.0
165,east1436,4,0.0,1.0
166,east2283,4,0.0,1.0
167,east2295,4,0.0,1.0
168,east2328,4,0.0,1.0
169,east2443,8,0.0,1.0
170,east2447,8,0.0,1.0
171,east2516,5,0.0,1.0
172,east2555,4,0.0,1.0
173,elam1244,11,0.0,1.0
174,emau1237,11,0.0,1.0
175,ende1235,2,0.0,1.0
176,epen1239,4,0.0,1.0
177,erav1244,5,0.0,1.0
178,erzy1239,4,0.0,1.0
179,eude1234,4,0.0,1.0
180,fang1246,4,0.0,1.0
181,fefe1239,12,0.0,1.0
182,fiji1243,2,0.0,1.0
183,finn1318,11,0.0,1.0
184,fipa1238,8,0.0,1.0
185,fort1240,-1,0.2272727272727273,0.0
186,fris1239,4,0.0,1.0
187,futu1245,8,0.0,1.0
188,gada1258,3,0.0,1.0
189,gale1259,2,0.0,1.0
190,gali1262,-1,0.5,0.0
191,gami1243,4,0.0,1.0
192,gand1255,-1,0.0,0.0
193,gane1237,2,0.0,1.0
194,gang1267,14,,0.0
195,gang1267a,-1,0.22222222222222218,0.0
196,gayo1244,8,0.0,1.0
197,gela1263,6,0.0,1.0
198,gilb1244,-1,0.0,0.0
199,giry1241,9,0.0,1.0
200,gond1265,10,0.0,1.0
201,goth1244,11,0.0,1.0
202,gros1243,4,,0.0
203,guaj1256,7,0.0,1.0
204,gugu1255,4,0.0,1.0
205,gugu1255a,4,0.0,1.0
206,guja1252,10,0.0,1.0
207,guma1253,14,0.0,1.0
208,gunt1241,13,0.0,1.0
209,gunw1252,-1,0.10000000000000009,0.0
210,guny1241,4,0.0,1.0
211,gupa1247,4,0.0,1.0
212,guri1247,4,0.0,1.0
213,gusi1247,11,0.0,1.0
214,gwic1235,4,0.0,1.0
215,gwii1239,3,0.0,1.0
216,hano1246,-1,0.0,0.0
217,hano1246a,8,0.0,1.0
218,hano1246b,8,0.0,1.0
219,hanu1241,3,0.0,1.0
220,hare1243,4,0.0,1.0
221,hawa1245,7,0.0,1.0
222,haya1250,13,0.0,1.0
223,here1253,14,0.0,1.0
224,hida1246,4,,0.0
225,high1278,3,0.0,1.0
226,hili1240,3,0.0,1.0
227,hind1269,4,0.0,1.0
228,hitt1242,11,0.0,1.0
229,hiww1237,8,0.0,1.0
230,homs1234,4,0.0,1.0
231,hopi1249,14,0.0,1.0
232,huar1255,4,0.0,1.0
233,hung1274,4,0.0,1.0
234,hupa1239,4,0.0,1.0
235,ibal1244,3,0.0,1.0
236,iban1264,3,0.0,1.0
237,iban1267,3,0.0,1.0
238,icel1247,11,0.0,1.0
239,idaa1241,13,0.0,1.0
240,idii1243,13,0.0,1.0
241,ifug1247,3,0.0,1.0
242,igna1246,12,0.0,1.0
243,iliu1237,8,0.0,1.0
244,ilok1237,11,0.0,1.0
245,inan1242,4,0.0,1.0
246,indo1316,13,0.0,1.0
247,indo1317,13,0.0,1.0
248,ingr1248,11,0.0,1.0
249,iowa1245,-1,0.0,0.0
250,iray1237,3,0.0,1.0
251,iris1253,11,0.0,1.0
252,isna1241,3,0.0,1.0
253,ital1282,11,0.0,1.0
254,iton1250,11,0.0,1.0
255,itsa1239,4,0.0,1.0
256,ivat1242,13,0.0,1.0
257,jama1262,4,0.0,1.0
258,japa1256,4,0.0,1.0
259,jaru1254,14,0.0,1.0
260,java1254,4,0.0,1.0
261,jica1244,11,0.0,1.0
262,jing1260,3,,0.0
263,juho1239,14,0.0,1.0
264,kaba1285,13,0.0,1.0
265,kada1242,4,0.0,1.0
266,kada1286,11,0.0,1.0
267,kaiw1246,-1,0.5,0.0
268,kala1377,8,0.0,1.0
269,kala1397,13,0.0,1.0
270,kala1399,-1,0.5,0.0
271,kalk1246,14,0.0,1.0
272,kama1365,13,0.0,1.0
273,kama1373,1,0.0,1.0
274,kamb1297,13,0.0,1.0
275,kamb1299,0,0.0,1.0
276,kank1243,13,0.0,1.0
277,kans1243,-1,0.0,0.0
278,kaon1241,13,0.0,1.0
279,kapi1249,3,0.0,1.0
280,kapi1249a,8,0.0,1.0
281,kara1476,14,0.0,1.0
282,kara1499,-1,0.5,0.0
283,kare1337,4,,0.0
284,kari1304,4,,0.0
285,karo1304,4,0.0,1.0
286,kart1247,13,0.0,1.0
287,kash1277,11,0.0,1.0
288,kash1280,4,0.0,1.0
289,katb1237,-1,0.0,0.0
290,kaur1267,14,0.0,1.0
291,kawa1283,4,0.0,1.0
292,kaya1318,6,,0.0
293,kaya1329,1,0.0,1.0
294,kick1244,4,,0.0
295,kiku1240,13,0.0,1.0
296,kili1267,6,0.0,1.0
297,kiow1264,11,0.0,1.0
298,kipu1237,13,0.0,1.0
299,kira1248,6,0.0,1.0
300,kiwa1251,4,0.0,1.0
301,klon1234,13,0.0,1.0
302,koda1255,4,0.0,1.0
303,kode1237,13,0.0,1.0
304,komb1273,9,0.0,1.0
305,komc1235,4,0.0,1.0
306,komn1238,13,0.0,1.0
307,komo1260,4,0.0,1.0
308,kona1243,13,0.0,1.0
309,koro1311,13,0.0,1.0
310,kosr1238,4,0.0,1.0
311,kota1274,2,0.0,1.0
312,kris1246,12,0.0,1.0
313,kuan1248,8,0.0,1.0
314,kuii1252,4,0.0,1.0
315,kuka1246,12,0.0,1.0
316,kuku1273,4,0.0,1.0
317,kuli1254,13,0.0,1.0
318,kuma1273,4,0.0,1.0
319,kumb1268,4,0.0,1.0
320,kumy1244,4,0.0,1.0
321,kunj1248,4,0.0,1.0
322,kuru1302,4,0.0,1.0
323,kute1249,4,,0.0
324,kuuk1238,14,0.0,1.0
325,kuvi1243,4,0.0,1.0
326,kwai1243,14,0.0,1.0
327,kwam1252,2,0.0,1.0
328,kwas1243,4,0.0,1.0
329,kwom1262,2,0.0,1.0
330,kyak1244,5,0.0,1.0
331,lahn1241,11,0.0,1.0
332,laiw1239,13,0.0,1.0
333,lako1247,-1,0.0,0.0
334,lala1264,3,0.0,1.0
335,lalo1239,13,0.0,1.0
336,lamm1241,6,,0.0
337,lamo1244,6,0.0,1.0
338,land1259,13,0.0,1.0
339,lard1243,-1,0.26315789473684215,0.0
340,lare1249,1,0.0,1.0
341,lati1261,4,0.0,1.0
342,lati1261a,11,0.0,1.0
343,latv1249,4,0.0,1.0
344,laua1243,6,0.0,1.0
345,lauj1238,13,0.0,1.0
346,laur1250,4,0.0,1.0
347,lauu1247,-1,0.0,0.0
348,lele1267,11,0.0,1.0
349,lena1238,2,0.0,1.0
350,lete1241,2,0.0,1.0
351,lewo1242,0,0.0,1.0
352,limi1242,14,0.0,1.0
353,ling1263,4,0.0,1.0
354,ling1265,9,0.0,1.0
355,lipa1241,11,0.0,1.0
356,lisu1250a,4,0.0,1.0
357,lisu1250b,4,0.0,1.0
358,lisu1250c,4,0.0,1.0
359,lisu1250d,4,0.0,1.0
360,lith1251,11,0.0,1.0
361,litz1237,1,0.0,1.0
362,lolo1264,2,0.0,1.0
363,loni1238,8,0.0,1.0
364,lonw1238,0,0.0,1.0
365,loto1240,5,0.0,1.0
366,lozi1239,9,0.0,1.0
367,luba1249,13,0.0,1.0
368,luba1250,-1,0.0,0.0
369,lubu1242,7,0.0,1.0
370,luis1253,4,0.0,1.0
371,luxe1241,11,0.0,1.0
372,maan1238,13,0.0,1.0
373,maba1278,-1,0.0,0.0
374,mace1250,4,0.0,1.0
375,mada1284,8,0.0,1.0
376,maee1241,11,0.0,1.0
377,mafe1237,11,,0.0
378,maga1262,0,0.0,1.0
379,maha1287,4,0.0,1.0
380,maib1239,8,0.0,1.0
381,mait1250,4,0.0,1.0
382,makl1246,13,0.0,1.0
383,mako1251,3,0.0,1.0
384,mala1464,4,0.0,1.0
385,mala1468,4,0.0,1.0
386,mala1479,11,0.0,1.0
387,mala1533,9,0.0,1.0
388,male1293,14,0.0,1.0
389,malg1242,4,0.0,1.0
390,mali1284,10,0.0,1.0
391,malo1243,7,0.0,1.0
392,malu1245,2,,0.0
393,mana1295,-1,0.0,0.0
394,mand1446,-1,0.3333333333333333,0.0
395,mang1401,2,0.0,1.0
396,mang1402,2,0.0,1.0
397,mang1405,11,,0.0
398,mang1407,11,0.0,1.0
399,mang1408,2,0.0,1.0
400,mani1235,4,,0.0
401,mans1258,4,0.0,1.0
402,maor1246,2,0.0,1.0
403,mara1404,13,0.0,1.0
404,marg1253,4,0.0,1.0
405,mari1426a,8,0.0,1.0
406,mari1426b,8,0.0,1.0
407,mari1426c,8,0.0,1.0
408,mari1426d,8,0.0,1.0
409,mari1426e,8,0.0,1.0
410,mari1426f,8,0.0,1.0
411,mari1426g,8,0.0,1.0
412,mari1426h,8,0.0,1.0
413,mari1426i,8,0.0,1.0
414,marq1246,2,0.0,1.0
415,mars1254,13,0.0,1.0
416,mart1256,14,0.0,1.0
417,marw1260,10,0.0,1.0
418,masa1299,-1,0.25,0.0
419,mask1242,3,,0.0
420,matu1261,6,0.0,1.0
421,mbal1257,4,0.0,1.0
422,mbla1238,9,0.0,1.0
423,meke1243,13,0.0,1.0
424,meko1237,13,0.0,1.0
425,mele1250,8,0.0,1.0
426,meno1252,14,0.0,1.0
427,menu1237,13,0.0,1.0
428,meri1244,8,0.0,1.0
429,meru1245,4,0.0,1.0
430,mesc1238,11,0.0,1.0
431,mesk1242,14,0.0,1.0
432,meya1236,-1,0.0,0.0
433,miam1252,4,0.0,1.0
434,midd1317,11,0.0,1.0
435,midd1343,11,0.0,1.0
436,mido1240,13,0.0,1.0
437,mikm1235,4,,0.0
438,mini1251,5,0.0,1.0
439,moco1246,12,0.0,1.0
440,mode1248,11,0.0,1.0
441,moha1258,4,,0.0
442,mohe1244,14,,0.0
443,mokp1239,13,0.0,1.0
444,mong1331,14,0.0,1.0
445,mong1338,4,0.0,1.0
446,mori1268,13,0.0,1.0
447,mori1269,13,0.0,1.0
448,moro1287,13,0.0,1.0
449,mort1237,8,0.0,1.0
450,mose1249,4,0.0,1.0
451,mota1237,6,0.0,1.0
452,motl1237,8,0.0,1.0
453,motu1246,6,0.0,1.0
454,mouk1240,6,0.0,1.0
455,mouk1240a,6,0.0,1.0
456,movi1243,14,0.0,1.0
457,mpuo1241,13,0.0,1.0
458,mudb1240,14,0.0,1.0
459,mudu1242,8,0.0,1.0
460,muna1247,13,0.0,1.0
461,mung1266,4,0.0,1.0
462,mung1271,2,0.0,1.0
463,muns1251,4,,0.0
464,murr1258,11,0.0,1.0
465,muru1266,4,0.0,1.0
466,muss1246,13,0.0,1.0
467,nage1237,2,0.0,1.0
468,naka1262,11,0.0,1.0
469,nali1244,3,,0.0
470,nali1244b,5,0.0,1.0
471,nama1266,13,0.0,1.0
472,nama1268,11,0.0,1.0
473,nama1268b,0,0.0,1.0
474,namb1293,13,0.0,1.0
475,nang1262,0,0.0,1.0
476,nege1244,11,0.0,1.0
477,neha1247,5,0.0,1.0
478,nene1249,4,0.0,1.0
479,nenn1238,13,0.0,1.0
480,nenn1238a,13,0.0,1.0
481,nepa1254,4,0.0,1.0
482,nese1235,3,,0.0
483,ngaa1240,14,0.0,1.0
484,ngad1258,10,0.0,1.0
485,ngal1292,-1,0.3333333333333333,0.0
486,ngam1265,14,0.0,1.0
487,ngar1235,14,0.0,1.0
488,ngar1286,4,0.0,1.0
489,ngar1287,4,0.0,1.0
490,ngun1274,11,0.0,1.0
491,nhan1238,10,0.0,1.0
492,niua1240,7,0.0,1.0
493,niue1239,-1,0.11111111111111116,0.0
494,njeb1242,2,0.0,1.0
495,noga1249,4,0.0,1.0
496,nort1551,4,0.0,1.0
497,nort2641,11,0.0,1.0
498,nort2702,9,0.0,1.0
499,nort2836,11,0.0,1.0
500,nort2839,3,,0.0
501,nort2845,2,0.0,1.0
502,nort2847,6,0.0,1.0
503,nort2877,4,0.0,1.0
504,nort2938,14,0.0,1.0
505,nort2944,14,0.0,1.0
506,nort2952,4,0.0,1.0
507,nort2961,-1,0.19999999999999996,0.0
508,nort2972,4,0.0,1.0
509,norw1259,11,0.0,1.0
510,nucl1235,11,0.0,1.0
511,nucl1301,14,0.0,1.0
512,nucl1305,4,,0.0
513,nucl1310,4,,0.0
514,nucl1417,11,0.0,1.0
515,nucl1460,14,0.0,1.0
516,nucl1479,8,0.0,1.0
517,nucl1622,4,0.0,1.0
518,nucl1643,4,0.0,1.0
519,nucl1649,11,0.0,1.0
520,nucl1653,14,0.0,1.0
521,numb1247,1,0.0,1.0
522,nyam1271,14,0.0,1.0
523,nyan1301,14,0.0,1.0
524,nyaw1247,4,0.0,1.0
525,nyor1246,13,0.0,1.0
526,ocea1241,2,0.0,1.0
527,oduu1239,4,0.0,1.0
528,ojib1241,14,0.0,1.0
529,okan1243,4,,0.0
530,olal1237,3,,0.0
531,olda1245,4,0.0,1.0
532,olde1238,11,0.0,1.0
533,oldi1245,11,0.0,1.0
534,oldn1244,11,0.0,1.0
535,oldw1239,11,0.0,1.0
536,omah1247,4,,0.0
537,onaa1245,4,0.0,1.0
538,onei1249,4,,0.0
539,onon1246,4,0.0,1.0
540,onto1237,8,0.0,1.0
541,opat1246,4,0.0,1.0
542,oriy1255,4,0.0,1.0
543,osag1243,-1,0.3333333333333333,0.0
544,osse1243,11,0.0,1.0
545,osse1245,11,0.0,1.0
546,otoo1241,-1,0.0,0.0
547,otta1242,14,0.0,1.0
548,owaa1237,11,0.0,1.0
549,paam1238,3,,0.0
550,paco1243,14,0.0,1.0
551,pado1242,13,0.0,1.0
552,paez1247,3,0.0,1.0
553,pagu1249,11,0.0,1.0
554,paic1239,13,0.0,1.0
555,paiw1248,3,0.0,1.0
556,pala1344,6,0.0,1.0
557,pali1274,4,0.0,1.0
558,pamp1243,11,0.0,1.0
559,pana1305,4,0.0,1.0
560,panj1256,4,0.0,1.0
561,pash1269,4,0.0,1.0
562,pata1260,4,0.0,1.0
563,pawn1254,-1,0.19999999999999996,0.0
564,pend1242,13,0.0,1.0
565,penr1237,2,0.0,1.0
566,peor1238,14,,0.0
567,phen1239,13,0.0,1.0
568,pieg1239,4,0.0,1.0
569,pila1245,12,0.0,1.0
570,pile1238,2,0.0,1.0
571,pint1250,14,0.0,1.0
572,pirr1240,4,0.0,1.0
573,pitj1243,14,0.0,1.0
574,pitt1247,14,0.0,1.0
575,plai1258,4,0.0,1.0
576,pohn1238,8,0.0,1.0
577,pohn1238a,11,0.0,1.0
578,poli1260,11,0.0,1.0
579,ponc1241,-1,0.0,0.0
580,port1285,9,0.0,1.0
581,port1286,11,,0.0
582,pota1247,14,,0.0
583,prus1238,11,0.0,1.0
584,puin1248,4,0.0,1.0
585,puka1242,8,0.0,1.0
586,pulu1242,8,0.0,1.0
587,pume1238,4,0.0,1.0
588,puyu1239,13,0.0,1.0
589,pwoo1239,4,,0.0
590,qawa1238,4,0.0,1.0
591,rade1240,-1,0.30000000000000004,0.0
592,raha1237,13,0.0,1.0
593,raka1237,2,0.0,1.0
594,rapa1244,14,,0.0
595,rapa1245,2,0.0,1.0
596,raro1241,2,0.0,1.0
597,rata1245,3,0.0,1.0
598,reja1240,13,0.0,1.0
599,rita1239,14,0.0,1.0
600,roma1327,4,0.0,1.0
601,roto1249,0,0.0,1.0
602,rotu1241,2,0.0,1.0
603,rout1237,13,0.0,1.0
604,rovi1238,3,,0.0
605,russ1263,11,0.0,1.0
606,russ1263a,11,0.0,1.0
607,saaa1240,3,0.0,1.0
608,saaa1241,7,0.0,1.0
609,saar1237,4,0.0,1.0
610,saba1263,3,0.0,1.0
611,saka1287,13,0.0,1.0
612,sake1247,2,0.0,1.0
613,samo1305,-1,0.10000000000000009,0.0
614,samo1305a,7,0.0,1.0
615,sang1321,14,0.0,1.0
616,sans1269,4,0.0,1.0
617,sans1272,13,0.0,1.0
618,sara1326,3,0.0,1.0
619,sard1257,11,0.0,1.0
620,sata1237,8,0.0,1.0
621,sate1242,11,0.0,1.0
622,sawa1247,1,0.0,1.0
623,seke1241,8,0.0,1.0
624,seki1238,2,,0.0
625,selk1253,4,0.0,1.0
626,sene1264,4,0.0,1.0
627,serb1264,11,0.0,1.0
628,serr1255,4,0.0,1.0
629,sgaw1245,4,0.0,1.0
630,shas1239,10,0.0,1.0
631,shaw1249,14,0.0,1.0
632,sher1255,14,0.0,1.0
633,shin1265,4,0.0,1.0
634,ship1254,14,0.0,1.0
635,shos1248,4,0.0,1.0
636,siee1239,7,0.0,1.0
637,sika1261,8,0.0,1.0
638,sika1262,13,0.0,1.0
639,sind1272,4,0.0,1.0
640,sinh1246,4,0.0,1.0
641,sini1245,4,0.0,1.0
642,siri1273,9,0.0,1.0
643,slav1253,4,0.0,1.0
644,slov1268,11,0.0,1.0
645,slov1269,11,0.0,1.0
646,soga1242,-1,0.0,0.0
647,soge1235,2,0.0,1.0
648,song1299,13,0.0,1.0
649,sons1242,3,,0.0
650,sout1528,11,0.0,1.0
651,sout2856,-1,0.0,0.0
652,sout2857,7,0.0,1.0
653,sout2859,8,0.0,1.0
654,sout2865,8,0.0,1.0
655,sout2866,9,0.0,1.0
656,sout2869,8,0.0,1.0
657,sout2883,13,0.0,1.0
658,sout2959,4,0.0,1.0
659,sout2969,4,0.0,1.0
660,sout2975,13,0.0,1.0
661,sout2976,12,0.0,1.0
662,spok1245,4,,0.0
663,stan1288,4,0.0,1.0
664,stan1289,11,0.0,1.0
665,stan1290,4,0.0,1.0
666,stan1293,11,0.0,1.0
667,stan1295,11,0.0,1.0
668,stan1323,11,0.0,1.0
669,suki1245,4,0.0,1.0
670,suku1259,12,,0.0
671,suku1261,4,0.0,1.0
672,sula1245,2,0.0,1.0
673,sumb1240,9,0.0,1.0
674,sund1252,13,0.0,1.0
675,suru1262,2,0.0,1.0
676,suun1239,9,0.0,1.0
677,suzh1234,4,0.0,1.0
678,swed1254,4,0.0,1.0
679,taba1266,4,0.0,1.0
680,tady1237,3,0.0,1.0
681,taga1270,3,0.0,1.0
682,tahi1242,2,,0.0
683,taje1237a,13,0.0,1.0
684,taje1237b,13,0.0,1.0
685,taji1245,14,0.0,1.0
686,taji1246,13,0.0,1.0
687,taki1248,8,0.0,1.0
688,tali1259,5,0.0,1.0
689,tali1262,6,0.0,1.0
690,tami1289,4,,0.0
691,tana1285,0,0.0,1.0
692,tang1347,4,0.0,1.0
693,tapi1254,1,0.0,1.0
694,tasi1237,0,0.0,1.0
695,taum1237,2,0.0,1.0
696,taus1251,3,0.0,1.0
697,taus1251a,13,0.0,1.0
698,tehu1242,3,0.0,1.0
699,teiw1235,3,0.0,1.0
700,telu1262,4,0.0,1.0
701,temb1276,1,0.0,1.0
702,tenh1241,9,0.0,1.0
703,tesu1245,9,0.0,1.0
704,tete1250,14,,0.0
705,tetu1245,14,0.0,1.0
706,tetu1246,14,0.0,1.0
707,thao1240,3,0.0,1.0
708,thay1249,4,0.0,1.0
709,tido1248,1,0.0,1.0
710,tido1248a,2,,0.0
711,tiga1245,8,0.0,1.0
712,tiko1237,8,0.0,1.0
713,tiko1237a,8,0.0,1.0
714,tiri1258,6,0.0,1.0
715,tivv1240,13,0.0,1.0
716,tlin1245,14,0.0,1.0
717,toab1237,3,0.0,1.0
718,toba1269,4,0.0,1.0
719,toca1235,1,0.0,1.0
720,toda1252,4,0.0,1.0
721,toke1240,7,0.0,1.0
722,toke1240a,7,0.0,1.0
723,tokh1242,11,0.0,1.0
724,tokh1243,11,0.0,1.0
725,tokp1240,8,0.0,1.0
726,tola1247,13,0.0,1.0
727,tolo1259,4,0.0,1.0
728,toma1248,13,0.0,1.0
729,tomb1243,4,0.0,1.0
730,tomi1243,13,0.0,1.0
731,tong1325,2,0.0,1.0
732,tons1240,4,0.0,1.0
733,toor1238,8,0.0,1.0
734,tore1237,13,0.0,1.0
735,torr1261,11,0.0,1.0
736,tosk1239,10,0.0,1.0
737,toto1304,13,0.0,1.0
738,trin1274,13,0.0,1.0
739,trum1247,4,0.0,1.0
740,tsog1243,9,0.0,1.0
741,tson1249,14,0.0,1.0
742,tuam1242,2,0.0,1.0
743,tubu1240,2,0.0,1.0
744,tuca1252,4,0.0,1.0
745,tuka1249,13,0.0,1.0
746,tula1253,13,0.0,1.0
747,tung1290,11,0.0,1.0
748,tupi1274,-1,0.0,0.0
749,turu1249,4,0.0,1.0
750,tusc1257,14,0.0,1.0
751,tuva1244,8,0.0,1.0
752,uabm1237,2,0.0,1.0
753,udmu1245,13,0.0,1.0
754,ulaw1237,3,0.0,1.0
755,umaj1240,4,0.0,1.0
756,umbu1257,-1,0.25,0.0
757,umir1236,14,0.0,1.0
758,umpi1239,3,,0.0
759,unua1237,-1,0.0,0.0
760,uppe1274,14,,0.0
761,urak1238,-1,0.0,0.0
762,urdu1245,4,0.0,1.0
763,utee1244a,4,0.0,1.0
764,utes1238,4,,0.0
765,vaoo1237,6,0.0,1.0
766,vari1239,6,0.0,1.0
767,veps1250,11,0.0,1.0
768,vera1241,6,0.0,1.0
769,vinm1237,2,0.0,1.0
770,vlax1238,11,0.0,1.0
771,vure1239,6,0.0,1.0
772,waga1260,4,0.0,1.0
773,waia1242,13,0.0,1.0
774,wail1244,4,0.0,1.0
775,waim1253,14,0.0,1.0
776,waim1255,4,0.0,1.0
777,waiw1244,8,0.0,1.0
778,waja1257,4,0.0,1.0
779,wall1255,11,0.0,1.0
780,wall1257,-1,0.0,0.0
781,wamb1258,4,0.0,1.0
782,wang1287,4,0.0,1.0
783,wang1288,14,0.0,1.0
784,wang1290,14,0.0,1.0
785,wang1290a,14,0.0,1.0
786,wang1291,4,0.0,1.0
787,wanm1242,14,0.0,1.0
788,wapi1253,14,0.0,1.0
789,warl1254,14,0.0,1.0
790,warl1254a,4,0.0,1.0
791,warl1255,4,0.0,1.0
792,warr1257,4,0.0,1.0
793,waru1264,14,0.0,1.0
794,waru1265,14,0.0,1.0
795,waru1266,13,0.0,1.0
796,wath1238,4,0.0,1.0
797,watu1246,2,0.0,1.0
798,waur1244,4,0.0,1.0
799,wawo1239,13,0.0,1.0
800,waya1270,4,0.0,1.0
801,wayu1243,12,0.0,1.0
802,weda1240,4,0.0,1.0
803,wels1247,11,0.0,1.0
804,wers1238,13,0.0,1.0
805,west1508,-1,0.0,0.0
806,west2369,4,0.0,1.0
807,west2386,4,0.0,1.0
