,Glottocode,label_,outlier_prob,cluster_prob
0,abui1241,-1,0.09774436090225566,0.0
1,ache1246,-1,0.1608391608391608,0.0
2,afri1274,10,0.0,1.0
3,aghu1253,8,0.0,1.0
4,agua1253,5,0.0,1.0
5,ahin1234,7,0.0,1.0
6,akla1241,-1,0.1780821917808219,0.0
7,alan1249,3,0.0,1.0
8,alba1267,11,0.0,1.0
9,algo1255,12,0.0,1.0
10,alya1239,12,0.0,1.0
11,amha1245,-1,0.1608391608391608,0.0
12,ampi1237,7,0.0,1.0
13,anci1242,10,0.0,1.0
14,anei1239,-1,0.4025735294117648,0.0
15,anut1237,0,0.0,1.0
16,arab1267a,12,0.0,1.0
17,assi1247,-1,0.05208333333333333,0.0
18,asut1235,11,0.0,1.0
19,atta1244,-1,0.09774436090225566,0.0
20,awet1244,1,,0.0
21,ayiw1239,-1,0.021739130434782532,0.0
22,baff1241,-1,0.3064024390243903,0.0
23,bala1310,3,0.0,1.0
24,bali1278,8,0.0,1.0
25,band1339,-1,0.04761904761904756,0.0
26,banj1239,7,0.0,1.0
27,bann1247,3,0.0,1.0
28,bann1248,14,0.0,1.0
29,bard1254,-1,0.05263157894736842,0.0
30,bari1288,3,0.0,1.0
31,basq1248,5,0.0,1.0
32,bata1285,13,0.13333333333333333,0.8666666666666667
33,bats1242,6,0.0,1.0
34,baur1253,5,0.0,1.0
35,bela1254,10,0.0,1.0
36,beng1280,-1,0.017543859649122744,0.0
37,bera1259,8,0.0,1.0
38,biak1248,-1,0.10624999999999998,0.0
39,bila1255,9,0.0,1.0
40,bilb1241,-1,0.0056818181818180605,0.0
41,bino1237,-1,0.07352941176470579,0.0
42,binu1244,-1,0.6666666666666666,0.0
43,bitt1240,6,0.0,1.0
44,blag1240,2,0.0,1.0
45,boan1243,7,0.0,1.0
46,bont1247,3,0.0,1.0
47,bret1244,10,0.0,1.0
48,brul1239,-1,0.05208333333333333,0.0
49,buhi1245,3,0.0,1.0
50,buka1261,3,0.0,1.0
51,buku1249,-1,0.4583333333333333,0.0
52,bulg1262,11,0.0,1.0
53,bung1264,-1,0.1608391608391608,0.0
54,bung1269,7,0.0,1.0
55,burm1266,-1,0.030303030303030304,0.0
56,bush1247,10,0.0,1.0
57,casi1235,7,0.0,1.0
58,cayu1261,13,0.0,1.0
59,cebu1242,7,0.0,1.0
60,cent1972,9,0.006896551724138029,0.9931034482758619
61,cent2084,4,0.0,1.0
62,cent2092,7,0.0,1.0
63,cent2101,4,0.0,1.0
64,cent2142,6,0.0,1.0
65,cham1312,10,0.0,1.0
66,chav1241,11,0.0,1.0
67,chek1238,2,,0.0
68,chep1245,14,0.0,1.0
69,cher1273,-1,0.11979166666666678,0.0
70,chic1270,-1,0.28906250000000006,0.0
71,chip1261,6,0.0,1.0
72,choc1276,-1,0.28906250000000006,0.0
73,chok1245,-1,0.17027417027417036,0.0
74,chuu1238,1,0.0,1.0
75,coca1259,-1,0.4583333333333333,0.0
76,comm1246,-1,0.2244318181818183,0.0
77,copp1244,-1,0.3611111111111111,0.0
78,cota1241,1,0.0,1.0
79,cree1270,-1,0.3229166666666667,0.0
80,cree1272,12,0.0,1.0
81,crow1244,-1,0.05208333333333333,0.0
82,cusc1236,4,0.0,1.0
83,czec1258,10,0.0,1.0
84,dako1258,-1,0.05208333333333333,0.0
85,damp1237,7,0.0,1.0
86,dani1285,11,0.0,1.0
87,dari1249,-1,0.05263157894736842,0.0
88,dhuw1249,-1,0.10714285714285716,0.0
89,digo1243,9,0.0,1.0
90,ding1239,-1,0.3567708333333333,0.0
91,djin1251,13,0.0,1.0
92,dogr1252,-1,0.017543859649122744,0.0
93,dond1249,7,0.0,1.0
94,dupa1235,-1,0.11671087533156511,0.0
95,dutc1256,10,0.0,1.0
96,east2283,6,0.0,1.0
97,east2295,6,0.0,1.0
98,east2447,0,0.0,1.0
99,east2555,6,0.0,1.0
100,elam1244,5,0.0,1.0
101,ende1235,4,0.0,1.0
102,erzy1239,6,0.0,1.0
103,fang1246,0,,0.0
104,fiji1243,9,0.43103448275862066,0.5689655172413793
105,finn1318,5,0.0,1.0
106,fris1239,11,0.0,1.0
107,gada1258,3,0.0,1.0
108,gang1267,12,0.0,1.0
109,gela1263,4,0.0,1.0
110,gilb1244,-1,0.4131944444444445,0.0
111,goth1244,5,0.0,1.0
112,gros1243,-1,0.10526315789473684,0.0
113,guaj1256,2,,0.0
114,guja1252,-1,0.638888888888889,0.0
115,gunw1252,-1,0.021739130434782532,0.0
116,gwic1235,-1,0.0,0.0
117,gwii1239,-1,0.0056818181818180605,0.0
118,hano1246a,0,0.0,1.0
119,hanu1241,3,0.0,1.0
120,hare1243,13,0.5333333333333333,0.4666666666666667
121,hawa1245,0,,0.0
122,haya1250,9,0.0,1.0
123,here1253,8,0.0,1.0
124,hida1246,-1,0.08593750000000006,0.0
125,high1278,3,0.0,1.0
126,hili1240,3,0.0,1.0
127,hind1269,13,0.5,0.5
128,hitt1242,-1,0.23118279569892478,0.0
129,homs1234,6,0.0,1.0
