,Glottocode,label_,outlier_prob,cluster_prob
164,dutc1256,3,0.0,1.0
165,duun1241,0,0.0,1.0
166,dyir1250,0,0.0,1.0
167,dzon1239,3,0.0,1.0
168,east1436,3,0.0,1.0
169,east2283,3,0.0,1.0
170,east2295,3,0.0,1.0
171,east2443,5,0.0,1.0
172,east2447,5,0.0,1.0
173,east2516,3,0.0,1.0
174,east2555,3,0.0,1.0
175,ekon1238,3,0.0,1.0
176,emae1237,5,0.0,1.0
177,emau1237,1,0.0,1.0
178,emer1243,3,0.0,1.0
179,ende1235,3,0.0,1.0
180,erav1244,3,0.0,1.0
181,erzy1239,3,0.0,1.0
182,esto1258,3,0.0,1.0
183,eyak1241,0,0.0,1.0
184,fang1246,5,0.0,1.0
185,fefe1239,1,0.0,1.0
186,fiji1243,1,0.0,1.0
187,finn1318,0,0.0,1.0
188,fipa1238,3,0.0,1.0
189,flin1247,0,0.0,1.0
190,fort1240,1,0.0,1.0
191,fris1239,3,0.0,1.0
192,futu1245,5,0.0,1.0
193,gada1258,5,0.0,1.0
194,gale1259,3,0.0,1.0
195,gali1262,3,0.0,1.0
196,gami1243,0,0.0,1.0
197,gand1255,5,0.0,1.0
198,gane1237,3,0.0,1.0
199,gang1267,0,0.0,1.0
200,gang1267a,0,0.0,1.0
201,gayo1244,0,0.0,1.0
202,gela1263,5,0.0,1.0
203,giry1241,3,0.0,1.0
204,gogo1263,3,0.0,1.0
205,gras1249,5,0.0,1.0
206,gros1243,3,0.0,1.0
207,guaj1256,3,0.0,1.0
208,guar1292,3,0.0,1.0
209,gugu1255,4,0.0,1.0
210,gugu1255a,4,0.0,1.0
211,guja1252,3,0.0,1.0
212,gunw1252,0,0.0,1.0
213,guny1241,2,0.0,1.0
214,gupa1247,0,0.0,1.0
215,guri1247,0,0.0,1.0
216,gusi1247,3,0.0,1.0
217,gwic1235,3,0.0,1.0
218,gwii1239,5,0.0,1.0
219,haaa1252,3,0.0,1.0
220,hano1246a,5,0.0,1.0
221,hano1246b,5,,0.0
222,hanu1241,3,0.0,1.0
223,hare1243,3,0.0,1.0
224,hawa1245,3,0.0,1.0
225,haya1250,3,0.0,1.0
226,hehe1240,3,0.0,1.0
227,here1253,3,0.0,1.0
228,hida1246,3,0.0,1.0
229,high1278,3,0.0,1.0
230,hili1240,3,0.0,1.0
231,hind1269,3,0.0,1.0
232,hitt1242,3,0.0,1.0
233,homs1234,3,0.0,1.0
234,hopi1249,3,0.0,1.0
235,huar1255,0,0.0,1.0
236,hung1274,3,0.0,1.0
237,hunz1248,5,0.0,1.0
238,hupa1239,0,0.0,1.0
239,ibal1244,5,0.0,1.0
240,iban1264,3,0.0,1.0
241,iban1267,3,0.0,1.0
242,icel1247,3,0.0,1.0
243,idaa1241,5,0.0,1.0
244,idii1243,5,0.0,1.0
245,ifug1247,5,0.0,1.0
246,igna1246,3,0.0,1.0
247,ilok1237,5,0.0,1.0
248,inan1242,3,0.0,1.0
249,indo1316,5,0.0,1.0
250,indo1317,3,0.0,1.0
251,ingr1248,2,0.0,1.0
252,iowa1245,3,0.0,1.0
253,iray1237,3,0.0,1.0
254,iris1253,3,0.0,1.0
255,isna1241,3,0.0,1.0
256,ital1282,3,0.0,1.0
257,iton1250,3,0.0,1.0
258,itsa1239,3,0.0,1.0
259,ivat1242,5,0.0,1.0
260,iyoj1235,3,0.0,1.0
261,jama1262,3,0.0,1.0
262,japa1256,3,0.0,1.0
263,java1254,3,0.0,1.0
264,jica1244,3,0.0,1.0
265,juho1239,3,0.0,1.0
266,juru1256,3,0.0,1.0
267,kaba1285,5,0.0,1.0
268,kada1242,3,0.0,1.0
269,kada1286,3,0.0,1.0
270,kagu1239,3,0.0,1.0
271,kaiw1246,3,0.0,1.0
272,kala1377,3,0.0,1.0
273,kala1397,3,0.0,1.0
274,kala1399,3,0.0,1.0
275,kalk1246,4,0.0,1.0
276,kama1373,3,0.0,1.0
277,kamb1297,3,0.0,1.0
278,kamb1299,3,0.0,1.0
279,kank1243,5,0.0,1.0
280,kans1243,3,0.0,1.0
281,kaon1241,5,0.0,1.0
282,kapi1249,3,0.0,1.0
283,kapi1249a,5,0.0,1.0
284,kara1476,0,0.0,1.0
285,kara1499,3,0.0,1.0
286,kare1337,3,0.0,1.0
287,kari1304,0,0.0,1.0
288,karo1304,3,0.0,1.0
289,kart1247,3,0.0,1.0
290,kash1277,3,0.0,1.0
291,kash1280,0,0.0,1.0
292,katb1237,3,0.0,1.0
293,katb1237a,3,0.0,1.0
294,katb1237b,3,0.0,1.0
295,kaur1267,0,0.0,1.0
296,kawa1283,0,0.0,1.0
297,kaya1318,0,0.0,1.0
298,kaya1329,3,0.0,1.0
299,kere1283,3,0.0,1.0
300,kett1243,1,0.0,1.0
301,kick1244,3,0.0,1.0
302,kiku1240,3,0.0,1.0
303,kili1267,5,0.0,1.0
304,kipu1237,3,0.0,1.0
305,kiwa1251,3,0.0,1.0
306,klon1234,3,0.0,1.0
307,koda1255,3,0.0,1.0
308,kode1237,5,0.0,1.0
309,kodi1247,3,0.0,1.0
310,komb1273,3,0.0,1.0
311,komc1235,0,0.0,1.0
312,komn1238,5,0.0,1.0
313,komo1260,5,0.0,1.0
314,kona1243,5,0.0,1.0
315,koro1311,5,0.0,1.0
316,kosr1238,3,0.0,1.0
317,koya1251,0,0.0,1.0
318,kris1246,5,0.0,1.0
319,kuan1248,5,0.0,1.0
320,kuii1252,3,0.0,1.0
321,kuka1246,1,0.0,1.0
322,kuku1273,4,0.0,1.0
323,kuli1254,5,0.0,1.0
324,kuma1273,3,0.0,1.0
325,kumb1268,0,0.0,1.0
326,kumy1244,3,0.0,1.0
327,kunj1248,4,,0.0
328,kuot1243,5,0.0,1.0
329,kuru1302,3,0.0,1.0
330,kute1249,5,0.0,1.0
331,kuuk1238,0,0.0,1.0
332,kuvi1243,3,0.0,1.0
333,kwai1243,5,0.0,1.0
334,kwam1252,5,0.0,1.0
335,kwas1243,5,0.0,1.0
336,kwer1261,3,0.0,1.0
337,kwom1262,5,,0.0
338,kyak1244,3,0.0,1.0
339,lahn1241,3,0.0,1.0
340,laiw1239,5,0.0,1.0
341,lako1247,3,0.0,1.0
342,lalo1239,5,0.0,1.0
343,lamb1271,5,0.0,1.0
344,lamm1241,3,0.0,1.0
345,land1259,5,0.0,1.0
346,lang1320,3,0.0,1.0
347,lard1243,0,0.0,1.0
348,lare1249,3,0.0,1.0
349,lati1261,3,0.0,1.0
350,lati1261a,3,0.0,1.0
351,latv1249,1,0.0,1.0
352,laua1243,3,0.0,1.0
353,lauj1238,3,0.0,1.0
354,laur1250,3,0.0,1.0
355,lauu1247,5,0.0,1.0
356,lele1267,2,0.0,1.0
357,lena1238,5,0.0,1.0
358,leng1262,3,0.0,1.0
359,lete1241,3,0.0,1.0
360,limi1242,0,0.0,1.0
361,ling1263,3,0.0,1.0
362,ling1265,3,0.0,1.0
363,lipa1241,3,0.0,1.0
364,lisu1250a,3,0.0,1.0
365,lisu1250b,3,0.0,1.0
366,lisu1250c,3,0.0,1.0
367,lisu1250d,3,0.0,1.0
368,lith1251,1,0.0,1.0
369,litz1237,3,0.0,1.0
370,lolo1264,3,0.0,1.0
371,loni1238,3,0.0,1.0
372,lonw1238,5,0.0,1.0
373,loto1240,5,0.0,1.0
374,lozi1239,5,0.0,1.0
375,luba1249,5,0.0,1.0
376,luba1250,5,0.0,1.0
377,lubu1243,3,0.0,1.0
378,lugu1238,3,0.0,1.0
379,luis1253,0,0.0,1.0
380,lund1266,5,0.0,1.0
381,luva1239,5,0.0,1.0
382,luxe1241,3,0.0,1.0
383,maan1238,5,0.0,1.0
384,maba1278,3,0.0,1.0
385,mace1250,3,0.0,1.0
386,mada1284,5,0.0,1.0
387,mafe1237,5,0.0,1.0
388,maga1262,5,0.0,1.0
389,magu1243,5,0.0,1.0
390,maha1287,3,0.0,1.0
391,maib1239,5,0.0,1.0
392,mait1250,0,0.0,1.0
393,makl1246,5,0.0,1.0
394,mako1251,3,0.0,1.0
395,mala1464,-1,0.0,0.0
396,mala1468,3,0.0,1.0
397,mala1479,3,0.0,1.0
398,mala1533,5,,0.0
399,male1293,3,0.0,1.0
400,malg1242a,5,0.0,1.0
401,mali1284,3,0.0,1.0
402,malo1243,-1,0.0,0.0
403,malu1245,3,0.0,1.0
404,mana1295,5,0.0,1.0
405,mand1446,3,0.0,1.0
406,mang1401,5,0.0,1.0
407,mang1402,3,0.0,1.0
408,mang1405,5,0.0,1.0
409,mang1407,3,0.0,1.0
410,mang1408,3,0.0,1.0
411,mani1235,3,0.0,1.0
412,mans1258,3,0.0,1.0
413,maor1246,5,0.0,1.0
414,mara1378,3,0.0,1.0
415,mara1399,5,0.0,1.0
416,mara1404,5,0.0,1.0
417,marg1253,0,0.0,1.0
418,mari1426,5,0.0,1.0
419,mari1426a,5,0.0,1.0
420,mari1426b,3,0.0,1.0
421,mari1426c,5,0.0,1.0
422,mari1426d,5,0.0,1.0
423,mari1426e,5,0.0,1.0
424,mari1426f,5,0.0,1.0
425,mari1426g,5,0.0,1.0
426,mari1426h,5,0.0,1.0
427,mari1426i,5,0.0,1.0
428,marq1246,3,0.0,1.0
429,mars1254,5,0.0,1.0
430,mart1256,3,0.0,1.0
431,marw1260,0,0.0,1.0
432,masa1299,5,,0.0
433,mash1270,3,0.0,1.0
434,mask1242,5,0.0,1.0
435,matu1261,5,0.0,1.0
436,mbal1257,5,0.0,1.0
437,meko1237,5,0.0,1.0
438,mele1250,5,0.0,1.0
439,meno1252,3,0.0,1.0
440,menu1237,5,0.0,1.0
441,meri1244,5,0.0,1.0
442,merl1237,5,0.0,1.0
443,meru1245,5,0.0,1.0
444,mesc1238,0,0.0,1.0
445,mesk1242,3,0.0,1.0
446,meya1236,3,0.0,1.0
447,miam1252,3,0.0,1.0
448,midd1317,3,0.0,1.0
449,midd1343,3,0.0,1.0
450,mido1240,3,0.0,1.0
451,mikm1235,3,0.0,1.0
452,mina1268,3,0.0,1.0
453,mini1251,5,0.0,1.0
454,moco1246,3,0.0,1.0
455,mode1248,3,0.0,1.0
456,modo1249,3,0.0,1.0
457,moha1258,3,0.0,1.0
458,mohe1244,3,0.0,1.0
459,mokp1239,5,0.0,1.0
460,mong1331,3,0.0,1.0
461,mong1338,5,0.0,1.0
462,mono1273,3,0.0,1.0
463,mono1275,0,0.0,1.0
464,mori1268,5,0.0,1.0
465,mori1269,5,0.0,1.0
466,moro1287,5,0.0,1.0
467,mort1237,3,0.0,1.0
468,mose1249,3,0.0,1.0
469,mota1237,5,0.0,1.0
470,motl1237,5,0.0,1.0
471,motu1246,5,0.0,1.0
472,mouk1240a,5,0.0,1.0
473,movi1243,5,0.0,1.0
474,mudb1240,0,0.0,1.0
475,mudu1242,5,0.0,1.0
476,muna1247,5,0.0,1.0
477,mund1330,3,0.0,1.0
478,mung1266,3,0.0,1.0
479,mung1270,5,0.0,1.0
480,mung1271,5,0.0,1.0
481,muns1251,3,0.0,1.0
482,murr1258,0,0.0,1.0
483,muru1266,4,0.0,1.0
484,muss1246,5,0.0,1.0
485,myen1241,2,0.0,1.0
486,nage1237,5,0.0,1.0
487,naka1262,5,0.0,1.0
488,nali1244b,5,0.0,1.0
489,nama1266,3,0.0,1.0
490,nama1268,3,0.0,1.0
491,namb1293,5,0.0,1.0
492,nang1262,3,0.0,1.0
493,nava1243,5,,0.0
494,nege1244,3,0.0,1.0
495,neha1247,5,0.0,1.0
496,neme1244,5,0.0,1.0
497,nene1249,3,0.0,1.0
498,neng1238,5,0.0,1.0
499,nenn1238,5,0.0,1.0
500,nenn1238a,5,0.0,1.0
501,nepa1254,1,0.0,1.0
502,nese1235,3,0.0,1.0
503,nets1241,3,0.0,1.0
504,ngaa1240,3,0.0,1.0
505,ngal1292,4,0.0,1.0
506,ngar1235,0,0.0,1.0
507,ngar1287,0,0.0,1.0
508,ngon1269,5,0.0,1.0
509,ngul1246,3,0.0,1.0
510,ngun1274,0,0.0,1.0
511,nina1238,3,0.0,1.0
512,niua1240,5,0.0,1.0
513,niue1239,5,0.0,1.0
514,noga1249,5,0.0,1.0
515,nort2641,3,0.0,1.0
516,nort2702,3,0.0,1.0
517,nort2836,0,0.0,1.0
518,nort2845,3,0.0,1.0
519,nort2847,5,0.0,1.0
520,nort2877,3,0.0,1.0
521,nort2938,3,0.0,1.0
522,nort2942,3,0.0,1.0
523,nort2944,3,0.0,1.0
524,nort2951,0,0.0,1.0
525,nort2952,0,0.0,1.0
526,nort2961,3,0.0,1.0
527,nort2966,0,0.0,1.0
528,nort2972,3,0.0,1.0
529,norw1259,3,0.0,1.0
530,nucl1235,3,0.0,1.0
531,nucl1301,3,0.0,1.0
532,nucl1305,3,0.0,1.0
533,nucl1310,3,0.0,1.0
534,nucl1460,3,0.0,1.0
535,nucl1479,0,0.0,1.0
536,nucl1622,5,0.0,1.0
537,nucl1643,3,0.0,1.0
538,nucl1649,3,0.0,1.0
539,nucl1653,3,0.0,1.0
540,numb1247,3,0.0,1.0
541,nyak1260,3,0.0,1.0
542,nyam1271,0,0.0,1.0
543,nyan1301,0,0.0,1.0
544,nyaw1247,5,0.0,1.0
545,nyor1246,3,0.0,1.0
546,nyul1247,0,0.0,1.0
547,ocea1241,5,0.0,1.0
548,oduu1239,3,0.0,1.0
549,ojib1241,3,0.0,1.0
550,olal1237,5,0.0,1.0
551,olda1245,3,0.0,1.0
552,olde1238,3,0.0,1.0
553,oldh1241,3,0.0,1.0
554,oldi1245,3,0.0,1.0
555,oldn1244,0,0.0,1.0
556,oldw1239,3,0.0,1.0
557,omah1247,3,0.0,1.0
558,onaa1245,3,0.0,1.0
559,onei1249,3,0.0,1.0
560,onon1246,3,0.0,1.0
561,onto1237,5,0.0,1.0
562,opat1246,0,0.0,1.0
563,oriy1255,0,0.0,1.0
564,osag1243,3,0.0,1.0
565,osse1243,1,0.0,1.0
566,otoo1241,3,0.0,1.0
567,otta1242,3,0.0,1.0
568,owaa1237,3,0.0,1.0
569,paam1238,5,0.0,1.0
570,pado1242,5,0.0,1.0
571,paez1247,3,0.0,1.0
572,paic1239,3,0.0,1.0
573,paiw1248,5,0.0,1.0
574,pali1274,3,0.0,1.0
575,pamp1243,3,0.0,1.0
576,panj1256,0,0.0,1.0
577,para1311,3,0.0,1.0
578,pash1269,3,0.0,1.0
579,pata1260,3,0.0,1.0
580,paus1244,3,0.0,1.0
581,pawn1254,3,0.0,1.0
582,pend1242,3,0.0,1.0
583,penr1237,5,0.0,1.0
584,peor1238,3,0.0,1.0
585,phen1239,5,0.0,1.0
586,pieg1239,3,0.0,1.0
587,pila1245,3,0.0,1.0
588,pile1238,5,0.0,1.0
589,pint1250,3,0.0,1.0
590,pitj1243,3,0.0,1.0
591,pitt1247,-1,0.0,0.0
592,plai1258,3,0.0,1.0
593,pohn1238,3,0.0,1.0
594,pohn1238a,3,0.0,1.0
595,poli1260,3,0.0,1.0
596,ponc1241,3,0.0,1.0
597,port1283,3,0.0,1.0
598,port1285,1,0.0,1.0
599,port1286,3,0.0,1.0
600,pota1247,3,0.0,1.0
601,prus1238,3,0.0,1.0
602,puin1248,3,0.0,1.0
603,puka1242,5,0.0,1.0
604,pume1238,3,0.0,1.0
605,puyu1239,5,0.0,1.0
606,pwoo1239,3,0.0,1.0
607,qawa1238,3,0.0,1.0
608,quec1382,0,0.0,1.0
609,rade1240,3,0.0,1.0
610,raha1237,5,0.0,1.0
611,raka1237,3,0.0,1.0
612,rapa1244,5,0.0,1.0
613,rapa1245,3,0.0,1.0
614,raro1241,5,0.0,1.0
615,rata1245,3,0.0,1.0
616,reja1240,3,0.0,1.0
617,renn1242,5,0.0,1.0
618,rita1239,4,0.0,1.0
619,roma1327,3,0.0,1.0
620,roto1249,0,0.0,1.0
621,rotu1241,5,0.0,1.0
622,rout1237,5,0.0,1.0
623,rovi1238,3,0.0,1.0
624,rund1242,5,,0.0
625,russ1263,3,0.0,1.0
626,russ1263a,3,0.0,1.0
627,saaa1240,3,0.0,1.0
628,saaa1241,5,,0.0
629,saar1237,3,0.0,1.0
630,saba1263,5,0.0,1.0
631,samo1305,3,0.0,1.0
632,samo1305a,3,0.0,1.0
633,sang1321,3,0.0,1.0
634,sang1330,3,0.0,1.0
635,sans1269,0,0.0,1.0
636,sans1272,5,,0.0
637,sara1326,5,0.0,1.0
638,sata1237,3,0.0,1.0
639,sate1242,3,0.0,1.0
640,sawa1247,3,0.0,1.0
641,seke1241,5,0.0,1.0
642,selk1253,3,0.0,1.0
643,sene1264,3,0.0,1.0
644,serb1264,3,0.0,1.0
645,seri1257,3,0.0,1.0
646,serr1255,0,0.0,1.0
647,sgaw1245,3,0.0,1.0
648,shan1293,0,0.0,1.0
649,shas1239,-1,0.0,0.0
650,shaw1249,3,0.0,1.0
651,sher1255,3,0.0,1.0
652,shii1238,3,0.0,1.0
653,shin1265,3,0.0,1.0
654,ship1254,1,0.0,1.0
655,shos1248,0,0.0,1.0
656,siee1239,3,0.0,1.0
657,sika1261,5,0.0,1.0
658,sind1272,0,0.0,1.0
659,sinh1246,3,0.0,1.0
660,sini1245,3,0.0,1.0
661,siri1273,3,0.0,1.0
662,slav1253,3,0.0,1.0
663,slov1268,3,0.0,1.0
664,slov1269,3,0.0,1.0
665,soga1242,3,0.0,1.0
666,soge1235,0,0.0,1.0
667,song1300,5,0.0,1.0
668,sons1242,0,0.0,1.0
669,sout1528,3,0.0,1.0
670,sout2856,3,0.0,1.0
671,sout2856a,3,0.0,1.0
672,sout2857,3,0.0,1.0
673,sout2859,5,0.0,1.0
674,sout2865,5,0.0,1.0
675,sout2866,5,0.0,1.0
676,sout2869,5,0.0,1.0
677,sout2883,3,0.0,1.0
678,sout2959,3,0.0,1.0
679,sout2976,3,0.0,1.0
680,spok1245,3,0.0,1.0
681,stan1288,3,0.0,1.0
682,stan1289,3,0.0,1.0
683,stan1290,3,0.0,1.0
684,stan1293,3,0.0,1.0
685,stan1295,3,0.0,1.0
686,stan1323,3,0.0,1.0
687,suki1245,5,0.0,1.0
688,suku1259,5,0.0,1.0
689,suku1261,3,0.0,1.0
690,sula1245,3,0.0,1.0
691,sumb1240,3,0.0,1.0
692,sund1252,3,0.0,1.0
693,suru1262,3,0.0,1.0
694,suun1239,5,0.0,1.0
695,suzh1234,0,0.0,1.0
696,swed1254,3,0.0,1.0
697,tady1237,3,0.0,1.0
698,taga1270,5,0.0,1.0
699,tahi1242,3,0.0,1.0
700,taje1237a,3,0.0,1.0
701,taje1237b,3,0.0,1.0
702,taji1245,3,0.0,1.0
703,taji1246,3,0.0,1.0
704,taki1248,5,0.0,1.0
705,taku1257,5,0.0,1.0
706,tali1259,3,0.0,1.0
707,tali1262,3,0.0,1.0
708,tami1289,3,0.0,1.0
709,tana1285,3,0.0,1.0
710,tapi1254,3,0.0,1.0
711,tasi1237,5,0.0,1.0
712,taum1237,5,0.0,1.0
713,taus1251,5,0.0,1.0
714,taus1251a,5,0.0,1.0
715,tehu1242,3,0.0,1.0
716,teiw1235,5,0.0,1.0
717,telu1262,3,0.0,1.0
718,temb1276,3,0.0,1.0
719,tenh1241,3,0.0,1.0
720,term1237,3,0.0,1.0
721,tete1250,5,0.0,1.0
722,tetu1245,5,0.0,1.0
723,tetu1246,5,0.0,1.0
724,thao1240,3,0.0,1.0
725,thay1249,0,0.0,1.0
726,tido1248,3,0.0,1.0
727,tido1248a,3,0.0,1.0
728,tiko1237,5,0.0,1.0
729,tiko1237a,5,0.0,1.0
730,tiri1258,3,0.0,1.0
731,tivv1240,1,0.0,1.0
732,tlin1245,5,0.0,1.0
733,toab1237,5,0.0,1.0
734,toba1269,3,0.0,1.0
735,toca1235,5,,0.0
736,toda1252,3,0.0,1.0
737,toho1245,0,0.0,1.0
738,toke1240,5,0.0,1.0
739,toke1240a,5,0.0,1.0
740,tokp1240,5,0.0,1.0
741,tola1247,5,0.0,1.0
742,tolo1259,0,0.0,1.0
743,toma1248,3,0.0,1.0
744,tomb1243,3,0.0,1.0
745,tomi1243,3,0.0,1.0
746,tong1321,3,0.0,1.0
747,tong1325,5,0.0,1.0
748,tons1240,3,0.0,1.0
749,toor1238,3,0.0,1.0
750,tore1237,5,0.0,1.0
751,torr1261,3,0.0,1.0
752,tosk1239,3,0.0,1.0
753,toto1304,3,0.0,1.0
754,trin1274,3,0.0,1.0
755,trum1247,3,0.0,1.0
756,tson1249,5,0.0,1.0
757,tswa1253,3,0.0,1.0
758,tuam1242,5,0.0,1.0
759,tuba1278,1,0.0,1.0
760,tuba1279,1,0.0,1.0
761,tubu1240,3,0.0,1.0
762,tuca1252,2,0.0,1.0
763,tuka1249,5,0.0,1.0
764,tula1253,5,0.0,1.0
765,tung1290,5,0.0,1.0
766,turu1249,0,0.0,1.0
767,tusc1257,5,0.0,1.0
768,tuva1244,5,0.0,1.0
769,uabm1237,0,0.0,1.0
770,udmu1245,0,0.0,1.0
771,ukra1253,3,0.0,1.0
772,ulaw1237,3,0.0,1.0
773,umaj1240,3,0.0,1.0
774,umbu1257,3,0.0,1.0
775,umir1236,5,0.0,1.0
776,umpi1239,0,0.0,1.0
777,unua1237,3,0.0,1.0
778,uppe1274,3,0.0,1.0
779,urak1238,3,0.0,1.0
780,urav1235,3,0.0,1.0
781,urdu1245,0,0.0,1.0
782,urip1239,5,0.0,1.0
783,utee1244,0,0.0,1.0
784,utes1238,3,0.0,1.0
785,vaoo1237,5,0.0,1.0
786,vari1239,3,0.0,1.0
787,vend1245,5,0.0,1.0
788,veps1250,3,0.0,1.0
789,vera1241,3,0.0,1.0
790,vlax1238,0,0.0,1.0
791,vure1239,5,0.0,1.0
792,waga1260,1,0.0,1.0
793,waia1242,5,0.0,1.0
794,wail1244,0,0.0,1.0
795,waim1253,3,0.0,1.0
796,waim1255,3,0.0,1.0
797,waiw1244,3,0.0,1.0
798,waja1257,3,0.0,1.0
799,wall1255,3,0.0,1.0
800,wall1257,5,0.0,1.0
801,wamb1258,0,0.0,1.0
802,wang1287,3,0.0,1.0
803,wang1288,3,0.0,1.0
804,wang1290,0,0.0,1.0
805,wang1290a,0,0.0,1.0
