,glottocode,label_,outlier_prob,cluster_prob,x,y
0,ache1246,-1,0.0,0.0,0.09811273855201222,-0.22054344942365073
1,adny1235,2,0.0,1.0,0.7098964920556557,-0.574398182945113
2,afri1274,1,0.0,1.0,-0.03531593806539465,0.4992638909960139
3,aghu1253,1,0.0,1.0,0.0064525098340022305,0.2516742041098148
4,agua1253,-1,0.0,0.0,0.0722989266542017,-0.08821922940517772
5,akhv1239,1,0.0,1.0,-0.09069147892588877,0.7837009383203482
6,alba1267,1,0.0,1.0,-0.07426536846002678,0.7036611541775376
7,alya1239,5,0.0,1.0,-0.4896625748236258,-0.18908440499100485
8,amis1246,1,0.0,1.0,0.15048102802645869,-0.45315319219730965
9,anam1249,1,0.0,1.0,0.1952222003574891,-0.6230826945102763
10,anci1242,5,0.0,1.0,-0.27097684778499487,0.37247392205236757
11,ancu1238,1,0.0,1.0,-0.04347221748277844,0.5431099488635903
12,anda1281,1,0.0,1.0,-0.025825860556522806,0.4465251041896784
13,andi1255,1,0.0,1.0,-0.025825515227624444,0.44652516282676713
14,anga1316,1,0.0,1.0,-0.03076921769467116,0.47416586824154844
15,arab1267,4,0.0,1.0,-0.9823008857683994,-0.015362060394024974
16,araw1273,1,0.0,1.0,0.1766931900833813,-0.5552171074637067
17,arch1244,1,0.0,1.0,-0.06139572082643768,0.6394667769003533
18,assa1263,2,0.0,1.0,0.15649617643299724,-0.8110587396696021
19,asut1235,-1,0.0,0.0,0.04421558601288742,0.05458293434985849
20,atay1247,1,0.0,1.0,0.1766931057130561,-0.5552171268372242
21,avar1256,1,0.0,1.0,0.016034346800658746,0.19547429284787624
22,aves1237,1,0.0,1.0,-0.0907201432988433,0.7836964636805401
23,awet1244,1,0.0,1.0,-0.014702364321402431,0.3818545702131985
24,ayor1240,1,0.0,1.0,-0.025831477710387494,0.4465241504040895
25,badi1246,0,0.0,1.0,-0.13648918962514847,1.024524531439558
26,bagv1239,1,0.0,1.0,-0.09141672640433089,0.7835873922509967
27,balo1260,5,0.0,1.0,-0.6243169516232345,-0.12768629764140188
28,band1339,-1,0.0,0.0,0.08356289003482592,-0.14618832692348252
29,bari1297,1,0.0,1.0,0.006453885735351349,0.25167445714272374
30,basq1248,1,0.0,1.0,-0.030765909407466884,0.4741664237382557
