Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
293	0.334471	34	0.235294	72	0.250000	101	0.990099	4.104828	293	0.334471	0.950870	0	0.000000	0.448000	0.413580	
287	0.313589	24	0.291667	114	0.412281	75	0.960000	4.104828	287	0.313589	0.950870	0	0.000000	0.432000	0.414417	
268	0.339552	36	0.250000	103	0.184466	93	0.978495	4.104828	268	0.339552	0.950870	0	0.000000	0.420000	0.414660	
275	0.250909	45	0.200000	95	0.189474	85	0.905882	4.104828	275	0.250909	0.950870	0	0.000000	0.346000	0.411799	
267	0.235955	34	0.235294	95	0.073684	104	0.971154	4.104828	267	0.235955	0.950870	0	0.000000	0.358000	0.409647	
286	0.255245	22	0.227273	98	0.204082	94	0.968085	4.104828	286	0.255245	0.950870	0	0.000000	0.378000	0.408430	
268	0.317164	30	0.233333	101	0.306931	101	0.990099	4.104828	268	0.317164	0.950870	0	0.000000	0.446000	0.409821	
288	0.336806	24	0.291667	106	0.320755	82	0.975610	4.104828	288	0.336806	0.950870	0	0.000000	0.436000	0.410756	
278	0.305755	19	0.578947	99	0.161616	104	0.951923	4.104828	278	0.305755	0.950870	0	0.000000	0.422000	0.411144	
298	0.305369	23	0.521739	87	0.011494	92	0.978261	4.104828	298	0.305369	0.950870	0	0.000000	0.388000	0.410373	
259	0.343629	32	0.156250	103	0.368932	106	0.971698	4.104828	259	0.343629	0.950870	0	0.000000	0.470000	0.412296	
292	0.349315	30	0.266667	76	0.144737	102	0.990196	4.104828	292	0.349315	0.950870	0	0.000000	0.444000	0.413287	
294	0.384354	32	0.281250	89	0.258427	85	0.976471	4.104828	294	0.384354	0.950870	0	0.000000	0.456000	0.414581	
303	0.386139	23	0.260870	84	0.095238	90	0.966667	4.104828	303	0.386139	0.950870	0	0.000000	0.436000	0.415211	
279	0.318996	33	0.515152	100	0.380000	88	0.965909	4.104828	279	0.318996	0.950870	0	0.000000	0.458000	0.416433	
305	0.354098	41	0.390244	78	0.474359	76	0.947368	4.104828	305	0.354098	0.950870	0	0.000000	0.466000	0.417810	
303	0.320132	32	0.218750	75	0.106667	90	0.944444	4.104828	303	0.320132	0.950870	0	0.000000	0.394000	0.417167	
302	0.374172	35	0.400000	74	0.391892	89	0.977528	4.104828	302	0.374172	0.950870	0	0.000000	0.486000	0.418978	
277	0.411552	39	0.384615	88	0.386364	96	0.979167	4.104828	277	0.411552	0.950870	0	0.000000	0.514000	0.421414	
280	0.342857	25	0.320000	102	0.519608	93	1.000000	4.433741	280	0.342857	0.950870	0	0.000000	0.500000	0.423379	
265	0.320755	39	0.307692	87	0.551724	109	0.981651	4.433741	265	0.320755	0.950870	0	0.000000	0.504000	0.425345	
267	0.299625	34	0.382353	100	0.550000	99	0.979798	4.433741	267	0.299625	0.950870	0	0.000000	0.490000	0.426884	
297	0.360269	33	0.424242	88	0.409091	82	1.000000	4.433741	297	0.360269	0.950870	0	0.000000	0.478000	0.428073	
304	0.220395	32	0.375000	71	0.352113	93	0.978495	4.433741	304	0.220395	0.950870	0	0.000000	0.390000	0.427208	
298	0.624161	28	0.250000	86	0.430233	88	0.965909	4.433741	298	0.624161	0.950870	0	0.000000	0.630000	0.431714	
355	0.636620	16	0.562500	72	0.236111	57	0.964912	5.000000	355	0.636620	0.950870	0	0.000000	0.614000	0.435677	
341	0.609971	31	0.419355	67	0.298507	61	0.983607	5.000000	341	0.609971	0.950870	0	0.000000	0.602000	0.439215	
323	0.606811	30	0.433333	77	0.428571	70	0.985714	5.000000	323	0.606811	0.950870	0	0.000000	0.622000	0.443023	
359	0.674095	18	0.555556	54	0.129630	69	0.985507	5.000000	359	0.674095	0.950870	0	0.000000	0.654000	0.447329	
324	0.641975	17	0.411765	79	0.405063	80	0.975000	5.000000	324	0.641975	0.950870	0	0.000000	0.650000	0.451382	
346	0.609827	20	0.500000	72	0.611111	62	0.951613	5.000000	346	0.609827	0.950870	0	0.000000	0.648000	0.455237	
352	0.650568	13	0.538462	64	0.531250	71	0.957746	5.000000	352	0.650568	0.950870	0	0.000000	0.676000	0.459482	
364	0.648352	13	0.461538	66	0.136364	57	0.964912	5.000000	364	0.648352	0.950870	0	0.000000	0.612000	0.462360	
342	0.625731	17	0.176471	70	0.628571	71	1.000000	5.000000	342	0.625731	0.950870	0	0.000000	0.664000	0.466094	
343	0.667638	21	0.428571	66	0.454545	70	0.985714	5.000000	343	0.667638	0.950870	0	0.000000	0.674000	0.469874	
340	0.620588	11	0.181818	69	0.202899	80	1.000000	5.000000	340	0.620588	0.950870	0	0.000000	0.614000	0.472447	
347	0.668588	23	0.434783	68	0.735294	62	0.951613	5.000000	347	0.668588	0.950870	0	0.000000	0.702000	0.476475	
331	0.619335	26	0.500000	68	0.279412	75	1.000000	5.000000	331	0.619335	0.950870	0	0.000000	0.624000	0.479018	
350	0.597143	23	0.391304	58	0.517241	69	0.927536	5.000000	350	0.597143	0.950870	0	0.000000	0.624000	0.481475	
344	0.616279	16	0.250000	70	0.500000	70	0.971429	5.000000	344	0.616279	0.950870	0	0.000000	0.638000	0.484084	
357	0.619048	18	0.444444	70	0.271429	55	0.945455	5.000000	357	0.619048	0.950870	0	0.000000	0.600000	0.485984	
357	0.607843	10	0.500000	68	0.485294	65	0.923077	5.000000	357	0.607843	0.950870	0	0.000000	0.630000	0.488307	
353	0.628895	6	0.166667	65	0.430769	76	0.986842	5.000000	353	0.628895	0.950870	0	0.000000	0.652000	0.490905	
354	0.601695	9	0.222222	65	0.353846	72	1.000000	5.000000	354	0.601695	0.950870	0	0.000000	0.620000	0.492922	
344	0.642442	20	0.450000	59	0.067797	77	0.987013	5.000000	344	0.642442	0.950870	0	0.000000	0.620000	0.494877	
349	0.616046	13	0.692308	71	0.267606	67	0.985075	5.000000	349	0.616046	0.950870	0	0.000000	0.618000	0.496743	
371	0.625337	11	0.272727	63	0.000000	55	0.981818	5.000000	371	0.625337	0.950870	0	0.000000	0.578000	0.497955	
329	0.696049	10	0.600000	79	0.316456	82	0.951220	5.000000	329	0.696049	0.950870	0	0.000000	0.676000	0.500574	
331	0.622356	15	0.400000	88	0.227273	66	0.924242	5.000000	331	0.622356	0.950870	0	0.000000	0.586000	0.501812	
332	0.629518	19	0.263158	68	0.147059	81	0.950617	5.000000	332	0.629518	0.950870	0	0.000000	0.602000	0.503243	
332	0.617470	17	0.411765	68	0.308824	83	0.987952	5.000000	332	0.617470	0.950870	0	0.000000	0.630000	0.505028	
326	0.662577	17	0.470588	92	0.391304	65	0.938462	5.000000	326	0.662577	0.950870	0	0.000000	0.642000	0.506930	
329	0.568389	22	0.409091	85	0.317647	64	1.000000	5.000000	329	0.568389	0.950870	0	0.000000	0.574000	0.507849	
331	0.646526	30	0.300000	79	0.367089	60	0.983333	5.000000	331	0.646526	0.950870	0	0.000000	0.622000	0.509392	
346	0.650289	8	0.500000	77	0.467532	69	1.000000	5.000000	346	0.650289	0.950870	0	0.000000	0.668000	0.511506	
364	0.607143	20	0.350000	55	0.618182	61	1.000000	5.000000	364	0.607143	0.950870	0	0.000000	0.646000	0.513276	
323	0.582043	16	0.500000	91	0.373626	70	0.985714	5.000000	323	0.582043	0.950870	0	0.000000	0.598000	0.514376	
319	0.636364	8	0.375000	87	0.609195	86	1.000000	5.000000	319	0.636364	0.950870	0	0.000000	0.690000	0.516628	
363	0.606061	11	0.454545	59	0.762712	67	0.970149	5.000000	363	0.606061	0.950870	0	0.000000	0.670000	0.518569	
336	0.619048	33	0.333333	67	0.611940	64	1.000000	5.000000	336	0.619048	0.950870	0	0.000000	0.648000	0.520187	
343	0.638484	27	0.296296	52	0.480769	78	0.974359	5.000000	343	0.638484	0.950870	0	0.000000	0.656000	0.521864	
344	0.639535	21	0.285714	68	0.500000	67	0.970149	5.000000	344	0.639535	0.950870	0	0.000000	0.650000	0.523426	
338	0.609467	25	0.240000	59	0.457627	78	0.974359	5.000000	338	0.609467	0.950870	0	0.000000	0.630000	0.524710	
337	0.626113	15	0.666667	91	0.208791	57	1.000000	5.000000	337	0.626113	0.950870	0	0.000000	0.594000	0.525535	
341	0.642229	10	0.400000	69	0.594203	80	1.000000	5.000000	341	0.642229	0.950870	0	0.000000	0.688000	0.527446	
363	0.608815	6	0.166667	70	0.300000	61	1.000000	5.000000	363	0.608815	0.950870	0	0.000000	0.608000	0.528383	
360	0.658333	15	0.466667	59	0.457627	66	1.000000	5.000000	360	0.658333	0.950870	0	0.000000	0.674000	0.530057	
347	0.613833	10	0.600000	78	0.384615	65	0.984615	5.000000	347	0.613833	0.950870	0	0.000000	0.626000	0.531147	
336	0.633929	16	0.625000	77	0.298701	71	1.000000	5.000000	336	0.633929	0.950870	0	0.000000	0.634000	0.532303	
339	0.634218	12	0.500000	66	0.545455	83	0.939759	5.000000	339	0.634218	0.950870	0	0.000000	0.670000	0.533833	
308	0.633117	16	0.250000	89	0.348315	87	0.977011	5.000000	308	0.633117	0.950870	0	0.000000	0.630000	0.534889	
371	0.611860	15	0.466667	54	0.351852	60	0.983333	5.000000	371	0.611860	0.950870	0	0.000000	0.624000	0.535858	
352	0.650568	9	0.222222	65	0.584615	74	0.986486	5.000000	352	0.650568	0.950870	0	0.000000	0.684000	0.537451	
339	0.595870	17	0.529412	75	0.453333	69	0.985507	5.000000	339	0.595870	0.950870	0	0.000000	0.626000	0.538393	
337	0.608309	3	0.000000	76	0.328947	84	0.988095	5.000000	337	0.608309	0.950870	0	0.000000	0.626000	0.539315	
349	0.644699	7	0.571429	74	0.364865	70	0.928571	5.000000	349	0.644699	0.950870	0	0.000000	0.642000	0.540385	
304	0.552632	6	0.500000	99	0.090909	91	0.956044	5.000000	304	0.552632	0.950870	0	0.000000	0.534000	0.540319	
343	0.618076	16	0.437500	67	0.044776	74	1.000000	5.000000	343	0.618076	0.950870	0	0.000000	0.592000	0.540846	
342	0.546784	16	0.250000	70	0.000000	72	0.986111	5.000000	342	0.546784	0.950870	0	0.000000	0.524000	0.540676	
328	0.637195	24	0.291667	67	0.179104	81	0.975309	5.000000	328	0.637195	0.950870	0	0.000000	0.614000	0.541409	
354	0.598870	7	0.285714	61	0.409836	78	0.987179	5.000000	354	0.598870	0.950870	0	0.000000	0.632000	0.542306	
356	0.632022	16	0.250000	63	0.380952	65	1.000000	5.000000	356	0.632022	0.950870	0	0.000000	0.636000	0.543225	
343	0.612245	15	0.466667	63	0.238095	79	0.962025	5.000000	343	0.612245	0.950870	0	0.000000	0.616000	0.543931	
339	0.607670	25	0.400000	74	0.175676	62	0.983871	5.000000	339	0.607670	0.950870	0	0.000000	0.580000	0.544278	
343	0.548105	27	0.296296	53	0.452830	77	0.974026	5.000000	343	0.548105	0.950870	0	0.000000	0.590000	0.544713	
348	0.646552	21	0.428571	64	0.375000	67	0.970149	5.000000	348	0.646552	0.950870	0	0.000000	0.646000	0.545669	
366	0.633880	18	0.333333	70	0.057143	46	1.000000	5.000000	366	0.633880	0.950870	0	0.000000	0.576000	0.545952	
346	0.650289	31	0.483871	57	0.000000	66	0.984848	5.000000	346	0.650289	0.950870	0	0.000000	0.610000	0.546545	
356	0.578652	16	0.687500	63	0.206349	65	0.984615	5.000000	356	0.578652	0.950870	0	0.000000	0.588000	0.546926	
354	0.646893	11	0.545455	71	0.478873	64	1.000000	5.000000	354	0.646893	0.950870	0	0.000000	0.666000	0.548008	
352	0.616477	17	0.588235	71	0.309859	60	1.000000	5.000000	352	0.616477	0.950870	0	0.000000	0.618000	0.548639	
355	0.611268	4	0.250000	65	0.292308	76	0.973684	5.000000	355	0.611268	0.950870	0	0.000000	0.622000	0.549294	
356	0.620787	6	0.500000	58	0.396552	80	0.987500	5.000000	356	0.620787	0.950870	0	0.000000	0.652000	0.550203	
363	0.633609	8	0.625000	68	0.132353	61	1.000000	5.000000	363	0.633609	0.950870	0	0.000000	0.610000	0.550727	
336	0.619048	7	0.571429	75	0.506667	82	1.000000	5.000000	336	0.619048	0.950870	0	0.000000	0.664000	0.551712	
356	0.665730	8	0.750000	74	0.283784	62	0.983871	5.000000	356	0.665730	0.950870	0	0.000000	0.650000	0.552559	
309	0.601942	28	0.607143	84	0.250000	79	0.962025	5.000000	309	0.601942	0.950870	0	0.000000	0.600000	0.552965	
341	0.639296	22	0.454545	59	0.559322	78	0.961538	5.000000	341	0.639296	0.950870	0	0.000000	0.672000	0.553974	
339	0.651917	14	0.571429	84	0.357143	63	1.000000	5.000000	339	0.651917	0.950870	0	0.000000	0.644000	0.554730	
339	0.622419	24	0.458333	75	0.466667	62	1.000000	5.000000	339	0.622419	0.950870	0	0.000000	0.638000	0.555424	
346	0.647399	14	0.357143	65	0.138462	75	0.973333	5.000000	346	0.647399	0.950870	0	0.000000	0.622000	0.555974	
340	0.655882	16	0.500000	74	0.216216	70	1.000000	5.000000	340	0.655882	0.950870	0	0.000000	0.634000	0.556614	
353	0.628895	10	0.600000	74	0.121622	63	1.000000	5.000000	353	0.628895	0.950870	0	0.000000	0.600000	0.556967	
