Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
32527	0.969010	4393	0.286365	6419	0.729241	6661	0.878096	0.287880	32527	0.969010	0.698684	0	0.000000	0.866140	0.866143	
32273	0.961764	4484	0.284344	6635	0.713791	6608	0.863801	0.350973	32273	0.961764	0.698684	0	0.000000	0.855160	0.860651	
32303	0.942637	4335	0.301499	6748	0.734292	6614	0.867554	0.580065	32303	0.942637	0.698684	0	0.000000	0.849000	0.856768	
32079	0.919698	4610	0.289154	6722	0.753496	6589	0.840492	0.834935	32079	0.919698	0.698684	0	0.000000	0.828780	0.849771	
32280	0.867999	4490	0.300223	6693	0.748244	6537	0.842741	1.428515	32280	0.867999	0.698684	0	0.000000	0.797680	0.839353	
32298	0.868165	4609	0.288566	6444	0.741930	6649	0.843736	1.446322	32298	0.868165	0.698684	0	0.000000	0.795220	0.831997	
32256	0.757688	4394	0.289486	6604	0.753180	6746	0.858286	2.746451	32256	0.757688	0.698684	0	0.000000	0.729520	0.817358	
31949	0.739929	4455	0.294276	6773	0.721837	6823	0.861205	2.912676	31949	0.739929	0.698684	0	0.000000	0.714320	0.804478	
32266	0.623629	4503	0.305352	6738	0.727664	6493	0.850146	5.000000	32266	0.623629	0.698684	0	0.000000	0.638400	0.786025	
32541	0.624351	4396	0.304595	6700	0.729851	6363	0.856514	5.000000	32541	0.624351	0.698684	0	0.000000	0.639920	0.771414	
32326	0.601714	4444	0.293429	6598	0.740527	6632	0.887515	5.000000	32326	0.601714	0.698684	0	0.000000	0.630540	0.758608	
32327	0.628422	4418	0.289498	6636	0.726492	6619	0.868711	5.000000	32327	0.628422	0.698684	0	0.000000	0.643300	0.748999	
32121	0.611749	4427	0.277841	6744	0.740955	6708	0.870453	5.000000	32121	0.611749	0.698684	0	0.000000	0.634320	0.740177	
32499	0.616050	4371	0.296728	6510	0.725038	6620	0.872659	5.000000	32499	0.616050	0.698684	0	0.000000	0.636300	0.732758	
32236	0.625946	4353	0.293820	6777	0.725100	6634	0.860868	5.000000	32236	0.625946	0.698684	0	0.000000	0.641640	0.726683	
32234	0.620587	4340	0.291935	6717	0.712074	6709	0.860933	5.000000	32234	0.620587	0.698684	0	0.000000	0.636600	0.721053	
32452	0.623937	4343	0.280682	6588	0.744232	6617	0.842225	5.000000	32452	0.623937	0.698684	0	0.000000	0.638860	0.716218	
32410	0.624807	4604	0.291268	6467	0.726767	6519	0.863016	5.000000	32410	0.624807	0.698684	0	0.000000	0.638340	0.711891	
32673	0.623481	4296	0.297719	6528	0.721661	6503	0.852222	5.000000	32673	0.623481	0.698684	0	0.000000	0.638060	0.708006	
32241	0.621600	4469	0.287536	6553	0.734625	6737	0.854980	5.000000	32241	0.621600	0.698684	0	0.000000	0.638000	0.704505	
32321	0.626651	4475	0.293631	6576	0.740876	6628	0.840374	5.000000	32321	0.626651	0.698684	0	0.000000	0.640200	0.701443	
32380	0.617727	4494	0.298620	6559	0.739899	6567	0.850617	5.000000	32380	0.617727	0.698684	0	0.000000	0.635660	0.698453	
32373	0.625552	4374	0.311614	6620	0.732175	6633	0.849691	5.000000	32373	0.625552	0.698684	0	0.000000	0.641940	0.695996	
32150	0.623981	4557	0.296686	6756	0.741711	6537	0.847637	5.000000	32150	0.623981	0.698684	0	0.000000	0.639300	0.693634	
32274	0.623009	4384	0.305201	6692	0.741931	6650	0.856541	5.000000	32274	0.623009	0.698684	0	0.000000	0.642120	0.691573	
32495	0.624404	4374	0.277778	6521	0.755866	6610	0.855371	5.000000	32495	0.624404	0.698684	0	0.000000	0.641760	0.689657	
32175	0.621538	4338	0.294375	6649	0.738758	6838	0.863703	5.000000	32175	0.621538	0.698684	0	0.000000	0.641860	0.687887	
31882	0.625212	4639	0.287562	6788	0.758839	6691	0.841429	5.000000	31882	0.625212	0.698684	0	0.000000	0.640960	0.686211	
32564	0.627841	4398	0.287858	6477	0.732747	6561	0.859168	5.000000	32564	0.627841	0.698684	0	0.000000	0.641880	0.684682	
32243	0.626369	4443	0.297772	6654	0.744064	6660	0.830781	5.000000	32243	0.626369	0.698684	0	0.000000	0.640060	0.683195	
32448	0.623397	4428	0.310524	6575	0.727148	6549	0.863033	5.000000	32448	0.623397	0.698684	0	0.000000	0.640720	0.681825	
32177	0.626037	4428	0.293135	6779	0.744948	6616	0.854141	5.000000	32177	0.626037	0.698684	0	0.000000	0.642860	0.680607	
32241	0.621910	4424	0.301537	6625	0.730868	6710	0.843368	5.000000	32241	0.621910	0.698684	0	0.000000	0.637720	0.679307	
32211	0.620223	4587	0.316765	6607	0.751627	6595	0.864594	5.000000	32211	0.620223	0.698684	0	0.000000	0.641980	0.678210	
32396	0.621774	4296	0.282821	6659	0.736297	6649	0.860581	5.000000	32396	0.621774	0.698684	0	0.000000	0.639660	0.677108	
