Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
328	0.640244	51	0.039216	65	0.584615	56	0.964286	5.000000	328	0.640244	0.685752	0	0.000000	0.608000	0.598134	
319	0.620690	47	0.085106	59	0.610169	75	0.906667	5.000000	319	0.620690	0.685752	0	0.000000	0.612000	0.598764	
348	0.600575	39	0.051282	56	0.303571	57	0.842105	5.000000	348	0.600575	0.685752	0	0.000000	0.552000	0.596731	
332	0.641566	44	0.090909	74	0.472973	50	0.800000	5.000000	332	0.641566	0.685752	0	0.000000	0.584000	0.596200	
329	0.693009	50	0.060000	62	0.612903	59	0.864407	5.000000	329	0.693009	0.685752	0	0.000000	0.640000	0.597952	
317	0.586751	60	0.150000	65	0.507692	58	0.965517	5.000000	317	0.586751	0.685752	0	0.000000	0.568000	0.596800	
319	0.576803	55	0.181818	51	0.666667	75	0.960000	5.000000	319	0.576803	0.685752	0	0.000000	0.600000	0.596919	
314	0.624204	67	0.164179	61	0.590164	58	0.982759	5.000000	314	0.624204	0.685752	0	0.000000	0.600000	0.597029	
308	0.652597	52	0.134615	84	0.488095	56	0.910714	5.000000	308	0.652597	0.685752	0	0.000000	0.600000	0.597131	
327	0.584098	43	0.069767	70	0.614286	60	0.950000	5.000000	327	0.584098	0.685752	0	0.000000	0.588000	0.596827	
337	0.652819	45	0.066667	72	0.375000	46	1.000000	5.000000	337	0.652819	0.685752	0	0.000000	0.592000	0.596671	
330	0.624242	47	0.276596	61	0.475410	62	0.838710	5.000000	330	0.624242	0.685752	0	0.000000	0.600000	0.596775	
320	0.637500	58	0.155172	55	0.400000	67	0.835821	5.000000	320	0.637500	0.685752	0	0.000000	0.582000	0.596327	
332	0.647590	63	0.126984	57	0.526316	48	0.916667	5.000000	332	0.647590	0.685752	0	0.000000	0.594000	0.596259	
314	0.576433	56	0.232143	73	0.534247	57	0.929825	5.000000	314	0.576433	0.685752	0	0.000000	0.572000	0.595566	
318	0.622642	49	0.224490	73	0.753425	60	0.950000	5.000000	318	0.622642	0.685752	0	0.000000	0.642000	0.596856	
311	0.672026	53	0.169811	75	0.493333	61	0.983607	5.000000	311	0.672026	0.685752	0	0.000000	0.630000	0.597751	
316	0.537975	49	0.163265	40	0.450000	95	0.957895	5.000000	316	0.537975	0.685752	0	0.000000	0.574000	0.597126	
318	0.628931	58	0.172414	67	0.537313	57	0.964912	5.000000	318	0.628931	0.685752	0	0.000000	0.602000	0.597251	
300	0.640000	55	0.109091	79	0.556962	66	0.984848	5.000000	300	0.640000	0.685752	0	0.000000	0.614000	0.597670	
322	0.639752	52	0.076923	45	0.555556	81	0.975309	5.000000	322	0.639752	0.685752	0	0.000000	0.628000	0.598410	
324	0.592593	49	0.183673	57	0.666667	70	0.942857	5.000000	324	0.592593	0.685752	0	0.000000	0.610000	0.598686	
323	0.479876	32	0.125000	63	0.650794	82	1.000000	5.000000	323	0.479876	0.685752	0	0.000000	0.564000	0.597879	
306	0.607843	47	0.085106	61	0.655738	86	0.976744	5.000000	306	0.607843	0.685752	0	0.000000	0.628000	0.598564	
312	0.612179	38	0.052632	88	0.602273	62	0.983871	5.000000	312	0.612179	0.685752	0	0.000000	0.614000	0.598907	
327	0.626911	53	0.113208	54	0.648148	66	1.000000	5.000000	327	0.626911	0.685752	0	0.000000	0.624000	0.599452	
330	0.536364	54	0.203704	51	0.509804	65	0.969231	5.000000	330	0.536364	0.685752	0	0.000000	0.554000	0.598485	
319	0.626959	54	0.185185	54	0.537037	73	0.958904	5.000000	319	0.626959	0.685752	0	0.000000	0.618000	0.598892	
310	0.641935	66	0.121212	62	0.693548	62	0.983871	5.000000	310	0.641935	0.685752	0	0.000000	0.622000	0.599363	
322	0.655280	54	0.166667	66	0.560606	58	0.913793	5.000000	322	0.655280	0.685752	0	0.000000	0.620000	0.599776	
305	0.544262	59	0.220339	69	0.594203	67	0.970149	5.000000	305	0.544262	0.685752	0	0.000000	0.570000	0.599192	
308	0.610390	52	0.115385	73	0.630137	67	0.955224	5.000000	308	0.610390	0.685752	0	0.000000	0.608000	0.599362	
300	0.643333	62	0.129032	81	0.679012	57	0.964912	5.000000	300	0.643333	0.685752	0	0.000000	0.622000	0.599789	
312	0.605769	55	0.181818	59	0.711864	74	0.972973	5.000000	312	0.605769	0.685752	0	0.000000	0.626000	0.600274	
322	0.627329	48	0.208333	64	0.750000	66	1.000000	5.000000	322	0.627329	0.685752	0	0.000000	0.652000	0.601215	
334	0.631737	50	0.160000	62	0.451613	54	0.981481	5.000000	334	0.631737	0.685752	0	0.000000	0.600000	0.601193	
314	0.598726	49	0.081633	61	0.639344	76	0.960526	5.000000	314	0.598726	0.685752	0	0.000000	0.608000	0.601312	
307	0.644951	56	0.142857	62	0.564516	75	0.920000	5.000000	307	0.644951	0.685752	0	0.000000	0.620000	0.601634	
307	0.592834	44	0.204545	69	0.666667	80	1.000000	5.000000	307	0.592834	0.685752	0	0.000000	0.634000	0.602183	
314	0.407643	48	0.208333	73	0.643836	65	1.000000	5.000000	314	0.407643	0.685752	0	0.000000	0.500000	0.600480	
297	0.370370	42	0.142857	79	0.759494	82	0.963415	5.000000	297	0.370370	0.685752	0	0.000000	0.510000	0.598997	
309	0.605178	54	0.111111	62	0.709677	75	0.960000	5.000000	309	0.605178	0.685752	0	0.000000	0.618000	0.599303	
329	0.638298	54	0.148148	57	0.754386	60	1.000000	5.000000	329	0.638298	0.685752	0	0.000000	0.642000	0.599981	
323	0.368421	51	0.215686	57	0.789474	69	1.000000	5.000000	323	0.368421	0.685752	0	0.000000	0.488000	0.598231	
277	0.194946	54	0.055556	84	0.726190	85	0.964706	5.000000	277	0.194946	0.685752	0	0.000000	0.400000	0.595182	
306	0.271242	59	0.067797	70	0.585714	65	1.000000	3.546178	306	0.271242	0.685752	0	0.000000	0.386000	0.592012	
299	0.270903	61	0.131148	63	0.634921	77	1.000000	3.546178	299	0.270903	0.685752	0	0.000000	0.412000	0.589326	
279	0.272401	63	0.095238	65	0.615385	93	0.989247	3.546178	279	0.272401	0.685752	0	0.000000	0.428000	0.586953	
