"cluster","neighbor","sil_width"
4,10,0.689664156991777
4,10,0.707668288432213
4,10,0.635916578580363
4,10,0.635916578580363
4,10,0.707668288432213
4,10,0.689664156991777
4,10,0.689664156991777
4,10,0.689664156991777
4,10,0.707668288432213
5,12,0.159080459770115
5,9,0.0408872129492344
5,13,0.0731635481635486
5,9,0.0408872129492344
5,12,0.0576923076923065
5,13,0.0731635481635486
5,12,0.325964325529543
5,12,0.0576923076923065
5,13,0.342526685022337
5,13,0.288312115541929
5,9,0.0332464856848597
6,14,-0.0621712494913972
6,14,0.180881246875193
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.491816465019113
6,14,0.633116220378926
6,14,0.293442878845309
6,15,0.0387589593680053
6,14,0.293442878845309
6,14,0.180881246875193
6,14,0.180881246875193
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.633116220378926
6,14,0.274427281743081
6,14,0.633116220378926
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
7,12,1
8,11,0.69037037037037
8,11,0.371707701171685
8,11,0.69037037037037
8,11,0.69037037037037
8,11,0.69037037037037
8,11,0.366702554046303
8,11,0.194842322328825
8,11,0.69037037037037
8,11,0.69037037037037
8,11,0.69037037037037
9,11,0.757075721677501
9,11,0.695310500660997
9,11,0.695310500660997
9,2,0.357506845915946
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.757075721677501
9,2,0.287500458887928
9,11,0.757075721677501
9,11,0.757075721677501
9,2,0.28975423355355
9,11,0.695310500660997
9,11,0.757075721677501
9,8,0.350908990582714
9,5,0.301511565016664
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.454112283461773
9,11,0.695310500660997
9,11,0.454112283461773
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.757075721677501
9,11,0.695310500660997
9,8,0.0257012331480415
9,11,0.695310500660997
9,11,0.695310500660997
9,11,0.757075721677501
9,11,0.695310500660997
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,7,0.95308384547849
10,11,0.122760838325058
10,7,0.95308384547849
10,7,0.95308384547849
11,10,0.549666148605839
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
11,8,0.973815332501191
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
12,13,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
13,12,1
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.643678160919541
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
14,15,0.994708091498805
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
15,14,1
