"cluster","neighbor","sil_width"
0,14,0.150992355336754
0,4,0.542182489269134
0,4,0.470213814535998
0,3,0.185559371882669
0,14,0.275680001797553
0,4,0.395418209001857
0,2,0.33016158825417
0,2,0.32033175991119
0,4,0.236958386653342
0,4,0.353607565811419
0,4,0.448723613158102
0,4,0.433515841417846
0,4,0.353607565811419
0,4,0.542182489269134
0,4,0.434253721937703
0,4,0.542182489269134
0,4,0.470213814535998
0,4,0.41378099267192
0,2,0.410083777998438
0,14,0.150992355336754
0,4,0.334488640896429
0,2,0.447187608290367
0,4,0.200602505003938
0,4,0.171143790739639
0,4,0.542182489269134
0,4,0.470213814535998
0,14,0.355668178936864
0,2,0.332210508985797
0,4,0.433515841417846
0,4,0.470213814535998
0,2,0.358292627469967
1,14,0.304624347988257
1,14,0.330395882740645
1,15,0.239517625475361
1,14,0.306153510804369
1,3,-0.333398093329974
1,14,0.360768310322982
1,14,0.353072864802554
1,15,0.106504962405445
1,14,0.263077801026353
1,0,-0.164043231727061
2,3,0.520385979192078
2,13,0.186056750215703
2,3,0.520385979192078
2,3,0.224681548874978
2,3,0.520385979192078
2,3,0.259371734971215
2,3,0.520385979192078
2,3,0.520385979192078
2,3,0.20291924942073
2,3,0.520385979192078
2,3,0.171796756122184
2,3,0.520385979192078
2,3,0.140848423134063
2,6,0.425943527993966
2,3,0.188685393177701
2,3,0.242865644653137
2,3,0.357946833876649
2,3,0.520385979192078
2,3,0.433026096861326
2,3,0.34824084401568
2,3,0.287342756121781
2,3,-0.111595255182747
2,10,0.260840408014077
2,3,0.259371734971215
2,3,0.287342756121781
2,8,-0.140234753395866
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.506259436436659
3,2,0.0740074801824308
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.0740074801824308
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.458679422571164
3,2,0.592152397246002
3,2,0.506259436436659
3,2,0.506259436436659
3,2,0.662298674746655
3,2,0.662298674746655
3,2,0.0887543147528551
3,2,0.0740074801824308
3,2,0.386903944987088
3,9,0.29754099276189
4,13,0.315400168529804
4,10,0.0447678344206603
4,13,0.315400168529804
4,10,0.224009723248131
4,13,0.253371178806248
4,0,0.209525873068282
4,0,0.105913069082618
4,13,0.0481377670780977
4,10,0.31323694253511
4,0,0.245940496625471
4,12,0.283583675019598
4,13,0.325086408465294
4,12,0.326432310855
4,15,0.2854121561956
4,12,0.21964886052799
4,15,0.2854121561956
4,15,0.0595784605961863
4,12,0.0445984773633101
4,12,0.319970872496445
4,0,0.209525873068282
4,0,0.209525873068282
4,0,0.209525873068282
4,10,0.31323694253511
4,15,0.114018569552149
4,0,0.30549802175398
4,0,0.125478231158317
4,0,0.260131305224299
4,10,0.221381495139002
4,12,0.326432310855
4,14,0.0212694815097861
4,10,-0.129170262172439
4,12,0.326432310855
5,10,-0.52868006838413
5,6,0.170370370370371
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,10,-0.52868006838413
5,6,0.170370370370371
5,10,-0.52868006838413
5,6,0.170370370370371
