"cluster","neighbor","sil_width"
0,1,0.0833333333333334
0,1,0.0833333333333334
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,1,0.179073033707865
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,1,0.0428846827900456
0,2,0.537108053237086
0,1,0.0833333333333334
0,1,0.0833333333333334
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.0755594462986268
0,2,0.537108053237086
0,1,0.0833333333333334
0,2,0.175305229209859
0,2,0.212286143538802
0,2,0.0755594462986268
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.0974353935344414
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,1,0.179073033707865
0,2,0.537108053237086
0,2,0.0435939071656354
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.0755594462986268
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,1,0.0833333333333334
0,1,0.179073033707865
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,2,0.537108053237086
0,1,0.179073033707865
0,2,0.175305229209859
0,2,0.537108053237086
0,3,-0.0442708333333334
0,2,0.537108053237086
0,2,0.537108053237086
1,2,0.170785546331398
1,2,0.170785546331398
1,2,0.170785546331398
1,2,0.24646781789639
1,2,-0.0215240457853734
1,2,0.123878927846255
1,2,0.170785546331398
1,2,0.123878927846255
1,2,0.113779894399006
1,2,0.170785546331398
1,2,0.170785546331398
1,2,0.24646781789639
1,2,0.170785546331398
1,2,0.113779894399006
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,7,0.0612827836925464
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,0,0.441012965088886
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,4,0.186525135217735
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,0,0.441012965088886
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,4,0.507647694127074
2,7,0.156367597544068
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,0,0.441012965088886
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,7,0.156367597544068
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,7,0.0929905243085873
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,7,0.156367597544068
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,1,0.913072178558904
2,4,0.163907086420907
2,1,0.913072178558904
2,1,0.913072178558904
2,4,0.507647694127074
2,1,0.913072178558904
3,10,0.579409282700423
3,10,0.579409282700423
3,11,0.067028985507246
3,10,0.579409282700423
3,10,0.438648431214803
3,11,0.233333333333333
3,11,0.233333333333333
3,10,0.579409282700423
3,10,0.579409282700423
3,10,0.579409282700423
3,10,0.579409282700423
3,10,0.248065960912051
3,10,0.438648431214803
3,10,0.579409282700423
3,10,0.438648431214803
3,10,0.579409282700423
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.260523089497342
4,6,0.542496570644719
4,6,0.313166752239146
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.31546299139176
4,6,0.0439328261486976
4,6,0.542496570644719
4,6,0.104414376777984
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.114575705333443
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.151919215278682
4,8,0.0773860845564673
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.542496570644719
4,6,0.0908479572496306
4,6,0.260523089497342
4,6,0.542496570644719
4,6,0.542496570644719
5,10,0.673562415142561
5,10,0.673562415142561
5,10,0.673562415142561
5,10,0.529396218915571
5,10,0.673562415142561
5,10,0.10807239129393
5,10,0.529396218915571
5,10,0.673562415142561
5,10,0.673562415142561
5,11,-0.208849785407726
5,10,0.673562415142561
5,10,0.673562415142561
5,10,0.673562415142561
5,10,0.673562415142561
5,10,0.529396218915571
5,10,0.673562415142561
5,10,0.492628168693873
5,11,0.0663756164605066
5,10,0.529396218915571
5,10,0.673562415142561
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,4,0.370535024596496
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,4,0.370535024596496
6,7,0.947147749510763
6,7,0.670917185022564
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.210024305555555
6,7,0.433135672096093
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.668275862068966
6,4,0.370535024596496
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
6,7,0.947147749510763
7,6,0.476164609053498
7,6,0.476164609053498
7,6,-0.144366197183098
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.223232718272931
7,6,0.476164609053498
7,6,0.192458459435712
7,6,0.192458459435712
7,6,0.192458459435712
7,6,0.476164609053498
7,6,0.252835668295208
7,6,-0.144366197183098
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,-0.0460804013741697
7,6,-0.144366197183098
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
7,6,0.476164609053498
8,11,0.895683776022972
8,9,0.546370967741936
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,9,-0.270432569974555
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.219310839913855
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,9,0.546370967741936
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,9,-0.270432569974555
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
8,11,0.895683776022972
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.720185340837757
9,10,0.720185340837757
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.528403894776481
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
9,10,0.951101459892209
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,11,0.171238544763541
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,11,0.171238544763541
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
10,9,0.915644770756854
11,10,0.138985845815583
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,10,0.295533873849113
11,10,0.295533873849113
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,8,0.867669172932331
11,10,0.295533873849113
