"cluster","value"
"0",0.395418209001857
"1",0.283851074507305
"2",0.287342756121781
"3",0.592152397246002
"4",0.234975109936801
"5",-0.52868006838413
"6",-0.465536958557047
"7",-0.233070883854892
"8",0.881563968091451
"9",0.350849825964036
"10",0.964635999447438
"11",-0.335565476190478
"12",1
"13",0.344621835187872
"14",0.243539352789335
"15",-0.0516991613879656
