"","WAIC","SE","dWAIC","dSE","pWAIC","weight"
"diversity_strength_randslopes",-4.96706023878032,10.0875329484171,0,NA,5.45531187263843,0.475286073598024
"diversity_strength",-4.36819261330635,9.32214059051877,0.598867625473965,4.84865059072429,2.5349466019799,0.352299994670032
"diversity_null",-2.58748243250465,9.19992830091897,2.37957780627567,5.01664388884261,1.6730212479046,0.144622656270126
"diversity_strength_randintslopes",1.7984822644969,12.9144895546974,6.76554250327722,5.66777537372456,10.7529013467145,0.0161374979851323
"diversity_strength_randint",2.44951277836803,11.2325914696933,7.41657301714834,6.78446178427595,7.38279760884739,0.0116537774766868
