"mFMmFF","mMFmFF","mMMmFF","mMFmFM","mMMmFM","mMMmMF","Glottocode"
0,1,0,0,1,0,"bign1238"
0,1,0,0,1,0,"bign1238a"
0,0,0,0,0,0,"biha1245"
0,1,0,0,1,0,"bila1255"
1,1,1,1,1,1,"bilb1241"
1,1,1,1,1,1,"bino1237"
1,1,1,1,1,1,"binu1244"
0,0,0,0,0,0,"birh1242"
0,1,0,0,0,0,"biri1256"
0,1,0,0,1,0,"bitt1240"
0,1,0,0,1,0,"bloo1239"
0,1,0,0,1,0,"boan1243"
1,1,1,1,1,1,"bont1247"
0,1,0,0,1,0,"bret1244"
1,1,1,1,1,1,"broo1239"
0,1,0,0,1,0,"brul1239"
0,1,0,0,1,0,"buhi1245"
0,0,0,0,0,0,"buin1247"
1,1,1,1,1,1,"buka1261"
0,1,0,0,1,0,"buku1249"
0,1,0,0,1,0,"bulg1262"
0,1,0,0,1,0,"buli1256"
0,0,0,0,1,0,"bung1264"
1,1,1,1,1,1,"bung1269"
0,1,0,0,1,0,"bunu1267"
0,1,0,0,1,0,"burm1266"
1,1,1,1,1,1,"buru1303"
1,1,1,1,1,1,"bush1247"
1,1,1,1,1,1,"butm1237"
1,0,0,0,0,0,"cahu1264"
1,1,1,1,1,1,"casi1235"
0,1,0,0,1,0,"cayu1261"
0,1,0,0,1,0,"cebu1242"
0,1,0,0,1,0,"cent1972"
1,1,1,1,1,1,"cent2084"
1,1,1,1,1,1,"cent2089"
0,1,0,0,1,0,"cent2090"
1,1,1,1,1,1,"cent2092"
0,1,0,0,1,0,"cent2101"
0,1,0,0,1,0,"cent2142"
0,1,0,0,1,0,"chac1249"
0,1,0,0,1,0,"cham1312"
0,1,0,0,1,0,"chav1241"
0,1,0,0,0,0,"chen1255"
0,1,0,0,1,0,"chep1245"
1,1,1,1,1,1,"cher1273"
0,1,0,0,1,0,"chey1247"
0,1,0,0,1,0,"chic1270"
0,1,0,0,1,0,"chip1261"
0,1,0,0,1,0,"chip1262"
0,1,0,0,1,0,"choc1276"
0,1,0,0,1,0,"chuu1238"
0,1,0,0,1,0,"cint1239"
0,1,0,0,1,0,"clas1250"
0,1,0,0,1,0,"coca1259"
0,0,0,0,0,0,"coco1261"
0,0,0,0,0,0,"cogu1240"
0,1,0,0,1,0,"colo1249"
0,0,0,0,0,0,"coma1245"
0,1,0,0,1,0,"comm1246"
0,1,0,0,1,0,"copp1244"
0,1,0,0,1,0,"corn1251"
1,1,1,1,1,1,"cota1241"
0,1,0,0,1,0,"cree1270"
0,1,0,0,1,0,"cree1272"
0,1,0,0,1,0,"crow1244"
0,1,0,0,1,0,"cube1242"
1,0,0,0,0,0,"cupe1243"
0,1,0,0,1,0,"czec1258"
1,1,1,1,1,1,"daka1243"
0,1,0,0,1,0,"dako1258"
0,1,0,0,1,0,"damp1237"
0,0,0,0,0,0,"dand1238"
0,1,0,0,1,0,"dani1285"
0,1,0,0,1,0,"dari1249"
0,1,0,0,0,0,"darl1243"
0,1,0,0,0,0,"deho1238"
0,1,0,0,1,0,"dehu1237"
0,0,0,0,0,0,"dhar1248"
0,0,0,0,0,0,"dhar1248a"
0,0,0,0,0,0,"dhuw1248"
0,0,0,0,0,0,"dhuw1249"
0,1,0,0,0,0,"dier1241"
0,0,0,0,0,0,"dier1241a"
0,1,0,0,1,0,"digo1243"
0,0,0,0,1,0,"ding1239"
0,0,1,0,0,0,"djam1256"
0,0,0,1,0,0,"djin1253"
0,0,0,1,0,0,"djin1253a"
1,1,1,1,1,1,"dobu1241"
0,1,0,0,1,0,"dogr1252"
0,1,0,0,1,0,"dond1249"
0,0,0,0,1,0,"dual1243"
0,1,0,0,1,0,"dupa1235"
0,1,0,0,1,0,"dutc1256"
0,0,0,0,0,0,"duun1241"
0,0,0,0,0,0,"dyir1250"
0,1,0,0,1,0,"dzon1239"
0,1,0,0,1,0,"east1436"
0,1,0,0,1,0,"east2283"
0,1,0,0,1,0,"east2295"
1,1,1,1,1,1,"east2443"
1,1,1,1,1,1,"east2447"
0,1,0,0,1,0,"east2516"
0,1,0,0,1,0,"east2555"
0,1,0,0,1,0,"ekon1238"
1,1,1,1,1,1,"emae1237"
0,0,0,0,1,0,"emau1237"
0,1,0,0,1,0,"emer1243"
0,1,0,0,1,0,"ende1235"
0,1,0,0,1,0,"erav1244"
0,1,0,0,1,0,"erzy1239"
0,1,0,0,1,0,"esto1258"
0,0,0,0,0,0,"eyak1241"
1,1,1,1,1,1,"fang1246"
0,0,0,0,1,0,"fefe1239"
0,0,0,0,1,0,"fiji1243"
0,0,0,0,0,0,"finn1318"
0,1,0,0,1,0,"fipa1238"
0,0,0,0,0,0,"flin1247"
0,0,0,0,1,0,"fort1240"
0,1,0,0,1,0,"fris1239"
1,1,1,1,1,1,"futu1245"
1,1,1,1,1,1,"gada1258"
0,1,0,0,1,0,"gale1259"
0,1,0,0,1,0,"gali1262"
0,0,0,0,0,0,"gami1243"
1,1,1,1,1,1,"gand1255"
0,1,0,0,1,0,"gane1237"
0,0,0,0,0,0,"gang1267"
0,0,0,0,0,0,"gang1267a"
0,0,0,0,0,0,"gayo1244"
1,1,1,1,1,1,"gela1263"
0,1,0,0,1,0,"giry1241"
0,1,0,0,1,0,"gogo1263"
1,1,1,1,1,1,"gras1249"
0,1,0,0,1,0,"gros1243"
0,1,0,0,1,0,"guaj1256"
0,1,0,0,1,0,"guar1292"
0,0,1,0,0,0,"gugu1255"
0,0,1,0,0,0,"gugu1255a"
0,1,0,0,1,0,"guja1252"
0,0,0,0,0,0,"gunw1252"
0,1,0,0,0,0,"guny1241"
0,0,0,0,0,0,"gupa1247"
0,0,0,0,0,0,"guri1247"
0,1,0,0,1,0,"gusi1247"
0,1,0,0,1,0,"gwic1235"
1,1,1,1,1,1,"gwii1239"
0,1,0,0,1,0,"haaa1252"
1,1,1,1,1,1,"hano1246a"
1,1,0,1,0,0,"hano1246b"
0,1,0,0,1,0,"hanu1241"
0,1,0,0,1,0,"hare1243"
0,1,0,0,1,0,"hawa1245"
0,1,0,0,1,0,"haya1250"
0,1,0,0,1,0,"hehe1240"
0,1,0,0,1,0,"here1253"
0,1,0,0,1,0,"hida1246"
0,1,0,0,1,0,"high1278"
0,1,0,0,1,0,"hili1240"
0,1,0,0,1,0,"hind1269"
0,1,0,0,1,0,"hitt1242"
0,1,0,0,1,0,"homs1234"
0,1,0,0,1,0,"hopi1249"
0,0,0,0,0,0,"huar1255"
0,1,0,0,1,0,"hung1274"
1,1,1,1,1,1,"hunz1248"
0,0,0,0,0,0,"hupa1239"
1,1,1,1,1,1,"ibal1244"
0,1,0,0,1,0,"iban1264"
0,1,0,0,1,0,"iban1267"
0,1,0,0,1,0,"icel1247"
1,1,1,1,1,1,"idaa1241"
1,1,1,1,1,1,"idii1243"
1,1,1,1,1,1,"ifug1247"
0,1,0,0,1,0,"igna1246"
1,1,1,1,1,1,"ilok1237"
0,1,0,0,1,0,"inan1242"
1,1,1,1,1,1,"indo1316"
0,1,0,0,1,0,"indo1317"
0,1,0,0,0,0,"ingr1248"
0,1,0,0,1,0,"iowa1245"
0,1,0,0,1,0,"iray1237"
0,1,0,0,1,0,"iris1253"
0,1,0,0,1,0,"isna1241"
0,1,0,0,1,0,"ital1282"
0,1,0,0,1,0,"iton1250"
0,1,0,0,1,0,"itsa1239"
1,1,1,1,1,1,"ivat1242"
0,1,0,0,1,0,"iyoj1235"
0,1,0,0,1,0,"jama1262"
0,1,0,0,1,0,"japa1256"
0,1,0,0,1,0,"java1254"
0,1,0,0,1,0,"jica1244"
0,1,0,0,1,0,"juho1239"
0,1,0,0,1,0,"juru1256"
1,1,1,1,1,1,"kaba1285"
0,1,0,0,1,0,"kada1242"
0,1,0,0,1,0,"kada1286"
0,1,0,0,1,0,"kagu1239"
0,1,0,0,1,0,"kaiw1246"
0,1,0,0,1,0,"kala1377"
0,1,0,0,1,0,"kala1397"
0,1,0,0,1,0,"kala1399"
0,0,1,0,0,0,"kalk1246"
0,1,0,0,1,0,"kama1373"
0,1,0,0,1,0,"kamb1297"
0,1,0,0,1,0,"kamb1299"
1,1,1,1,1,1,"kank1243"
0,1,0,0,1,0,"kans1243"
1,1,1,1,1,1,"kaon1241"
0,1,0,0,1,0,"kapi1249"
1,1,1,1,1,1,"kapi1249a"
0,0,0,0,0,0,"kara1476"
0,1,0,0,1,0,"kara1499"
0,1,0,0,1,0,"kare1337"
0,0,0,0,0,0,"kari1304"
0,1,0,0,1,0,"karo1304"
0,1,0,0,1,0,"kart1247"
0,1,0,0,1,0,"kash1277"
0,0,0,0,0,0,"kash1280"
0,1,0,0,1,0,"katb1237"
0,1,0,0,1,0,"katb1237a"
0,1,0,0,1,0,"katb1237b"
0,0,0,0,0,0,"kaur1267"
0,0,0,0,0,0,"kawa1283"
0,0,0,0,0,0,"kaya1318"
0,1,0,0,1,0,"kaya1329"
0,1,0,0,1,0,"kere1283"
0,0,0,0,1,0,"kett1243"
0,1,0,0,1,0,"kick1244"
0,1,0,0,1,0,"kiku1240"
1,1,1,1,1,1,"kili1267"
0,1,0,0,1,0,"kipu1237"
0,1,0,0,1,0,"kiwa1251"
0,1,0,0,1,0,"klon1234"
0,1,0,0,1,0,"koda1255"
1,1,1,1,1,1,"kode1237"
0,1,0,0,1,0,"kodi1247"
0,1,0,0,1,0,"komb1273"
0,0,0,0,0,0,"komc1235"
1,1,1,1,1,1,"komn1238"
1,1,1,1,1,1,"komo1260"
1,1,1,1,1,1,"kona1243"
1,1,1,1,1,1,"koro1311"
0,1,0,0,1,0,"kosr1238"
0,0,0,0,0,0,"koya1251"
1,1,1,1,1,1,"kris1246"
1,1,1,1,1,1,"kuan1248"
0,1,0,0,1,0,"kuii1252"
0,0,0,0,1,0,"kuka1246"
0,0,1,0,0,0,"kuku1273"
1,1,1,1,1,1,"kuli1254"
0,1,0,0,1,0,"kuma1273"
0,0,0,0,0,0,"kumb1268"
0,1,0,0,1,0,"kumy1244"
0,0,1,1,0,0,"kunj1248"
1,1,1,1,1,1,"kuot1243"
0,1,0,0,1,0,"kuru1302"
1,1,1,1,1,1,"kute1249"
0,0,0,0,0,0,"kuuk1238"
0,1,0,0,1,0,"kuvi1243"
1,1,1,1,1,1,"kwai1243"
1,1,1,1,1,1,"kwam1252"
1,1,1,1,1,1,"kwas1243"
0,1,0,0,1,0,"kwer1261"
1,0,0,0,0,1,"kwom1262"
0,1,0,0,1,0,"kyak1244"
0,1,0,0,1,0,"lahn1241"
1,1,1,1,1,1,"laiw1239"
0,1,0,0,1,0,"lako1247"
1,1,1,1,1,1,"lalo1239"
1,1,1,1,1,1,"lamb1271"
0,1,0,0,1,0,"lamm1241"
1,1,1,1,1,1,"land1259"
0,1,0,0,1,0,"lang1320"
0,0,0,0,0,0,"lard1243"
0,1,0,0,1,0,"lare1249"
0,1,0,0,1,0,"lati1261"
0,1,0,0,1,0,"lati1261a"
0,0,0,0,1,0,"latv1249"
0,1,0,0,1,0,"laua1243"
0,1,0,0,1,0,"lauj1238"
0,1,0,0,1,0,"laur1250"
1,1,1,1,1,1,"lauu1247"
0,1,0,0,0,0,"lele1267"
1,1,1,1,1,1,"lena1238"
0,1,0,0,1,0,"leng1262"
0,1,0,0,1,0,"lete1241"
0,0,0,0,0,0,"limi1242"
0,1,0,0,1,0,"ling1263"
0,1,0,0,1,0,"ling1265"
0,1,0,0,1,0,"lipa1241"
0,1,0,0,1,0,"lisu1250a"
0,1,0,0,1,0,"lisu1250b"
0,1,0,0,1,0,"lisu1250c"
0,1,0,0,1,0,"lisu1250d"
0,0,0,0,1,0,"lith1251"
0,1,0,0,1,0,"litz1237"
0,1,0,0,1,0,"lolo1264"
0,1,0,0,1,0,"loni1238"
1,1,1,1,1,1,"lonw1238"
1,1,1,1,1,1,"loto1240"
1,1,1,1,1,1,"lozi1239"
1,1,1,1,1,1,"luba1249"
1,1,1,1,1,1,"luba1250"
0,1,0,0,1,0,"lubu1243"
0,1,0,0,1,0,"lugu1238"
0,0,0,0,0,0,"luis1253"
1,1,1,1,1,1,"lund1266"
1,1,1,1,1,1,"luva1239"
0,1,0,0,1,0,"luxe1241"
1,1,1,1,1,1,"maan1238"
0,1,0,0,1,0,"maba1278"
0,1,0,0,1,0,"mace1250"
1,1,1,1,1,1,"mada1284"
1,1,1,1,1,1,"mafe1237"
1,1,1,1,1,1,"maga1262"
1,1,1,1,1,1,"magu1243"
0,1,0,0,1,0,"maha1287"
1,1,1,1,1,1,"maib1239"
0,0,0,0,0,0,"mait1250"
1,1,1,1,1,1,"makl1246"
0,1,0,0,1,0,"mako1251"
0,0,0,0,0,1,"mala1464"
0,1,0,0,1,0,"mala1468"
0,1,0,0,1,0,"mala1479"
1,0,0,0,0,1,"mala1533"
0,1,0,0,1,0,"male1293"
1,1,1,1,1,1,"malg1242a"
0,1,0,0,1,0,"mali1284"
0,0,0,0,0,1,"malo1243"
0,1,0,0,1,0,"malu1245"
1,1,1,1,1,1,"mana1295"
0,1,0,0,1,0,"mand1446"
1,1,1,1,1,1,"mang1401"
0,1,0,0,1,0,"mang1402"
1,1,1,1,1,1,"mang1405"
0,1,0,0,1,0,"mang1407"
0,1,0,0,1,0,"mang1408"
0,1,0,0,1,0,"mani1235"
0,1,0,0,1,0,"mans1258"
1,1,1,1,1,1,"maor1246"
0,1,0,0,1,0,"mara1378"
1,1,1,1,1,1,"mara1399"
1,1,1,1,1,1,"mara1404"
0,0,0,0,0,0,"marg1253"
1,1,1,1,1,1,"mari1426"
1,1,1,1,1,1,"mari1426a"
0,1,0,0,1,0,"mari1426b"
1,1,1,1,1,1,"mari1426c"
1,1,1,1,1,1,"mari1426d"
1,1,1,1,1,1,"mari1426e"
1,1,1,1,1,1,"mari1426f"
1,1,1,1,1,1,"mari1426g"
1,1,1,1,1,1,"mari1426h"
1,1,1,1,1,1,"mari1426i"
0,1,0,0,1,0,"marq1246"
1,1,1,1,1,1,"mars1254"
0,1,0,0,1,0,"mart1256"
0,0,0,0,0,0,"marw1260"
0,0,0,1,1,1,"masa1299"
0,1,0,0,1,0,"mash1270"
1,1,1,1,1,1,"mask1242"
1,1,1,1,1,1,"matu1261"
1,1,1,1,1,1,"mbal1257"
1,1,1,1,1,1,"meko1237"
1,1,1,1,1,1,"mele1250"
0,1,0,0,1,0,"meno1252"
1,1,1,1,1,1,"menu1237"
1,1,1,1,1,1,"meri1244"
1,1,1,1,1,1,"merl1237"
1,1,1,1,1,1,"meru1245"
0,0,0,0,0,0,"mesc1238"
0,1,0,0,1,0,"mesk1242"
0,1,0,0,1,0,"meya1236"
0,1,0,0,1,0,"miam1252"
0,1,0,0,1,0,"midd1317"
0,1,0,0,1,0,"midd1343"
0,1,0,0,1,0,"mido1240"
0,1,0,0,1,0,"mikm1235"
0,1,0,0,1,0,"mina1268"
1,1,1,1,1,1,"mini1251"
0,1,0,0,1,0,"moco1246"
0,1,0,0,1,0,"mode1248"
0,1,0,0,1,0,"modo1249"
0,1,0,0,1,0,"moha1258"
0,1,0,0,1,0,"mohe1244"
1,1,1,1,1,1,"mokp1239"
0,1,0,0,1,0,"mong1331"
1,1,1,1,1,1,"mong1338"
0,1,0,0,1,0,"mono1273"
0,0,0,0,0,0,"mono1275"
1,1,1,1,1,1,"mori1268"
1,1,1,1,1,1,"mori1269"
1,1,1,1,1,1,"moro1287"
0,1,0,0,1,0,"mort1237"
0,1,0,0,1,0,"mose1249"
1,1,1,1,1,1,"mota1237"
1,1,1,1,1,1,"motl1237"
1,1,1,1,1,1,"motu1246"
1,1,1,1,1,1,"mouk1240a"
1,1,1,1,1,1,"movi1243"
0,0,0,0,0,0,"mudb1240"
1,1,1,1,1,1,"mudu1242"
1,1,1,1,1,1,"muna1247"
0,1,0,0,1,0,"mund1330"
0,1,0,0,1,0,"mung1266"
1,1,1,1,1,1,"mung1270"
1,1,1,1,1,1,"mung1271"
0,1,0,0,1,0,"muns1251"
0,0,0,0,0,0,"murr1258"
0,0,1,0,0,0,"muru1266"
1,1,1,1,1,1,"muss1246"
0,1,0,0,0,0,"myen1241"
1,1,1,1,1,1,"nage1237"
1,1,1,1,1,1,"naka1262"
1,1,1,1,1,1,"nali1244b"
0,1,0,0,1,0,"nama1266"
0,1,0,0,1,0,"nama1268"
1,1,1,1,1,1,"namb1293"
0,1,0,0,1,0,"nang1262"
1,0,0,0,0,0,"nava1243"
0,1,0,0,1,0,"nege1244"
1,1,1,1,1,1,"neha1247"
1,1,1,1,1,1,"neme1244"
0,1,0,0,1,0,"nene1249"
1,1,1,1,1,1,"neng1238"
1,1,1,1,1,1,"nenn1238"
1,1,1,1,1,1,"nenn1238a"
0,0,0,0,1,0,"nepa1254"
0,1,0,0,1,0,"nese1235"
0,1,0,0,1,0,"nets1241"
0,1,0,0,1,0,"ngaa1240"
0,0,1,0,0,0,"ngal1292"
0,0,0,0,0,0,"ngar1235"
0,0,0,0,0,0,"ngar1287"
1,1,1,1,1,1,"ngon1269"
0,1,0,0,1,0,"ngul1246"
0,0,0,0,0,0,"ngun1274"
0,1,0,0,1,0,"nina1238"
1,1,1,1,1,1,"niua1240"
1,1,1,1,1,1,"niue1239"
1,1,1,1,1,1,"noga1249"
0,1,0,0,1,0,"nort2641"
0,1,0,0,1,0,"nort2702"
0,0,0,0,0,0,"nort2836"
0,1,0,0,1,0,"nort2845"
1,1,1,1,1,1,"nort2847"
0,1,0,0,1,0,"nort2877"
0,1,0,0,1,0,"nort2938"
0,1,0,0,1,0,"nort2942"
0,1,0,0,1,0,"nort2944"
0,0,0,0,0,0,"nort2951"
0,0,0,0,0,0,"nort2952"
0,1,0,0,1,0,"nort2961"
0,0,0,0,0,0,"nort2966"
0,1,0,0,1,0,"nort2972"
0,1,0,0,1,0,"norw1259"
0,1,0,0,1,0,"nucl1235"
0,1,0,0,1,0,"nucl1301"
0,1,0,0,1,0,"nucl1305"
0,1,0,0,1,0,"nucl1310"
0,1,0,0,1,0,"nucl1460"
0,0,0,0,0,0,"nucl1479"
1,1,1,1,1,1,"nucl1622"
0,1,0,0,1,0,"nucl1643"
0,1,0,0,1,0,"nucl1649"
0,1,0,0,1,0,"nucl1653"
0,1,0,0,1,0,"numb1247"
0,1,0,0,1,0,"nyak1260"
0,0,0,0,0,0,"nyam1271"
0,0,0,0,0,0,"nyan1301"
1,1,1,1,1,1,"nyaw1247"
0,1,0,0,1,0,"nyor1246"
0,0,0,0,0,0,"nyul1247"
1,1,1,1,1,1,"ocea1241"
0,1,0,0,1,0,"oduu1239"
0,1,0,0,1,0,"ojib1241"
1,1,1,1,1,1,"olal1237"
0,1,0,0,1,0,"olda1245"
0,1,0,0,1,0,"olde1238"
0,1,0,0,1,0,"oldh1241"
0,1,0,0,1,0,"oldi1245"
0,0,0,0,0,0,"oldn1244"
0,1,0,0,1,0,"oldw1239"
0,1,0,0,1,0,"omah1247"
0,1,0,0,1,0,"onaa1245"
0,1,0,0,1,0,"onei1249"
0,1,0,0,1,0,"onon1246"
1,1,1,1,1,1,"onto1237"
0,0,0,0,0,0,"opat1246"
0,0,0,0,0,0,"oriy1255"
0,1,0,0,1,0,"osag1243"
0,0,0,0,1,0,"osse1243"
0,1,0,0,1,0,"otoo1241"
0,1,0,0,1,0,"otta1242"
0,1,0,0,1,0,"owaa1237"
1,1,1,1,1,1,"paam1238"
1,1,1,1,1,1,"pado1242"
0,1,0,0,1,0,"paez1247"
0,1,0,0,1,0,"paic1239"
1,1,1,1,1,1,"paiw1248"
0,1,0,0,1,0,"pali1274"
0,1,0,0,1,0,"pamp1243"
0,0,0,0,0,0,"panj1256"
0,1,0,0,1,0,"para1311"
0,1,0,0,1,0,"pash1269"
0,1,0,0,1,0,"pata1260"
0,1,0,0,1,0,"paus1244"
0,1,0,0,1,0,"pawn1254"
0,1,0,0,1,0,"pend1242"
1,1,1,1,1,1,"penr1237"
0,1,0,0,1,0,"peor1238"
1,1,1,1,1,1,"phen1239"
0,1,0,0,1,0,"pieg1239"
0,1,0,0,1,0,"pila1245"
1,1,1,1,1,1,"pile1238"
0,1,0,0,1,0,"pint1250"
0,1,0,0,1,0,"pitj1243"
0,0,0,1,0,0,"pitt1247"
0,1,0,0,1,0,"plai1258"
0,1,0,0,1,0,"pohn1238"
0,1,0,0,1,0,"pohn1238a"
0,1,0,0,1,0,"poli1260"
0,1,0,0,1,0,"ponc1241"
0,1,0,0,1,0,"port1283"
0,0,0,0,1,0,"port1285"
0,1,0,0,1,0,"port1286"
0,1,0,0,1,0,"pota1247"
0,1,0,0,1,0,"prus1238"
0,1,0,0,1,0,"puin1248"
1,1,1,1,1,1,"puka1242"
0,1,0,0,1,0,"pume1238"
1,1,1,1,1,1,"puyu1239"
0,1,0,0,1,0,"pwoo1239"
0,1,0,0,1,0,"qawa1238"
0,0,0,0,0,0,"quec1382"
0,1,0,0,1,0,"rade1240"
1,1,1,1,1,1,"raha1237"
0,1,0,0,1,0,"raka1237"
1,1,1,1,1,1,"rapa1244"
0,1,0,0,1,0,"rapa1245"
1,1,1,1,1,1,"raro1241"
0,1,0,0,1,0,"rata1245"
0,1,0,0,1,0,"reja1240"
1,1,1,1,1,1,"renn1242"
0,0,1,0,0,0,"rita1239"
0,1,0,0,1,0,"roma1327"
0,0,0,0,0,0,"roto1249"
1,1,1,1,1,1,"rotu1241"
1,1,1,1,1,1,"rout1237"
0,1,0,0,1,0,"rovi1238"
1,0,0,0,0,1,"rund1242"
0,1,0,0,1,0,"russ1263"
0,1,0,0,1,0,"russ1263a"
0,1,0,0,1,0,"saaa1240"
0,0,0,1,1,1,"saaa1241"
0,1,0,0,1,0,"saar1237"
1,1,1,1,1,1,"saba1263"
0,1,0,0,1,0,"samo1305"
0,1,0,0,1,0,"samo1305a"
0,1,0,0,1,0,"sang1321"
0,1,0,0,1,0,"sang1330"
0,0,0,0,0,0,"sans1269"
1,1,0,1,0,0,"sans1272"
1,1,1,1,1,1,"sara1326"
0,1,0,0,1,0,"sata1237"
0,1,0,0,1,0,"sate1242"
0,1,0,0,1,0,"sawa1247"
1,1,1,1,1,1,"seke1241"
0,1,0,0,1,0,"selk1253"
0,1,0,0,1,0,"sene1264"
0,1,0,0,1,0,"serb1264"
0,1,0,0,1,0,"seri1257"
0,0,0,0,0,0,"serr1255"
0,1,0,0,1,0,"sgaw1245"
0,0,0,0,0,0,"shan1293"
1,0,0,0,0,0,"shas1239"
0,1,0,0,1,0,"shaw1249"
0,1,0,0,1,0,"sher1255"
0,1,0,0,1,0,"shii1238"
0,1,0,0,1,0,"shin1265"
0,0,0,0,1,0,"ship1254"
0,0,0,0,0,0,"shos1248"
0,1,0,0,1,0,"siee1239"
1,1,1,1,1,1,"sika1261"
0,0,0,0,0,0,"sind1272"
0,1,0,0,1,0,"sinh1246"
0,1,0,0,1,0,"sini1245"
0,1,0,0,1,0,"siri1273"
0,1,0,0,1,0,"slav1253"
0,1,0,0,1,0,"slov1268"
0,1,0,0,1,0,"slov1269"
0,1,0,0,1,0,"soga1242"
0,0,0,0,0,0,"soge1235"
1,1,1,1,1,1,"song1300"
0,0,0,0,0,0,"sons1242"
0,1,0,0,1,0,"sout1528"
0,1,0,0,1,0,"sout2856"
0,1,0,0,1,0,"sout2856a"
0,1,0,0,1,0,"sout2857"
1,1,1,1,1,1,"sout2859"
1,1,1,1,1,1,"sout2865"
1,1,1,1,1,1,"sout2866"
1,1,1,1,1,1,"sout2869"
0,1,0,0,1,0,"sout2883"
0,1,0,0,1,0,"sout2959"
0,1,0,0,1,0,"sout2976"
0,1,0,0,1,0,"spok1245"
0,1,0,0,1,0,"stan1288"
0,1,0,0,1,0,"stan1289"
0,1,0,0,1,0,"stan1290"
0,1,0,0,1,0,"stan1293"
0,1,0,0,1,0,"stan1295"
0,1,0,0,1,0,"stan1323"
1,1,1,1,1,1,"suki1245"
1,1,1,1,1,1,"suku1259"
0,1,0,0,1,0,"suku1261"
0,1,0,0,1,0,"sula1245"
0,1,0,0,1,0,"sumb1240"
0,1,0,0,1,0,"sund1252"
0,1,0,0,1,0,"suru1262"
1,1,1,1,1,1,"suun1239"
0,0,0,0,0,0,"suzh1234"
0,1,0,0,1,0,"swed1254"
0,1,0,0,1,0,"tady1237"
1,1,1,1,1,1,"taga1270"
0,1,0,0,1,0,"tahi1242"
0,1,0,0,1,0,"taje1237a"
0,1,0,0,1,0,"taje1237b"
0,1,0,0,1,0,"taji1245"
0,1,0,0,1,0,"taji1246"
1,1,1,1,1,1,"taki1248"
1,1,1,1,1,1,"taku1257"
0,1,0,0,1,0,"tali1259"
0,1,0,0,1,0,"tali1262"
0,1,0,0,1,0,"tami1289"
0,1,0,0,1,0,"tana1285"
0,1,0,0,1,0,"tapi1254"
1,1,1,1,1,1,"tasi1237"
1,1,1,1,1,1,"taum1237"
1,1,1,1,1,1,"taus1251"
1,1,1,1,1,1,"taus1251a"
0,1,0,0,1,0,"tehu1242"
1,1,1,1,1,1,"teiw1235"
0,1,0,0,1,0,"telu1262"
0,1,0,0,1,0,"temb1276"
