"mFMmFF","mMFmFF","mMMmFF","mMFmFM","mMMmFM","mMMmMF","Glottocode"
0.666666666666667,0.777777777777778,1,0.888888888888889,1,0.888888888888889,"warl1255"
0.125,0,0.125,0.125,0,0.125,"waro1242"
0.666666666666667,0.666666666666667,0.888888888888889,0,1,1,"waru1265"
0.6,0,0.6,0.6,0,0.6,"waur1244"
0.777777777777778,0,0.777777777777778,0.777777777777778,0,0.777777777777778,"waya1270"
0.555555555555556,0,0.555555555555556,0.555555555555556,0,0.555555555555556,"wayu1243"
0.5,0,0.5,0.5,0,0.5,"wels1247"
0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.833333333333333,"west1508"
0.214285714285714,0,0.214285714285714,0.214285714285714,0,0.214285714285714,"west2369"
0.75,0,0.75,0.75,0,0.75,"west2386"
0.666666666666667,0.555555555555556,0.555555555555556,0.444444444444444,0.444444444444444,0,"west2615"
0.75,0,0.75,0.75,0,0.75,"wich1264"
0.888888888888889,0.888888888888889,1,0,0.777777777777778,0.777777777777778,"wikm1247"
0.545454545454545,0.636363636363636,0.909090909090909,0.454545454545455,0.818181818181818,0.636363636363636,"wira1262"
0.857142857142857,0.857142857142857,0.857142857142857,0.285714285714286,0,0.285714285714286,"wira1265"
0.555555555555556,0,0.555555555555556,0.555555555555556,0,0.555555555555556,"wiyo1248"
0.333333333333333,1,0.5,1,0.666666666666667,0.666666666666667,"wulg1239"
0,0,0,0,0,0,"yaka1272"
0.666666666666667,0.777777777777778,0,0.666666666666667,0.666666666666667,0.777777777777778,"yala1262"
0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.833333333333333,"yama1264"
0.5,0,0.5,0.5,0,0.5,"yami1254"
1,0.5,0.875,0.75,0.5,0.875,"yand1253"
0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,"yano1262"
0.75,0.5,0.75,0.875,0.875,0.5,"yany1243"
0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,"yavi1244"
0.428571428571429,0.714285714285714,0.571428571428571,0.714285714285714,0.428571428571429,0.714285714285714,"yeru1240"
0.428571428571429,0.714285714285714,0.428571428571429,0.571428571428571,0.714285714285714,1,"yidi1250"
0.461538461538462,0.615384615384615,0.461538461538462,0.384615384615385,0.692307692307692,0.769230769230769,"yind1247"
0,0,0,0,0,0,"yomb1244"
0.5,0,0.5,0.5,0,0.5,"yort1237"
0.875,0,0.875,0.875,0,0.875,"yugu1249"
0.5,0.75,0.5,0.75,0.75,0.75,"yuki1243b"
0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,"yulp1239"
0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,"yuro1248"
0.75,0,0.75,0.75,0,0.75,"yuwa1244"
0.75,0,0.75,0.75,0,0.75,"zigu1242"
0.8,0,0.8,0.8,0,0.8,"zinz1238"
0.444444444444444,0,0.555555555555556,0.444444444444444,0.333333333333333,0.555555555555556,"zulu1248"
0.8,0,0.8,0.8,0,0.8,"zuni1245"
