"meZmeB","myBmeB","myZmeB","weBmeB","weZmeB","wyBmeB","wyZmeB","myBmeZ","myZmeZ","weBmeZ","weZmeZ","wyBmeZ","wyZmeZ","myZmyB","weBmyB","weZmyB","wyBmyB","wyZmyB","weBmyZ","weZmyZ","wyBmyZ","wyZmyZ","weZweB","wyBweB","wyZweB","wyBweZ","wyZweZ","wyZwyB","Glottocode"
0.833333333333333,0.666666666666667,0.75,0,0.833333333333333,0.666666666666667,0.75,0.583333333333333,0.25,0.833333333333333,0,0.583333333333333,0.25,0.666666666666667,0.666666666666667,0.583333333333333,0,0.666666666666667,0.75,0.25,0.666666666666667,0,0.833333333333333,0.666666666666667,0.75,0.583333333333333,0.25,0.666666666666667,"dyir1250"
1,0.833333333333333,1,0,1,0.833333333333333,1,0.5,0.166666666666667,1,0,0.5,0.166666666666667,0.666666666666667,0.833333333333333,0.5,0,0.666666666666667,1,0.166666666666667,0.666666666666667,0,1,0.833333333333333,1,0.5,0.166666666666667,0.666666666666667,"east1436"
0.277777777777778,0.611111111111111,0.722222222222222,0,0.277777777777778,0.611111111111111,0.722222222222222,0.833333333333333,0.611111111111111,0.277777777777778,0,0.833333333333333,0.611111111111111,0.277777777777778,0.611111111111111,0.833333333333333,0,0.277777777777778,0.722222222222222,0.611111111111111,0.277777777777778,0,0.277777777777778,0.611111111111111,0.722222222222222,0.833333333333333,0.611111111111111,0.277777777777778,"east2283"
0.4,0.533333333333333,0.8,0,0.4,0.533333333333333,0.8,0.733333333333333,0.466666666666667,0.4,0,0.733333333333333,0.466666666666667,0.4,0.533333333333333,0.733333333333333,0,0.4,0.8,0.466666666666667,0.4,0,0.4,0.533333333333333,0.8,0.733333333333333,0.466666666666667,0.4,"east2295"
0.714285714285714,0.857142857142857,0.285714285714286,0,0.714285714285714,0.857142857142857,0.285714285714286,0.714285714285714,0.857142857142857,0.714285714285714,0,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.714285714285714,0,0.857142857142857,0.285714285714286,0.857142857142857,0.857142857142857,0,0.714285714285714,0.857142857142857,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,"east2328"
0.7,0,0.7,0.7,0,0.7,0,0.7,0,0,0.7,0,0.7,0.7,0.7,0,0.7,0,0,0.7,0,0.7,0.7,0,0.7,0.7,0,0.7,"east2447"
0.333333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,0.666666666666667,0.666666666666667,0.777777777777778,0.777777777777778,0.333333333333333,0,0.777777777777778,0.777777777777778,0.333333333333333,0.666666666666667,0.777777777777778,0,0.333333333333333,0.666666666666667,0.777777777777778,0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0.777777777777778,0.777777777777778,0.333333333333333,"east2555"
1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,"elam1244"
0.571428571428571,0.571428571428571,1,0,0.571428571428571,0.571428571428571,1,0.714285714285714,1,0.571428571428571,0,0.714285714285714,1,0.857142857142857,0.571428571428571,0.714285714285714,0,0.857142857142857,1,1,0.857142857142857,0,0.571428571428571,0.571428571428571,1,0.714285714285714,1,0.857142857142857,"emer1243"
0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.833333333333333,"enap1235"
0.238095238095238,0.523809523809524,0.666666666666667,0,0.238095238095238,0.523809523809524,0.666666666666667,0.523809523809524,0.523809523809524,0.238095238095238,0,0.523809523809524,0.523809523809524,0.238095238095238,0.523809523809524,0.523809523809524,0,0.238095238095238,0.666666666666667,0.523809523809524,0.238095238095238,0,0.238095238095238,0.523809523809524,0.666666666666667,0.523809523809524,0.523809523809524,0.238095238095238,"epen1239"
0.666666666666667,1,1,0,0.666666666666667,1,1,0.833333333333333,0.833333333333333,0.666666666666667,0,0.833333333333333,0.833333333333333,0.833333333333333,1,0.833333333333333,0,0.833333333333333,1,0.833333333333333,0.833333333333333,0,0.666666666666667,1,1,0.833333333333333,0.833333333333333,0.833333333333333,"erzy1239"
0.363636363636364,0.636363636363636,0.727272727272727,0,0.363636363636364,0.636363636363636,0.727272727272727,0.909090909090909,0.636363636363636,0.363636363636364,0,0.909090909090909,0.636363636363636,0.363636363636364,0.636363636363636,0.909090909090909,0,0.363636363636364,0.727272727272727,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,0.727272727272727,0.909090909090909,0.636363636363636,0.363636363636364,"esto1258"
0.4,0.4,0.4,0,0.4,0.4,0.4,0.6,0.6,0.4,0,0.6,0.6,0.2,0.4,0.6,0,0.2,0.4,0.6,0.2,0,0.4,0.4,0.4,0.6,0.6,0.2,"eude1234"
0.666666666666667,0.666666666666667,1,0,0.666666666666667,0.666666666666667,1,0.833333333333333,0.666666666666667,0.666666666666667,0,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0,0.833333333333333,1,0.666666666666667,0.833333333333333,0,0.666666666666667,0.666666666666667,1,0.833333333333333,0.666666666666667,0.833333333333333,"fang1246"
0,0.8,0.8,0,0,0.8,0.8,0.8,0.8,0,0,0.8,0.8,0,0.8,0.8,0,0,0.8,0.8,0,0,0,0.8,0.8,0.8,0.8,0,"fefe1239"
0.4,0.6,0.866666666666667,0,0.4,0.6,0.866666666666667,0.8,0.6,0.4,0,0.8,0.6,0.4,0.6,0.8,0,0.4,0.866666666666667,0.6,0.4,0,0.4,0.6,0.866666666666667,0.8,0.6,0.4,"finn1318"
0.375,0,0.375,0.375,0,0.375,0,0.375,0,0,0.375,0,0.375,0.375,0.375,0,0.375,0,0,0.375,0,0.375,0.375,0,0.375,0.375,0,0.375,"fipa1238"
0.714285714285714,0.285714285714286,0.714285714285714,0,0.714285714285714,0.285714285714286,0.714285714285714,1,0.285714285714286,0.714285714285714,0,1,0.285714285714286,0.714285714285714,0.285714285714286,1,0,0.714285714285714,0.714285714285714,0.285714285714286,0.714285714285714,0,0.714285714285714,0.285714285714286,0.714285714285714,1,0.285714285714286,0.714285714285714,"fris1239"
0.625,0.75,0.625,0,0.625,0.75,0.625,0.625,0.625,0.625,0,0.625,0.625,0.75,0.75,0.625,0,0.75,0.625,0.625,0.75,0,0.625,0.75,0.625,0.625,0.625,0.75,"gami1243"
0.333333333333333,0.466666666666667,0.733333333333333,0.333333333333333,0,0.733333333333333,0.466666666666667,0.8,0.466666666666667,0,0.333333333333333,0.466666666666667,0.8,0.333333333333333,0.8,0.466666666666667,0.333333333333333,0,0.466666666666667,0.733333333333333,0,0.333333333333333,0.333333333333333,0.466666666666667,0.8,0.733333333333333,0.466666666666667,0.333333333333333,"gand1255"
0.0833333333333333,0.583333333333333,0.666666666666667,0,0.0833333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0,0.666666666666667,0.583333333333333,0.0833333333333333,0.583333333333333,0.666666666666667,0,0.0833333333333333,0.666666666666667,0.583333333333333,0.0833333333333333,0,0.0833333333333333,0.583333333333333,0.666666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,"ghod1238"
0.222222222222222,0.555555555555556,0.777777777777778,0,0.222222222222222,0.555555555555556,0.777777777777778,0.666666666666667,0.555555555555556,0.222222222222222,0,0.666666666666667,0.555555555555556,0.333333333333333,0.555555555555556,0.666666666666667,0,0.333333333333333,0.777777777777778,0.555555555555556,0.333333333333333,0,0.222222222222222,0.555555555555556,0.777777777777778,0.666666666666667,0.555555555555556,0.333333333333333,"giga1238"
0.571428571428571,0.714285714285714,0.571428571428571,0,0.571428571428571,0.714285714285714,0.571428571428571,1,0,0.571428571428571,0,1,0,1,0.714285714285714,1,0,1,0.571428571428571,0,1,0,0.571428571428571,0.714285714285714,0.571428571428571,1,0,1,"giry1241"
0.666666666666667,0,0.833333333333333,0,0.666666666666667,0,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0,0.666666666666667,0.833333333333333,0.833333333333333,0,0.666666666666667,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0.666666666666667,0,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,"gond1265"
0.714285714285714,0,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0,0.714285714285714,0.714285714285714,0,0.714285714285714,"goth1244"
0.8,0,0.8,0.9,0,0.9,0,0.8,0,0.9,0.8,0.9,0.8,0.8,0.9,0,0.9,0,0.9,0.8,0.9,0.8,0.9,0,0.9,0.9,0,0.9,"guaj1256"
0.666666666666667,0.777777777777778,0.666666666666667,0,0.666666666666667,0.777777777777778,0.666666666666667,0.444444444444444,0.777777777777778,0.666666666666667,0,0.444444444444444,0.777777777777778,0.777777777777778,0.777777777777778,0.444444444444444,0,0.777777777777778,0.666666666666667,0.777777777777778,0.777777777777778,0,0.666666666666667,0.777777777777778,0.666666666666667,0.444444444444444,0.777777777777778,0.777777777777778,"gugu1255"
0.5,0.5,0.875,0,0.5,0.5,0.875,0.75,0.75,0.5,0,0.75,0.75,0.375,0.5,0.75,0,0.375,0.875,0.75,0.375,0,0.5,0.5,0.875,0.75,0.75,0.375,"guja1252"
0.8,0.9,0.9,0,0.8,0.9,0.9,0.6,0.6,0.8,0,0.6,0.6,0,0.9,0.6,0,0,0.9,0.6,0,0,0.8,0.9,0.9,0.6,0.6,0,"guma1253"
1,0.857142857142857,0.714285714285714,0,1,0.857142857142857,0.714285714285714,0.714285714285714,0.857142857142857,1,0,0.714285714285714,0.857142857142857,1,0.857142857142857,0.714285714285714,0,1,0.714285714285714,0.857142857142857,1,0,1,0.857142857142857,0.714285714285714,0.714285714285714,0.857142857142857,1,"guny1241"
0.8,0.6,0.9,0,0.8,0.6,0.9,0.7,0.6,0.8,0,0.7,0.6,0.7,0.6,0.7,0,0.7,0.9,0.6,0.7,0,0.8,0.6,0.9,0.7,0.6,0.7,"gupa1247"
0.857142857142857,0.714285714285714,0.857142857142857,0,0.857142857142857,0.714285714285714,0.857142857142857,0.571428571428571,0.714285714285714,0.857142857142857,0,0.571428571428571,0.714285714285714,0.142857142857143,0.714285714285714,0.571428571428571,0,0.142857142857143,0.857142857142857,0.714285714285714,0.142857142857143,0,0.857142857142857,0.714285714285714,0.857142857142857,0.571428571428571,0.714285714285714,0.142857142857143,"guri1247"
0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,"gusi1247"
0.428571428571429,0.857142857142857,0.571428571428571,0,0.428571428571429,0.857142857142857,0.571428571428571,0.857142857142857,0.571428571428571,0.428571428571429,0,0.857142857142857,0.571428571428571,0.285714285714286,0.857142857142857,0.857142857142857,0,0.285714285714286,0.571428571428571,0.571428571428571,0.285714285714286,0,0.428571428571429,0.857142857142857,0.571428571428571,0.857142857142857,0.571428571428571,0.285714285714286,"haus1257"
0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0,0.3,0.3,0,0,0.3,0.3,0,0,0.3,0.3,0.3,0.3,0.3,0,"hawa1245"
0,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0,0,0,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0,"haya1250"
1,0.5,0.5,0,1,0.5,0.5,1,1,1,0,1,1,0,0.5,1,0,0,0.5,1,0,0,1,0.5,0.5,1,1,0,"here1253"
0.0909090909090909,0.636363636363636,0.727272727272727,0,0.0909090909090909,0.636363636363636,0.727272727272727,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.727272727272727,0.636363636363636,0.181818181818182,0.636363636363636,0.727272727272727,0,0.181818181818182,0.727272727272727,0.636363636363636,0.181818181818182,0,0.0909090909090909,0.636363636363636,0.727272727272727,0.727272727272727,0.636363636363636,0.181818181818182,"hidd1238"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high1278"
0.333333333333333,0.777777777777778,0.666666666666667,0,0.333333333333333,0.777777777777778,0.666666666666667,0.888888888888889,0.666666666666667,0.333333333333333,0,0.888888888888889,0.666666666666667,0.333333333333333,0.777777777777778,0.888888888888889,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0.777777777777778,0.666666666666667,0.888888888888889,0.666666666666667,0.333333333333333,"hind1269"
0,0.583333333333333,0.666666666666667,0,0,0.583333333333333,0.666666666666667,0.583333333333333,0.666666666666667,0,0,0.583333333333333,0.666666666666667,0.0833333333333333,0.583333333333333,0.583333333333333,0,0.0833333333333333,0.666666666666667,0.666666666666667,0.0833333333333333,0,0,0.583333333333333,0.666666666666667,0.583333333333333,0.666666666666667,0.0833333333333333,"hinu1240"
0.8,0,0.8,0,0.8,0,0.8,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0,0.8,0.8,0,0.8,0,0.8,0,0.8,0.8,0,0.8,"hitt1242"
0.3125,0.5625,0.625,0,0.3125,0.5625,0.625,0.875,0.5625,0.3125,0,0.875,0.5625,0.3125,0.5625,0.875,0,0.3125,0.625,0.5625,0.3125,0,0.3125,0.5625,0.625,0.875,0.5625,0.3125,"homs1234"
0.666666666666667,1,1,0,0.666666666666667,1,1,1,1,0.666666666666667,0,1,1,0,1,1,0,0,1,1,0,0,0.666666666666667,1,1,1,1,0,"hopi1249"
0.6,0.6,0.6,0,0.6,0.6,0.6,0.6,0.8,0.6,0,0.6,0.8,0.2,0.6,0.6,0,0.2,0.6,0.8,0.2,0,0.6,0.6,0.6,0.6,0.8,0.2,"huar1255"
0.4,1,1,0,0.4,1,1,1,1,0.4,0,1,1,0.6,1,1,0,0.6,1,1,0.6,0,0.4,1,1,1,1,0.6,"hung1274"
0,0.571428571428571,0.714285714285714,0,0,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0,0,0.571428571428571,0.714285714285714,0.142857142857143,0.571428571428571,0.571428571428571,0,0.142857142857143,0.714285714285714,0.714285714285714,0.142857142857143,0,0,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0.142857142857143,"hunz1247"
0.8,1,0.6,0,0.8,1,0.6,0.6,0.6,0.8,0,0.6,0.6,0.8,1,0.6,0,0.8,0.6,0.6,0.8,0,0.8,1,0.6,0.6,0.6,0.8,"hupa1239"
0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,"icel1247"
0,1,0.625,0,0,1,0.625,1,0.625,0,0,1,0.625,0.625,1,1,0,0.625,0.625,0.625,0.625,0,0,1,0.625,1,0.625,0.625,"igna1246"
1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,"ingr1248"
0.142857142857143,0.714285714285714,0.785714285714286,0,0.142857142857143,0.714285714285714,0.785714285714286,0.857142857142857,0.714285714285714,0.142857142857143,0,0.857142857142857,0.714285714285714,0.214285714285714,0.714285714285714,0.857142857142857,0,0.214285714285714,0.785714285714286,0.714285714285714,0.214285714285714,0,0.142857142857143,0.714285714285714,0.785714285714286,0.857142857142857,0.714285714285714,0.214285714285714,"ingu1240"
0.266666666666667,0.533333333333333,0.666666666666667,0,0.266666666666667,0.533333333333333,0.666666666666667,0.8,0.533333333333333,0.266666666666667,0,0.8,0.533333333333333,0.266666666666667,0.533333333333333,0.8,0,0.266666666666667,0.666666666666667,0.533333333333333,0.266666666666667,0,0.266666666666667,0.533333333333333,0.666666666666667,0.8,0.533333333333333,0.266666666666667,"inxo1238"
0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,"iris1253"
0.625,0,0.625,0,0.625,0,0.625,0.625,0,0.625,0,0.625,0,0.625,0,0.625,0,0.625,0.625,0,0.625,0,0.625,0,0.625,0.625,0,0.625,"ital1282"
0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,"iton1250"
0.1,0.5,0.6,0,0.1,0.5,0.6,0.5,0.5,0.1,0,0.5,0.5,0.1,0.5,0.5,0,0.1,0.6,0.5,0.1,0,0.1,0.5,0.6,0.5,0.5,0.1,"itsa1239"
0.526315789473684,0.526315789473684,0.526315789473684,0,0.526315789473684,0.526315789473684,0.526315789473684,0.894736842105263,0.210526315789474,0.526315789473684,0,0.894736842105263,0.210526315789474,0.684210526315789,0.526315789473684,0.894736842105263,0,0.684210526315789,0.526315789473684,0.210526315789474,0.684210526315789,0,0.526315789473684,0.526315789473684,0.526315789473684,0.894736842105263,0.210526315789474,0.684210526315789,"jama1262"
0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0,1,1,0,0.666666666666667,1,0,0,0.666666666666667,1,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,"jaru1254"
0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,"jica1244"
0.363636363636364,0.545454545454545,0.818181818181818,0,0.363636363636364,0.545454545454545,0.818181818181818,0.818181818181818,0.636363636363636,0.363636363636364,0,0.818181818181818,0.636363636363636,0.363636363636364,0.545454545454545,0.818181818181818,0,0.363636363636364,0.818181818181818,0.636363636363636,0.363636363636364,0,0.363636363636364,0.545454545454545,0.818181818181818,0.818181818181818,0.636363636363636,0.363636363636364,"jude1256"
0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.555555555555556,0.555555555555556,0.333333333333333,0.555555555555556,0.222222222222222,0,0.333333333333333,0.555555555555556,0.777777777777778,0.555555555555556,0.333333333333333,0,0.777777777777778,0.555555555555556,0.555555555555556,0.777777777777778,0,0.222222222222222,0.555555555555556,0.555555555555556,0.333333333333333,0.555555555555556,0.777777777777778,"kada1242"
0.2,0.133333333333333,0.6,0.266666666666667,0.2,0.266666666666667,0.266666666666667,0.2,0.4,0.266666666666667,0.266666666666667,0.4,0.266666666666667,0.6,0.133333333333333,0.2,0.333333333333333,0.266666666666667,0.666666666666667,0.666666666666667,0.733333333333333,0.666666666666667,0.266666666666667,0.2,0.133333333333333,0.4,0.333333333333333,0.2,"kaiw1246"
0.666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.888888888888889,0.888888888888889,0.666666666666667,0,0.888888888888889,0.888888888888889,0,0.666666666666667,0.888888888888889,0,0,0.666666666666667,0.888888888888889,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.888888888888889,0.888888888888889,0,"kalk1246"
0.375,0.25,0.375,0.375,0.25,0.375,0.5,0.25,0,0.375,0.375,0.375,0.5,0.25,0.125,0.25,0.125,0.5,0.375,0.375,0.375,0.5,0.375,0,0.375,0.375,0.625,0.375,"kama1373"
0,0.571428571428571,0.571428571428571,0,0,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0,0,0.571428571428571,0.571428571428571,0,0.571428571428571,0.571428571428571,0,0,0.571428571428571,0.571428571428571,0,0,0,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0,"kamb1297"
0,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,0,0,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,"kaon1241"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kapi1249"
0.625,0.75,0.75,0,0.625,0.75,0.75,0.75,0.75,0.625,0,0.75,0.75,0,0.75,0.75,0,0,0.75,0.75,0,0,0.625,0.75,0.75,0.75,0.75,0,"kara1476"
0.75,0.75,0,0,0.75,0.75,0,0.875,0.75,0.75,0,0.875,0.75,0.75,0.75,0.875,0,0.75,0,0.75,0.75,0,0.75,0.75,0,0.875,0.75,0.75,"kari1304"
0.75,0.75,0.75,0,0.75,0.75,0.75,0.875,1,0.75,0,0.875,1,0.375,0.75,0.875,0,0.375,0.75,1,0.375,0,0.75,0.75,0.75,0.875,1,0.375,"karo1304"
0,0.75,0.75,0,0,0.75,0.75,0.75,0.75,0,0,0.75,0.75,0,0.75,0.75,0,0,0.75,0.75,0,0,0,0.75,0.75,0.75,0.75,0,"kart1247"
0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0.5,"kash1277"
0.5,0.625,0.625,0,0.5,0.625,0.625,0.75,0.75,0.5,0,0.75,0.75,0,0.625,0.75,0,0,0.625,0.75,0,0,0.5,0.625,0.625,0.75,0.75,0,"kaur1267"
0.166666666666667,0.666666666666667,0.666666666666667,0,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0,0.5,0.666666666666667,0.666666666666667,0.5,0,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.5,"kawa1283"
0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0,0.285714285714286,0.571428571428571,0.285714285714286,0.714285714285714,0.428571428571429,0.714285714285714,0.428571428571429,0.714285714285714,0.857142857142857,0.285714285714286,0.571428571428571,0.285714285714286,0.714285714285714,0.571428571428571,0,0.428571428571429,0.571428571428571,0.714285714285714,0.428571428571429,"kaya1329"
0.125,0.375,0.75,0,0.125,0.375,0.625,0.375,0.75,0.125,0,0.375,0.75,0.875,0.375,0.375,0,0.375,0.75,0.75,0.875,0.875,0.125,0.375,0.625,0.375,0.75,0.375,"kaza1248"
0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,"kett1243"
0.5,1,1,0,0.5,1,1,0.833333333333333,0.833333333333333,0.5,0,0.833333333333333,0.833333333333333,0,1,0.833333333333333,0,0,1,0.833333333333333,0,0,0.5,1,1,0.833333333333333,0.833333333333333,0,"khan1273"
0,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0,0.363636363636364,0.363636363636364,0,0,0.363636363636364,0.363636363636364,0,0,0,0.363636363636364,0.363636363636364,0.363636363636364,0.363636363636364,0,"kiku1240"
1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,"kiow1264"
0.375,0.625,0.5,0,0.375,0.625,0.5,0.875,0.5,0.375,0,0.875,0.5,0.75,0.625,0.875,0,0.75,0.5,0.5,0.75,0,0.375,0.625,0.5,0.875,0.5,0.75,"koda1255"
0.533333333333333,0.2,0.733333333333333,0,0.533333333333333,0.2,0.733333333333333,0.733333333333333,0.2,0.533333333333333,0,0.733333333333333,0.2,0.533333333333333,0.2,0.733333333333333,0,0.533333333333333,0.733333333333333,0.2,0.533333333333333,0,0.533333333333333,0.2,0.733333333333333,0.733333333333333,0.2,0.533333333333333,"komc1235"
0.2,0.733333333333333,0.866666666666667,0,0.2,0.733333333333333,0.866666666666667,0.733333333333333,0.733333333333333,0.2,0,0.733333333333333,0.733333333333333,0.2,0.733333333333333,0.733333333333333,0,0.2,0.866666666666667,0.733333333333333,0.2,0,0.2,0.733333333333333,0.866666666666667,0.733333333333333,0.733333333333333,0.2,"komi1268"
0.25,0.625,0.875,0,0.25,0.625,0.875,0.875,0.625,0.25,0,0.875,0.625,0.25,0.625,0.875,0,0.25,0.875,0.625,0.25,0,0.25,0.625,0.875,0.875,0.625,0.25,"komo1260"
1,0.8,1,0.6,0,0.6,0.8,0.8,0,0.8,1,0.8,0.8,0.8,0.6,0.8,0.6,0,0.8,1,0.8,0.8,0.6,0,0.6,0.6,0.8,0.6,"kota1274"
0.8,0.8,0.8,0,0.8,0.8,0.8,0.6,0.6,0.8,0,0.6,0.6,0.4,0.8,0.6,0,0.4,0.8,0.6,0.4,0,0.8,0.8,0.8,0.6,0.6,0.4,"kuii1252"
0,0.769230769230769,0.461538461538462,0,0,0.769230769230769,0.461538461538462,0.769230769230769,0.461538461538462,0,0,0.769230769230769,0.461538461538462,0.615384615384615,0.769230769230769,0.769230769230769,0,0.615384615384615,0.461538461538462,0.461538461538462,0.615384615384615,0,0,0.769230769230769,0.461538461538462,0.769230769230769,0.461538461538462,0.615384615384615,"kuka1246"
0.625,0.625,0.875,0,0.625,0.625,0.875,0.5,0.75,0.625,0,0.5,0.75,0.875,0.625,0.5,0,0.875,0.875,0.75,0.875,0,0.625,0.625,0.875,0.5,0.75,0.875,"kuku1273"
0.6,0.5,0.7,0,0.6,0.5,0.7,0.5,0.8,0.6,0,0.5,0.8,0.3,0.5,0.5,0,0.3,0.7,0.8,0.3,0,0.6,0.5,0.7,0.5,0.8,0.3,"kumb1268"
0.285714285714286,0.357142857142857,0.5,0,0.285714285714286,0.357142857142857,0.5,0.5,0.357142857142857,0.285714285714286,0,0.5,0.357142857142857,0.142857142857143,0.357142857142857,0.5,0,0.142857142857143,0.5,0.357142857142857,0.142857142857143,0,0.285714285714286,0.357142857142857,0.5,0.5,0.357142857142857,0.142857142857143,"kumy1244"
0.0833333333333333,0.666666666666667,0.75,0,0.0833333333333333,0.666666666666667,0.75,0.75,0.666666666666667,0.0833333333333333,0,0.75,0.666666666666667,0.0833333333333333,0.666666666666667,0.75,0,0.0833333333333333,0.75,0.666666666666667,0.0833333333333333,0,0.0833333333333333,0.666666666666667,0.75,0.75,0.666666666666667,0.0833333333333333,"kunz1243"
0.636363636363636,0.545454545454545,0.636363636363636,0,0.636363636363636,0.545454545454545,0.636363636363636,0.636363636363636,0,0.636363636363636,0,0.636363636363636,0,0.636363636363636,0.545454545454545,0.636363636363636,0,0.636363636363636,0.636363636363636,0,0.636363636363636,0,0.636363636363636,0.545454545454545,0.636363636363636,0.636363636363636,0,0.636363636363636,"kunz1244"
0.8,0.6,1,0,0.8,0.6,1,0.6,0.2,0.8,0,0.6,0.2,0.4,0.6,0.6,0,0.4,1,0.2,0.4,0,0.8,0.6,1,0.6,0.2,0.4,"kuru1302"
0.5,1,0.5,0,0.5,1,0.5,1,0.75,0.5,0,1,0.75,1,1,1,0,1,0.5,0.75,1,0,0.5,1,0.5,1,0.75,1,"kuvi1243"
