"mFeBmF","mFeZmF","mFyBmF","mFyZmF","mMmF","mMeBmF","mMeZmF","mMyBmF","mMyZmF","mFeZmFeB","mFyBmFeB","mFyZmFeB","mMmFeB","mMeBmFeB","mMeZmFeB","mMyBmFeB","mMyZmFeB","mFyBmFeZ","mFyZmFeZ","mMmFeZ","mMeBmFeZ","mMeZmFeZ","mMyBmFeZ","mMyZmFeZ","mFyZmFyB","mMmFyB","mMeBmFyB","mMeZmFyB","mMyBmFyB","mMyZmFyB","mMmFyZ","mMeBmFyZ","mMeZmFyZ","mMyBmFyZ","mMyZmFyZ","mMeBmM","mMeZmM","mMyBmM","mMyZmM","mMeZmMeB","mMyBmMeB","mMyZmMeB","mMyBmMeZ","mMyZmMeZ","mMyZmMyB","Glottocode"
0.285714285714286,0.714285714285714,0.285714285714286,0.714285714285714,0.214285714285714,0.357142857142857,0.857142857142857,0.357142857142857,0.857142857142857,0.714285714285714,0,0.714285714285714,0.357142857142857,0.142857142857143,0.785714285714286,0.142857142857143,0.785714285714286,0.714285714285714,0,0.857142857142857,0.785714285714286,0.142857142857143,0.785714285714286,0.142857142857143,0.714285714285714,0.357142857142857,0.142857142857143,0.785714285714286,0.142857142857143,0.785714285714286,0.857142857142857,0.785714285714286,0.142857142857143,0.785714285714286,0.142857142857143,0.214285714285714,0.785714285714286,0.214285714285714,0.785714285714286,0.714285714285714,0,0.714285714285714,0.714285714285714,0,0.714285714285714,"anci1242"
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.75,1,0,0.75,0,0.75,0.75,0,0.75,0.75,0,0.75,0,0.75,1,0,0.75,0,0.75,0.75,0.75,0,0.75,0,1,0.75,1,0.75,0.75,0,0.75,0.75,0,0.75,"ancu1238"
0.7,0.7,0.7,0.7,0.1,0.9,0.9,0.9,0.9,0.1,0,0.1,0.8,0.3,0.4,0.3,0.4,0.1,0,0.8,0.4,0.3,0.4,0.3,0.1,0.8,0.3,0.4,0.3,0.4,0.8,0.4,0.3,0.4,0.3,0.8,0.8,0.8,0.8,0.1,0,0.1,0.1,0,0.1,"anda1281"
0.7,0.7,0.7,0.7,0.1,0.9,0.9,0.9,0.9,0.1,0,0.1,0.8,0.3,0.4,0.3,0.4,0.1,0,0.8,0.4,0.3,0.4,0.3,0.1,0.8,0.3,0.4,0.3,0.4,0.8,0.4,0.3,0.4,0.3,0.8,0.8,0.8,0.8,0.1,0,0.1,0.1,0,0.1,"andi1255"
0.428571428571429,0.714285714285714,0.428571428571429,0.714285714285714,0.857142857142857,0.285714285714286,0.857142857142857,0.285714285714286,0.857142857142857,0.714285714285714,0,0.714285714285714,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,0.714285714285714,0.714285714285714,0,0.428571428571429,0.714285714285714,0.428571428571429,0.714285714285714,0.428571428571429,0.714285714285714,0.714285714285714,0.285714285714286,0.714285714285714,0.285714285714286,0.714285714285714,0.428571428571429,0.714285714285714,0.428571428571429,0.714285714285714,0.428571428571429,0.857142857142857,0,0.857142857142857,0,0.857142857142857,0,0.857142857142857,0.857142857142857,0,0.857142857142857,"anga1316"
0.6,0.8,0.6,0.8,0.4,0.4,0.8,0.4,0.8,1,0,1,1,0.6,0.6,0.6,0.6,1,0,0.8,0.8,0.8,0.8,0.8,1,1,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.4,0.6,0.4,0.8,0,0.8,0.8,0,0.8,"araw1273"
0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.285714285714286,0,0.285714285714286,1,0,0.285714285714286,0,0.285714285714286,0.285714285714286,0,1,0.285714285714286,0,0.285714285714286,0,0.285714285714286,1,0,0.285714285714286,0,0.285714285714286,1,0.285714285714286,0,0.285714285714286,0,1,1,1,1,0.285714285714286,0,0.285714285714286,0.285714285714286,0,0.285714285714286,"arch1244"
0.8,0.8,1,0.8,0.2,1,0.6,1,0.6,0.8,1,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0.8,0.8,0.6,0.8,0.6,1,1,1,1,1,1,0.8,0.8,0.6,0.8,0.6,1,0.4,1,0.4,0.8,0,0.8,0.8,0,0.8,"assa1263"
0.555555555555556,0.777777777777778,0.555555555555556,1,0.666666666666667,0.666666666666667,0.555555555555556,0.888888888888889,0.555555555555556,0.888888888888889,0.444444444444444,0.888888888888889,0.888888888888889,0.777777777777778,0.666666666666667,0.777777777777778,0.888888888888889,0.888888888888889,0.444444444444444,1,0.444444444444444,0.888888888888889,0.888888888888889,0.888888888888889,0.444444444444444,1,0.777777777777778,0.888888888888889,0.333333333333333,0.777777777777778,1,0.888888888888889,0.888888888888889,0.444444444444444,0.777777777777778,0.888888888888889,0.555555555555556,0.888888888888889,0.666666666666667,0.777777777777778,0.444444444444444,0.777777777777778,0.777777777777778,0.444444444444444,0.666666666666667,"asut1235"
1,0.5,1,0.5,0.25,1,0.5,1,0.5,0.875,0,0.875,1,0,0.875,0,0.875,0.875,0,0.375,0.875,0,0.875,0,0.875,1,0,0.875,0,0.875,0.375,0.875,0,0.875,0,1,0.375,1,0.375,0.875,0,0.875,0.875,0,0.875,"avar1256"
0.636363636363636,0.818181818181818,0.636363636363636,0.818181818181818,0.0909090909090909,0.545454545454545,0.636363636363636,0.545454545454545,0.636363636363636,0.727272727272727,0,0.727272727272727,0.636363636363636,0.363636363636364,0.454545454545455,0.363636363636364,0.454545454545455,0.727272727272727,0,0.818181818181818,0.636363636363636,0.727272727272727,0.636363636363636,0.727272727272727,0.727272727272727,0.636363636363636,0.363636363636364,0.454545454545455,0.363636363636364,0.454545454545455,0.818181818181818,0.636363636363636,0.727272727272727,0.636363636363636,0.727272727272727,0.545454545454545,0.545454545454545,0.545454545454545,0.545454545454545,0.636363636363636,0,0.636363636363636,0.636363636363636,0,0.636363636363636,"ayor1240"
0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.571428571428571,0,0.571428571428571,0.857142857142857,0,0.428571428571429,0,0.428571428571429,0.571428571428571,0,1,0.571428571428571,0.142857142857143,0.571428571428571,0.142857142857143,0.571428571428571,0.857142857142857,0,0.428571428571429,0,0.428571428571429,1,0.571428571428571,0.142857142857143,0.571428571428571,0.142857142857143,0.857142857142857,1,0.857142857142857,1,0.428571428571429,0,0.428571428571429,0.428571428571429,0,0.428571428571429,"badi1246"
0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,0.0909090909090909,0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,0.181818181818182,0,0.181818181818182,0.818181818181818,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.181818181818182,0,0.818181818181818,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.181818181818182,0.818181818181818,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.818181818181818,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,"bagv1239"
1,0.75,1,0.75,0.5,1,1,1,1,1,0,1,0.75,0.75,0.75,0.75,0.75,1,0,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,"balo1260"
0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0,0.8,0.6,0,0.5,0,0.5,0.8,0,0.9,0.8,0.9,0.8,0.9,0.8,0.6,0,0.5,0,0.5,0.9,0.8,0.9,0.8,0.9,0.6,0.6,0.6,0.6,0.5,0,0.5,0.5,0,0.5,"band1339"
0,0.571428571428571,0,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0,0.571428571428571,0.857142857142857,0.571428571428571,0.857142857142857,0.571428571428571,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.857142857142857,0.571428571428571,0.857142857142857,0.571428571428571,0.571428571428571,0,0.571428571428571,0,0.571428571428571,0,0.571428571428571,0.571428571428571,0,0.571428571428571,"bann1248"
0.818181818181818,0.272727272727273,0.818181818181818,0.272727272727273,0.363636363636364,0.818181818181818,0.545454545454545,0.818181818181818,0.545454545454545,0.727272727272727,0,0.727272727272727,0.727272727272727,0,0.727272727272727,0,0.727272727272727,0.727272727272727,0,0.454545454545455,0.727272727272727,0.272727272727273,0.727272727272727,0.272727272727273,0.727272727272727,0.727272727272727,0,0.727272727272727,0,0.727272727272727,0.454545454545455,0.727272727272727,0.272727272727273,0.727272727272727,0.272727272727273,0.727272727272727,0.272727272727273,0.727272727272727,0.272727272727273,0.727272727272727,0,0.727272727272727,0.727272727272727,0,0.727272727272727,"bari1297"
0.6875,0.6875,0.6875,0.6875,0.125,0.75,0.8125,0.75,0.8125,0.25,0,0.25,0.8125,0.125,0.5,0.125,0.5,0.25,0,0.8125,0.375,0.4375,0.375,0.4375,0.25,0.8125,0.125,0.5,0.125,0.5,0.8125,0.375,0.4375,0.375,0.4375,0.6875,0.8125,0.6875,0.8125,0.375,0,0.375,0.375,0,0.375,"basq1248"
0.733333333333333,0.666666666666667,0.8,0.466666666666667,0.2,0.733333333333333,0.666666666666667,0.8,0.733333333333333,0.333333333333333,0.333333333333333,0.466666666666667,0.8,0.133333333333333,0.466666666666667,0.466666666666667,0.466666666666667,0.4,0.533333333333333,0.666666666666667,0.466666666666667,0.133333333333333,0.533333333333333,0.533333333333333,0.6,0.866666666666667,0.466666666666667,0.533333333333333,0.133333333333333,0.6,0.4,0.533333333333333,0.466666666666667,0.6,0.533333333333333,0.8,0.666666666666667,0.866666666666667,0.733333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.4,0.4,0.466666666666667,"bata1285"
0.8,1,0.8,1,0.4,0.8,1,0.8,1,1,0,1,0.8,0,1,0,1,1,0,1,1,0,1,0,1,0.8,0,1,0,1,1,1,0,1,0,0.8,1,0.8,1,1,0,1,1,0,1,"batl1238"
0.666666666666667,0.5,0.666666666666667,0.5,0.333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0,0.5,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.5,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.5,0.5,0,0.5,0.5,0,0.5,"bats1242"
0,0.8,0,0.8,0.8,0.4,0.8,0.4,0.8,0.8,0,0.8,0.8,0.4,0.8,0.4,0.8,0.8,0,1,0.8,1,0.8,1,0.8,0.8,0.4,0.8,0.4,0.8,1,0.8,1,0.8,1,0.4,0,0.4,0,0.4,0,0.4,0.4,0,0.4,"bayu1240"
0.555555555555556,0.444444444444444,0.555555555555556,0.444444444444444,0.333333333333333,0.555555555555556,0.444444444444444,0.555555555555556,0.444444444444444,0.777777777777778,0,0.777777777777778,0.666666666666667,0,0.777777777777778,0,0.777777777777778,0.777777777777778,0,0.222222222222222,0.777777777777778,0,0.777777777777778,0,0.777777777777778,0.666666666666667,0,0.777777777777778,0,0.777777777777778,0.222222222222222,0.777777777777778,0,0.777777777777778,0,0.666666666666667,0.222222222222222,0.666666666666667,0.222222222222222,0.777777777777778,0,0.777777777777778,0.777777777777778,0,0.777777777777778,"bela1254"
0.692307692307692,0.615384615384615,0.461538461538462,0.615384615384615,0.230769230769231,0.153846153846154,0.846153846153846,0.153846153846154,0.615384615384615,0.923076923076923,0.538461538461538,0.923076923076923,0.846153846153846,0.769230769230769,0.230769230769231,0.769230769230769,0.769230769230769,0.615384615384615,0,0.384615384615385,0.615384615384615,0.692307692307692,0.615384615384615,0.384615384615385,0.615384615384615,0.615384615384615,0.538461538461538,0.769230769230769,0.538461538461538,0.230769230769231,0.384615384615385,0.615384615384615,0.692307692307692,0.615384615384615,0.384615384615385,0.230769230769231,0.692307692307692,0.230769230769231,0.461538461538462,0.692307692307692,0,0.538461538461538,0.692307692307692,0.538461538461538,0.538461538461538,"bemb1257"
0,0.888888888888889,0.555555555555556,0.888888888888889,0.333333333333333,0.222222222222222,0.333333333333333,0.222222222222222,0.777777777777778,0.888888888888889,0.555555555555556,0.888888888888889,0.333333333333333,0.222222222222222,0.333333333333333,0.222222222222222,0.777777777777778,0.888888888888889,0,0.555555555555556,0.777777777777778,0.777777777777778,0.777777777777778,1,0.888888888888889,0.888888888888889,0.777777777777778,0.888888888888889,0.777777777777778,0.333333333333333,0.555555555555556,0.777777777777778,0.777777777777778,0.777777777777778,1,0.222222222222222,0.444444444444444,0.222222222222222,0.888888888888889,0.222222222222222,0,0.777777777777778,0.222222222222222,0.555555555555556,0.777777777777778,"bena1262"
0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0.363636363636364,0.545454545454545,0.909090909090909,0.545454545454545,0.909090909090909,1,0,1,0.909090909090909,0.727272727272727,0.363636363636364,0.727272727272727,0.363636363636364,1,0,0.454545454545455,0.636363636363636,1,0.636363636363636,1,1,0.909090909090909,0.727272727272727,0.363636363636364,0.727272727272727,0.363636363636364,0.454545454545455,0.636363636363636,1,0.636363636363636,1,0.545454545454545,0.545454545454545,0.545454545454545,0.545454545454545,0.727272727272727,0,0.727272727272727,0.727272727272727,0,0.727272727272727,"bend1258"
0.75,1,0.625,1,0.25,0.25,1,0.25,1,0.875,0.75,0.875,0.625,0.75,0.875,0.75,0.875,0.875,0,1,0.875,0.25,0.875,0.25,0.875,0.625,0.625,0.875,0.625,0.875,1,0.875,0.25,0.875,0.25,0.125,0.875,0.125,0.875,0.75,0,0.75,0.75,0,0.75,"beng1280"
0.714285714285714,0.571428571428571,0.857142857142857,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.571428571428571,0.857142857142857,0.714285714285714,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.857142857142857,0.428571428571429,0.714285714285714,0,0.571428571428571,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0.714285714285714,1,1,0.428571428571429,1,0.142857142857143,0.571428571428571,0.571428571428571,0.714285714285714,0.571428571428571,0.714285714285714,0.285714285714286,0.857142857142857,0.285714285714286,1,0.857142857142857,0,1,0.857142857142857,0.285714285714286,1,"bera1259"
0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.285714285714286,0.714285714285714,0.857142857142857,0.714285714285714,0.857142857142857,0.142857142857143,0,0.142857142857143,0.714285714285714,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.142857142857143,0,0.857142857142857,0.428571428571429,0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0.714285714285714,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.857142857142857,0.428571428571429,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,"bezh1248"
0.5,0.833333333333333,1,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.833333333333333,1,0.833333333333333,1,0.666666666666667,0,1,1,0.833333333333333,1,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,1,1,0.833333333333333,1,0.833333333333333,0.333333333333333,0.5,0.333333333333333,0.5,0.5,0,0.5,0.5,0,0.5,"biha1245"
0.545454545454545,0.909090909090909,0.454545454545455,0.818181818181818,0.181818181818182,0.363636363636364,0.545454545454545,0.363636363636364,0.636363636363636,0.818181818181818,0.181818181818182,0.454545454545455,0.545454545454545,0.454545454545455,0.272727272727273,0.454545454545455,0.181818181818182,0.818181818181818,0.454545454545455,1,0.909090909090909,0.818181818181818,0.909090909090909,0.818181818181818,0.636363636363636,0.363636363636364,0.454545454545455,0.181818181818182,0.454545454545455,0.363636363636364,0.909090909090909,0.727272727272727,0.636363636363636,0.727272727272727,0.454545454545455,0.363636363636364,0.454545454545455,0.363636363636364,0.545454545454545,0.545454545454545,0,0.545454545454545,0.545454545454545,0.181818181818182,0.545454545454545,"bila1255"
0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,1,0,1,0.6,0,1,0,1,1,0,1,1,0,1,0,1,0.6,0,1,0,1,1,1,0,1,0,0.6,1,0.6,1,1,0,1,1,0,1,"biri1256"
0.833333333333333,1,0.833333333333333,1,0.25,0.833333333333333,1,0.833333333333333,1,0.5,0,0.5,0.833333333333333,0,0.5,0,0.5,0.5,0,0.833333333333333,0.5,0,0.5,0,0.5,0.833333333333333,0,0.5,0,0.5,0.833333333333333,0.5,0,0.5,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0,0.5,0.5,0,0.5,"bret1244"
0.75,1,0.75,1,0.75,0.75,0.5,0.75,0.5,0.75,0,0.75,1,0.75,1,0.75,1,0.75,0,0.75,0.75,1,0.75,1,0.75,1,0.75,1,0.75,1,0.75,0.75,1,0.75,1,0.75,1,0.75,1,0.75,0,0.75,0.75,0,0.75,"budu1248"
0,0.857142857142857,0.714285714285714,0.857142857142857,0.428571428571429,1,0.428571428571429,1,0.714285714285714,0.857142857142857,0.714285714285714,0.857142857142857,0.428571428571429,1,0.428571428571429,1,0.714285714285714,0.857142857142857,0,0.857142857142857,1,0.857142857142857,1,0.857142857142857,0.857142857142857,0.714285714285714,0.857142857142857,0.714285714285714,0.857142857142857,0,0.857142857142857,1,0.857142857142857,1,0.857142857142857,1,0,1,0.714285714285714,1,0,0.857142857142857,1,0.714285714285714,0.857142857142857,"buku1249"
1,0.8,1,0.8,0.6,1,0.8,1,0.8,1,0,1,1,0.6,1,0.6,1,1,0,0.8,1,0,1,0,1,1,0.6,1,0.6,1,0.8,1,0,1,0,0.8,0.8,0.8,0.8,1,0,1,1,0,1,"bulg1262"
0.6,0.3,0.6,0.3,0.3,0.5,0.7,0.5,0.7,0.7,0,0.7,0.8,0.9,0.3,0.9,0.3,0.7,0,0.6,0.5,0.7,0.5,0.7,0.7,0.8,0.9,0.3,0.9,0.3,0.6,0.5,0.7,0.5,0.7,0.3,0.6,0.3,0.6,0.7,0,0.7,0.7,0,0.7,"bush1247"
0.75,1,0.75,1,0.5,1,1,1,1,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1,1,0,1,0,0.75,0.75,0.75,0.75,0.75,0.75,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,"cent1972"
0.5,0.75,0.5,0.75,0.125,0.875,0.875,0.875,0.875,0.375,0,0.375,0.625,0.5,0.5,0.5,0.5,0.375,0,0.75,0.75,0.5,0.75,0.5,0.375,0.625,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.875,0.875,0.875,0.875,0.75,0,0.75,0.75,0,0.75,"chac1249"
0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.142857142857143,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.285714285714286,0,0.285714285714286,0.571428571428571,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.285714285714286,0,0.571428571428571,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.285714285714286,0.571428571428571,0.285714285714286,0.428571428571429,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,"cham1309"
0.181818181818182,0.636363636363636,0.181818181818182,0.636363636363636,0.272727272727273,0.454545454545455,0.272727272727273,0.454545454545455,0.272727272727273,0.454545454545455,0,0.454545454545455,0.363636363636364,0.363636363636364,0.272727272727273,0.363636363636364,0.272727272727273,0.454545454545455,0,0.818181818181818,0.636363636363636,0.727272727272727,0.636363636363636,0.727272727272727,0.454545454545455,0.363636363636364,0.363636363636364,0.272727272727273,0.363636363636364,0.272727272727273,0.818181818181818,0.636363636363636,0.727272727272727,0.636363636363636,0.727272727272727,0.363636363636364,0.0909090909090909,0.363636363636364,0.0909090909090909,0.272727272727273,0,0.272727272727273,0.272727272727273,0,0.272727272727273,"chib1270"
0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.5,0,0.5,0.833333333333333,0,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0.5,0,0.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0,0.5,0.5,0,0.5,"chim1301"
0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0.333333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.666666666666667,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,1,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0.5,0,0.666666666666667,0,0.666666666666667,1,0.666666666666667,0,0.666666666666667,0,0.5,1,0.5,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.666666666666667,"chip1261"
