"mBSmBD","mDmBD","mSmBD","mZDmBD","mZSmBD","wBDmBD","wBSmBD","wDmBD","wSmBD","wZDmBD","wZSmBD","mDmBS","mSmBS","mZDmBS","mZSmBS","wBDmBS","wBSmBS","wDmBS","wSmBS","wZDmBS","wZSmBS","mSmD","mZDmD","mZSmD","wBDmD","wBSmD","wDmD","wSmD","wZDmD","wZSmD","mZDmS","mZSmS","wBDmS","wBSmS","wDmS","wSmS","wZDmS","wZSmS","mZSmZD","wBDmZD","wBSmZD","wDmZD","wSmZD","wZDmZD","wZSmZD","wBDmZS","wBSmZS","wDmZS","wSmZS","wZDmZS","wZSmZS","wBSwBD","wDwBD","wSwBD","wZDwBD","wZSwBD","wDwBS","wSwBS","wZDwBS","wZSwBS","wSwD","wZDwD","wZSwD","wZDwS","wZSwS","wZSwZD","Glottocode"
0.272727272727273,0.636363636363636,0.818181818181818,0,0.272727272727273,0,0.272727272727273,0.636363636363636,0.818181818181818,0,0.272727272727273,0.818181818181818,0.636363636363636,0.272727272727273,0,0.272727272727273,0,0.818181818181818,0.636363636363636,0.272727272727273,0,0.181818181818182,0.636363636363636,0.818181818181818,0.636363636363636,0.818181818181818,0,0.181818181818182,0.636363636363636,0.818181818181818,0.818181818181818,0.636363636363636,0.818181818181818,0.636363636363636,0.181818181818182,0,0.818181818181818,0.636363636363636,0.272727272727273,0,0.272727272727273,0.636363636363636,0.818181818181818,0,0.272727272727273,0.272727272727273,0,0.818181818181818,0.636363636363636,0.272727272727273,0,0.272727272727273,0.636363636363636,0.818181818181818,0,0.272727272727273,0.818181818181818,0.636363636363636,0.272727272727273,0,0.181818181818182,0.636363636363636,0.818181818181818,0.818181818181818,0.636363636363636,0.272727272727273,"ghod1238"
0.333333333333333,0.555555555555556,0.666666666666667,0.111111111111111,0.333333333333333,0,0.333333333333333,0.555555555555556,0.666666666666667,0.111111111111111,0.333333333333333,0.888888888888889,0.555555555555556,0.444444444444444,0,0.333333333333333,0,0.888888888888889,0.555555555555556,0.444444444444444,0,0.333333333333333,0.555555555555556,0.888888888888889,0.555555555555556,0.888888888888889,0,0.333333333333333,0.555555555555556,0.888888888888889,0.666666666666667,0.555555555555556,0.666666666666667,0.555555555555556,0.333333333333333,0,0.666666666666667,0.555555555555556,0.444444444444444,0.111111111111111,0.444444444444444,0.555555555555556,0.666666666666667,0,0.444444444444444,0.333333333333333,0,0.888888888888889,0.555555555555556,0.444444444444444,0,0.333333333333333,0.555555555555556,0.666666666666667,0.111111111111111,0.333333333333333,0.888888888888889,0.555555555555556,0.444444444444444,0,0.333333333333333,0.555555555555556,0.888888888888889,0.666666666666667,0.555555555555556,0.444444444444444,"giga1238"
0.307692307692308,0.307692307692308,0.384615384615385,0.769230769230769,0.769230769230769,0,0.307692307692308,0.307692307692308,0.384615384615385,0.769230769230769,0.769230769230769,0.538461538461538,0.307692307692308,0.846153846153846,0.846153846153846,0.307692307692308,0,0.538461538461538,0.307692307692308,0.846153846153846,0.846153846153846,0.384615384615385,0.846153846153846,0.846153846153846,0.307692307692308,0.538461538461538,0,0.384615384615385,0.846153846153846,0.846153846153846,0.692307692307692,0.692307692307692,0.384615384615385,0.307692307692308,0.384615384615385,0,0.692307692307692,0.692307692307692,0,0.769230769230769,0.846153846153846,0.846153846153846,0.692307692307692,0,0,0.769230769230769,0.846153846153846,0.846153846153846,0.692307692307692,0,0,0.307692307692308,0.307692307692308,0.384615384615385,0.769230769230769,0.769230769230769,0.538461538461538,0.307692307692308,0.846153846153846,0.846153846153846,0.384615384615385,0.846153846153846,0.846153846153846,0.692307692307692,0.692307692307692,0,"giry1241"
0,0.923076923076923,0.769230769230769,0.384615384615385,0.384615384615385,0,0,0.923076923076923,0.769230769230769,0,0,0.923076923076923,0.769230769230769,0.384615384615385,0.384615384615385,0,0,0.923076923076923,0.769230769230769,0,0,0.461538461538462,1,1,0.923076923076923,0.923076923076923,0,0.461538461538462,0.923076923076923,0.923076923076923,0.692307692307692,0.692307692307692,0.769230769230769,0.769230769230769,0.461538461538462,0,0.769230769230769,0.769230769230769,0,0.384615384615385,0.384615384615385,1,0.692307692307692,0.384615384615385,0.384615384615385,0.384615384615385,0.384615384615385,1,0.692307692307692,0.384615384615385,0.384615384615385,0,0.923076923076923,0.769230769230769,0,0,0.923076923076923,0.769230769230769,0,0,0.461538461538462,0.923076923076923,0.923076923076923,0.769230769230769,0.769230769230769,0,"gogo1263"
0.125,0.875,0.875,0.5,0.625,0,0.125,0.875,0.875,0.5,0.625,0.875,0.875,0.625,0.625,0.125,0,0.875,0.875,0.625,0.625,0.5,0.75,0.625,0.875,0.875,0,0.5,0.75,0.625,0.875,0.75,0.875,0.875,0.5,0,0.875,0.75,0.375,0.5,0.625,0.75,0.875,0,0.375,0.625,0.625,0.625,0.75,0.375,0,0.125,0.875,0.875,0.5,0.625,0.875,0.875,0.625,0.625,0.5,0.75,0.625,0.875,0.75,0.375,"guja1252"
0,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0,0,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0,0,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0.545454545454545,0.636363636363636,0.636363636363636,0.818181818181818,0.818181818181818,0,0.545454545454545,0.636363636363636,0.636363636363636,0.545454545454545,0.545454545454545,0.727272727272727,0.727272727272727,0.545454545454545,0,0.545454545454545,0.545454545454545,0,0.636363636363636,0.636363636363636,0.636363636363636,0.545454545454545,0,0,0.636363636363636,0.636363636363636,0.636363636363636,0.545454545454545,0,0,0,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0.818181818181818,0.727272727272727,0.636363636363636,0.636363636363636,0.545454545454545,0.636363636363636,0.636363636363636,0.545454545454545,0.545454545454545,0,"gusi1247"
0.5,0.5,0.75,0,0.5,0,0.5,0.5,0.75,0,0.5,0.75,0.5,0.5,0,0.5,0,0.75,0.5,0.5,0,0.25,0.5,0.75,0.5,0.75,0,0.25,0.5,0.75,0.75,0.5,0.75,0.5,0.25,0,0.75,0.5,0.5,0,0.5,0.5,0.75,0,0.5,0.5,0,0.75,0.5,0.5,0,0.5,0.5,0.75,0,0.5,0.75,0.5,0.5,0,0.25,0.5,0.75,0.75,0.5,0.5,"haus1257"
0.545454545454545,0.0909090909090909,0.545454545454545,0,0.545454545454545,0,0.545454545454545,0.0909090909090909,0.545454545454545,0,0.545454545454545,0.454545454545455,0.0909090909090909,0.545454545454545,0,0.545454545454545,0,0.454545454545455,0.0909090909090909,0.545454545454545,0,0.454545454545455,0.0909090909090909,0.454545454545455,0.0909090909090909,0.454545454545455,0,0.454545454545455,0.0909090909090909,0.454545454545455,0.545454545454545,0.0909090909090909,0.545454545454545,0.0909090909090909,0.454545454545455,0,0.545454545454545,0.0909090909090909,0.545454545454545,0,0.545454545454545,0.0909090909090909,0.545454545454545,0,0.545454545454545,0.545454545454545,0,0.454545454545455,0.0909090909090909,0.545454545454545,0,0.545454545454545,0.0909090909090909,0.545454545454545,0,0.545454545454545,0.454545454545455,0.0909090909090909,0.545454545454545,0,0.454545454545455,0.0909090909090909,0.454545454545455,0.545454545454545,0.0909090909090909,0.545454545454545,"hawa1245"
0.444444444444444,0,0.444444444444444,0.444444444444444,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.666666666666667,0.666666666666667,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.666666666666667,0.666666666666667,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,"haya1250"
0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0,0,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333,"hehe1240"
0.636363636363636,0.545454545454545,0.454545454545455,0,0.636363636363636,0,0.636363636363636,0.545454545454545,0.454545454545455,0,0.636363636363636,0.454545454545455,0.363636363636364,0.636363636363636,0,0.636363636363636,0,0.454545454545455,0.363636363636364,0.636363636363636,0,0.454545454545455,0.545454545454545,0.454545454545455,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,0.454545454545455,0.454545454545455,0.363636363636364,0.454545454545455,0.363636363636364,0.454545454545455,0,0.454545454545455,0.363636363636364,0.636363636363636,0,0.636363636363636,0.545454545454545,0.454545454545455,0,0.636363636363636,0.636363636363636,0,0.454545454545455,0.363636363636364,0.636363636363636,0,0.636363636363636,0.545454545454545,0.454545454545455,0,0.636363636363636,0.454545454545455,0.363636363636364,0.636363636363636,0,0.454545454545455,0.545454545454545,0.454545454545455,0.454545454545455,0.363636363636364,0.636363636363636,"here1253"
0.0909090909090909,0.727272727272727,0.727272727272727,0,0.0909090909090909,0,0.0909090909090909,0.727272727272727,0.727272727272727,0,0.0909090909090909,0.818181818181818,0.727272727272727,0.0909090909090909,0,0.0909090909090909,0,0.818181818181818,0.727272727272727,0.0909090909090909,0,0.0909090909090909,0.727272727272727,0.818181818181818,0.727272727272727,0.818181818181818,0,0.0909090909090909,0.727272727272727,0.818181818181818,0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,0.0909090909090909,0,0.727272727272727,0.727272727272727,0.0909090909090909,0,0.0909090909090909,0.727272727272727,0.727272727272727,0,0.0909090909090909,0.0909090909090909,0,0.818181818181818,0.727272727272727,0.0909090909090909,0,0.0909090909090909,0.727272727272727,0.727272727272727,0,0.0909090909090909,0.818181818181818,0.727272727272727,0.0909090909090909,0,0.0909090909090909,0.727272727272727,0.818181818181818,0.727272727272727,0.727272727272727,0.0909090909090909,"hidd1238"
0.142857142857143,0.714285714285714,0.857142857142857,0.428571428571429,0.571428571428571,0,0.142857142857143,0.714285714285714,0.857142857142857,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.428571428571429,0.142857142857143,0,0.714285714285714,0.714285714285714,0.571428571428571,0.428571428571429,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.857142857142857,0.714285714285714,0.142857142857143,0,0.714285714285714,0.571428571428571,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0,0.142857142857143,0.571428571428571,0.428571428571429,0.714285714285714,0.571428571428571,0.142857142857143,0,0.142857142857143,0.714285714285714,0.857142857142857,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.428571428571429,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.142857142857143,"hind1269"
0.375,0.625,0.875,0,0.375,0,0.375,0.625,0.875,0,0.375,1,0.625,0.375,0,0.375,0,1,0.625,0.375,0,0.375,0.625,1,0.625,1,0,0.375,0.625,1,0.875,0.625,0.875,0.625,0.375,0,0.875,0.625,0.375,0,0.375,0.625,0.875,0,0.375,0.375,0,1,0.625,0.375,0,0.375,0.625,0.875,0,0.375,1,0.625,0.375,0,0.375,0.625,1,0.875,0.625,0.375,"hinu1240"
0.416666666666667,1,0.75,0,0.416666666666667,0,0.416666666666667,1,0.75,0,0.416666666666667,0.75,0.5,0.416666666666667,0,0.416666666666667,0,0.75,0.5,0.416666666666667,0,0.666666666666667,1,0.75,1,0.75,0,0.666666666666667,1,0.75,0.75,0.5,0.75,0.5,0.666666666666667,0,0.75,0.5,0.416666666666667,0,0.416666666666667,1,0.75,0,0.416666666666667,0.416666666666667,0,0.75,0.5,0.416666666666667,0,0.416666666666667,1,0.75,0,0.416666666666667,0.75,0.5,0.416666666666667,0,0.666666666666667,1,0.75,0.75,0.5,0.416666666666667,"homs1234"
0.375,1,0.875,0,0.375,0,0.375,1,0.875,0,0.375,1,1,0.375,0,0.375,0,1,1,0.375,0,0.5,1,1,1,1,0,0.5,1,1,0.875,1,0.875,1,0.5,0,0.875,1,0.375,0,0.375,1,0.875,0,0.375,0.375,0,1,1,0.375,0,0.375,1,0.875,0,0.375,1,1,0.375,0,0.5,1,1,0.875,1,0.375,"hung1274"
0.375,0.625,1,0,0.375,0,0.375,0.625,1,0,0.375,0.875,0.625,0.375,0,0.375,0,0.875,0.625,0.375,0,0.375,0.625,0.875,0.625,0.875,0,0.375,0.625,0.875,1,0.625,1,0.625,0.375,0,1,0.625,0.375,0,0.375,0.625,1,0,0.375,0.375,0,0.875,0.625,0.375,0,0.375,0.625,1,0,0.375,0.875,0.625,0.375,0,0.375,0.625,0.875,1,0.625,0.375,"hunz1247"
0,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0,0.857142857142857,0.857142857142857,0.857142857142857,1,0.714285714285714,0.857142857142857,0.857142857142857,1,0,0,0.857142857142857,0.857142857142857,0.857142857142857,1,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.428571428571429,0.857142857142857,0.857142857142857,0.571428571428571,0,0.714285714285714,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.285714285714286,0.714285714285714,0,0.571428571428571,1,1,0.571428571428571,0.428571428571429,0.571428571428571,0,0,0.857142857142857,0.857142857142857,0.857142857142857,1,0.857142857142857,0.857142857142857,0.857142857142857,1,0.571428571428571,0.285714285714286,0.571428571428571,0.714285714285714,0.428571428571429,0.571428571428571,"hupa1239"
0.333333333333333,1,0.833333333333333,0,0.333333333333333,0,0.333333333333333,1,0.833333333333333,0,0.333333333333333,1,0.833333333333333,0.333333333333333,0,0.333333333333333,0,1,0.833333333333333,0.333333333333333,0,0.833333333333333,1,1,1,1,0,0.833333333333333,1,1,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333,0.333333333333333,0,0.333333333333333,1,0.833333333333333,0,0.333333333333333,0.333333333333333,0,1,0.833333333333333,0.333333333333333,0,0.333333333333333,1,0.833333333333333,0,0.333333333333333,1,0.833333333333333,0.333333333333333,0,0.833333333333333,1,1,0.833333333333333,0.833333333333333,0.333333333333333,"icel1247"
0,0.7,0.7,0,0,0,0,0.7,0.7,0,0,0.7,0.7,0,0,0,0,0.7,0.7,0,0,0.2,0.7,0.7,0.7,0.7,0,0.2,0.7,0.7,0.7,0.7,0.7,0.7,0.2,0,0.7,0.7,0,0,0,0.7,0.7,0,0,0,0,0.7,0.7,0,0,0,0.7,0.7,0,0,0.7,0.7,0,0,0.2,0.7,0.7,0.7,0.7,0,"igna1246"
0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.666666666666667,0.666666666666667,0.222222222222222,0,0.222222222222222,0,0.666666666666667,0.666666666666667,0.222222222222222,0,0.111111111111111,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0,0.111111111111111,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0.111111111111111,0,0.555555555555556,0.666666666666667,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.222222222222222,0,0.666666666666667,0.666666666666667,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.666666666666667,0.666666666666667,0.222222222222222,0,0.111111111111111,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0.222222222222222,"ingu1240"
0.333333333333333,0.666666666666667,1,0,0.333333333333333,0,0.333333333333333,0.666666666666667,1,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,1,0.666666666666667,1,0,0.333333333333333,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0.333333333333333,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,1,0,0.333333333333333,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,1,1,0.666666666666667,0.333333333333333,"inxo1238"
0.857142857142857,0.857142857142857,0.571428571428571,0,0.857142857142857,0,0.857142857142857,0.857142857142857,0.571428571428571,0,0.857142857142857,0.857142857142857,0.571428571428571,0.857142857142857,0,0.857142857142857,0,0.857142857142857,0.571428571428571,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0,0.571428571428571,0.571428571428571,0.857142857142857,0,0.857142857142857,0.857142857142857,0.571428571428571,0,0.857142857142857,0.857142857142857,0,0.857142857142857,0.571428571428571,0.857142857142857,0,0.857142857142857,0.857142857142857,0.571428571428571,0,0.857142857142857,0.857142857142857,0.571428571428571,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0.571428571428571,0.571428571428571,0.857142857142857,"iris1253"
0,0.833333333333333,0.833333333333333,0,0,0,0,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,0,0,0,0,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0,0.833333333333333,0.833333333333333,0,0,0,0.833333333333333,0.833333333333333,0,0,0,0,0.833333333333333,0.833333333333333,0,0,0,0.833333333333333,0.833333333333333,0,0,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0,"ital1282"
0.2,0.466666666666667,0.6,0,0.2,0,0.2,0.466666666666667,0.6,0,0.2,0.4,0.4,0.2,0,0.2,0,0.4,0.4,0.2,0,0.133333333333333,0.466666666666667,0.4,0.466666666666667,0.4,0,0.133333333333333,0.466666666666667,0.4,0.6,0.4,0.6,0.4,0.133333333333333,0,0.6,0.4,0.2,0,0.2,0.466666666666667,0.6,0,0.2,0.2,0,0.4,0.4,0.2,0,0.2,0.466666666666667,0.6,0,0.2,0.4,0.4,0.2,0,0.133333333333333,0.466666666666667,0.4,0.6,0.4,0.2,"iton1250"
0,0.666666666666667,1,0,0,0,0,0.666666666666667,1,0,0,0.666666666666667,1,0,0,0,0,0.666666666666667,1,0,0,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.833333333333333,0.666666666666667,0.666666666666667,1,1,1,1,0.833333333333333,0,1,1,0,0,0,0.666666666666667,1,0,0,0,0,0.666666666666667,1,0,0,0,0.666666666666667,1,0,0,0.666666666666667,1,0,0,0.833333333333333,0.666666666666667,0.666666666666667,1,1,0,"itsa1239"
0.8,1,0.6,0,0.8,0,0.8,1,0.6,0,0.8,1,1,0.8,0,0.8,0,1,1,0.8,0,1,1,1,1,1,0,1,1,1,0.6,1,0.6,1,1,0,0.6,1,0.8,0,0.8,1,0.6,0,0.8,0.8,0,1,1,0.8,0,0.8,1,0.6,0,0.8,1,1,0.8,0,1,1,1,0.6,1,0.8,"jama1262"
0.454545454545455,0,0.454545454545455,0.636363636363636,0.727272727272727,0.454545454545455,0.454545454545455,0,0.454545454545455,0.636363636363636,0.727272727272727,0.454545454545455,0,0.454545454545455,0.636363636363636,0.545454545454545,0.545454545454545,0.454545454545455,0,0.454545454545455,0.636363636363636,0.454545454545455,0.636363636363636,0.727272727272727,0.454545454545455,0.454545454545455,0,0.454545454545455,0.636363636363636,0.727272727272727,0.454545454545455,0.636363636363636,0.545454545454545,0.545454545454545,0.454545454545455,0,0.454545454545455,0.636363636363636,0.272727272727273,0.727272727272727,0.727272727272727,0.636363636363636,0.454545454545455,0,0.272727272727273,0.818181818181818,0.818181818181818,0.727272727272727,0.636363636363636,0.272727272727273,0,0,0.454545454545455,0.545454545454545,0.727272727272727,0.818181818181818,0.454545454545455,0.545454545454545,0.727272727272727,0.818181818181818,0.454545454545455,0.636363636363636,0.727272727272727,0.454545454545455,0.636363636363636,0.272727272727273,"jica1244"
0,0.888888888888889,1,0,0,0,0,0.888888888888889,1,0,0,0.888888888888889,1,0,0,0,0,0.888888888888889,1,0,0,0.555555555555556,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0,0.555555555555556,0.888888888888889,0.888888888888889,1,1,1,1,0.555555555555556,0,1,1,0,0,0,0.888888888888889,1,0,0,0,0,0.888888888888889,1,0,0,0,0.888888888888889,1,0,0,0.888888888888889,1,0,0,0.555555555555556,0.888888888888889,0.888888888888889,1,1,0,"jude1256"
0.5,0,0.5,0.375,0.125,0.75,0.5,0.375,0.375,0.375,0.375,0.5,0,0.625,0.5,0.875,0.625,0.625,0.625,0.625,0.625,0.5,0.375,0.125,0.75,0.5,0.375,0.375,0.375,0.375,0.625,0.5,0.875,0.625,0.625,0.625,0.625,0.625,0.375,0.375,0.625,0.625,0.625,0.625,0.625,0.75,0.5,0.5,0.5,0.5,0.5,1,0.375,0.375,0.375,0.375,0.625,0.625,0.625,0.625,0,0,0,0,0,0,"juru1256"
0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,"kagu1239"
0.117647058823529,0,0.117647058823529,0.294117647058824,0.176470588235294,0.294117647058824,0.294117647058824,0.588235294117647,0.764705882352941,0.588235294117647,0.764705882352941,0.117647058823529,0,0.294117647058824,0.0588235294117647,0.176470588235294,0.176470588235294,0.588235294117647,0.705882352941177,0.588235294117647,0.705882352941177,0.117647058823529,0.294117647058824,0.176470588235294,0.294117647058824,0.294117647058824,0.588235294117647,0.764705882352941,0.588235294117647,0.764705882352941,0.294117647058824,0.0588235294117647,0.176470588235294,0.176470588235294,0.588235294117647,0.705882352941177,0.588235294117647,0.705882352941177,0.235294117647059,0.235294117647059,0.235294117647059,0.588235294117647,0.647058823529412,0.588235294117647,0.647058823529412,0.176470588235294,0.176470588235294,0.588235294117647,0.705882352941177,0.588235294117647,0.705882352941177,0,0.588235294117647,0.764705882352941,0.588235294117647,0.764705882352941,0.588235294117647,0.764705882352941,0.588235294117647,0.764705882352941,0.294117647058824,0,0.294117647058824,0.294117647058824,0,0.294117647058824,"kaiw1246"
0,0,0,0.857142857142857,0.857142857142857,0,0,0,0,0.857142857142857,0.857142857142857,0,0,0.857142857142857,0.857142857142857,0,0,0,0,0.857142857142857,0.857142857142857,0,0.857142857142857,0.857142857142857,0,0,0,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0.857142857142857,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0.857142857142857,0.857142857142857,0,0,0.857142857142857,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,"kalk1246"
0,0.857142857142857,0,0,0,0,0,0.857142857142857,0,0,0,0.857142857142857,0,0,0,0,0,0.857142857142857,0,0,0,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0.857142857142857,0,0,0,0,0,0,0.857142857142857,0,0,0,0,0,0.857142857142857,0,0,0,0,0.857142857142857,0,0,0,0.857142857142857,0,0,0,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,"kamb1297"
0,0.642857142857143,0.571428571428571,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0,0,0,0,0.642857142857143,0.571428571428571,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0,0,0,0,0.357142857142857,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0,0,0,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0,0,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0,0,0,0,0,0,"kaon1241"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kapi1249"
0,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0,0,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0,0,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0.333333333333333,0.888888888888889,0.888888888888889,0.444444444444444,0.444444444444444,0,0.333333333333333,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.555555555555556,0.555555555555556,0.333333333333333,0,0.888888888888889,0.888888888888889,0,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0,0,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0,0,0,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0.333333333333333,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0,"kara1476"
0,0.875,0.5,0,0,0,0,0.875,0.5,0,0,0.875,0.5,0,0,0,0,0.875,0.5,0,0,0.625,0.875,0.875,0.875,0.875,0,0.625,0.875,0.875,0.5,0.5,0.5,0.5,0.625,0,0.5,0.5,0,0,0,0.875,0.5,0,0,0,0,0.875,0.5,0,0,0,0.875,0.5,0,0,0.875,0.5,0,0,0.625,0.875,0.875,0.5,0.5,0,"karo1304"
0,0.375,0.75,0.75,0.75,0,0,0.375,0.75,0.75,0.75,0.375,0.75,0.75,0.75,0,0,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0,0.75,0.75,0.75,0,0,0.75,0.75,0.75,0,0,0,0,0.75,0.75,0.75,0,0,0,0.75,0.75,0.75,0,0,0,0,0.375,0.75,0.75,0.75,0.375,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,"kart1247"
