"mBSmBD","mDmBD","mSmBD","mZDmBD","mZSmBD","wBDmBD","wBSmBD","wDmBD","wSmBD","wZDmBD","wZSmBD","mDmBS","mSmBS","mZDmBS","mZSmBS","wBDmBS","wBSmBS","wDmBS","wSmBS","wZDmBS","wZSmBS","mSmD","mZDmD","mZSmD","wBDmD","wBSmD","wDmD","wSmD","wZDmD","wZSmD","mZDmS","mZSmS","wBDmS","wBSmS","wDmS","wSmS","wZDmS","wZSmS","mZSmZD","wBDmZD","wBSmZD","wDmZD","wSmZD","wZDmZD","wZSmZD","wBDmZS","wBSmZS","wDmZS","wSmZS","wZDmZS","wZSmZS","wBSwBD","wDwBD","wSwBD","wZDwBD","wZSwBD","wDwBS","wSwBS","wZDwBS","wZSwBS","wSwD","wZDwD","wZSwD","wZDwS","wZSwS","wZSwZD","Glottocode"
0.153846153846154,0.692307692307692,0.692307692307692,0,0.153846153846154,0,0.153846153846154,0.692307692307692,0.692307692307692,0,0.153846153846154,0.846153846153846,0.692307692307692,0.153846153846154,0,0.153846153846154,0,0.846153846153846,0.692307692307692,0.153846153846154,0,0.153846153846154,0.692307692307692,0.846153846153846,0.692307692307692,0.846153846153846,0,0.153846153846154,0.692307692307692,0.846153846153846,0.692307692307692,0.692307692307692,0.692307692307692,0.692307692307692,0.153846153846154,0,0.692307692307692,0.692307692307692,0.153846153846154,0,0.153846153846154,0.692307692307692,0.692307692307692,0,0.153846153846154,0.153846153846154,0,0.846153846153846,0.692307692307692,0.153846153846154,0,0.153846153846154,0.692307692307692,0.692307692307692,0,0.153846153846154,0.846153846153846,0.692307692307692,0.153846153846154,0,0.153846153846154,0.692307692307692,0.846153846153846,0.692307692307692,0.692307692307692,0.153846153846154,"ancu1238"
0.4,0.6,0.7,0,0.4,0,0.4,0.6,0.7,0,0.4,0.9,0.6,0.4,0,0.4,0,0.9,0.6,0.4,0,0.3,0.6,0.9,0.6,0.9,0,0.3,0.6,0.9,0.7,0.6,0.7,0.6,0.3,0,0.7,0.6,0.4,0,0.4,0.6,0.7,0,0.4,0.4,0,0.9,0.6,0.4,0,0.4,0.6,0.7,0,0.4,0.9,0.6,0.4,0,0.3,0.6,0.9,0.7,0.6,0.4,"anda1281"
0.4,0.6,0.7,0,0.4,0,0.4,0.6,0.7,0,0.4,0.9,0.6,0.4,0,0.4,0,0.9,0.6,0.4,0,0.3,0.6,0.9,0.6,0.9,0,0.3,0.6,0.9,0.7,0.6,0.7,0.6,0.3,0,0.7,0.6,0.4,0,0.4,0.6,0.7,0,0.4,0.4,0,0.9,0.6,0.4,0,0.4,0.6,0.7,0,0.4,0.9,0.6,0.4,0,0.3,0.6,0.9,0.7,0.6,0.4,"andi1255"
0.0625,0.75,0.6875,0,0.0625,0,0.0625,0.75,0.6875,0,0.0625,0.75,0.625,0.0625,0,0.0625,0,0.75,0.625,0.0625,0,0.3125,0.75,0.75,0.75,0.75,0,0.3125,0.75,0.75,0.6875,0.625,0.6875,0.625,0.3125,0,0.6875,0.625,0.0625,0,0.0625,0.75,0.6875,0,0.0625,0.0625,0,0.75,0.625,0.0625,0,0.0625,0.75,0.6875,0,0.0625,0.75,0.625,0.0625,0,0.3125,0.75,0.75,0.6875,0.625,0.0625,"anga1316"
0,0.625,0.625,0,0,0,0,0.625,0.625,0,0,0.625,0.625,0,0,0,0,0.625,0.625,0,0,0,0.625,0.625,0.625,0.625,0,0,0.625,0.625,0.625,0.625,0.625,0.625,0,0,0.625,0.625,0,0,0,0.625,0.625,0,0,0,0,0.625,0.625,0,0,0,0.625,0.625,0,0,0.625,0.625,0,0,0,0.625,0.625,0.625,0.625,0,"arab1267"
0,0.714285714285714,0.714285714285714,0,0,0,0,0.714285714285714,0.714285714285714,0,0,0.714285714285714,0.714285714285714,0,0,0,0,0.714285714285714,0.714285714285714,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0,0,0.714285714285714,0.714285714285714,0,0,0,0.714285714285714,0.714285714285714,0,0,0,0,0.714285714285714,0.714285714285714,0,0,0,0.714285714285714,0.714285714285714,0,0,0.714285714285714,0.714285714285714,0,0,0,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0,"arch1244"
0.428571428571429,1,1,0,0.285714285714286,0,0.428571428571429,1,1,0,0.285714285714286,1,0.857142857142857,0.428571428571429,0.571428571428571,0.428571428571429,0,1,0.857142857142857,0.428571428571429,0.571428571428571,0.714285714285714,1,0.714285714285714,1,1,0,0.714285714285714,1,0.714285714285714,1,0.857142857142857,1,0.857142857142857,0.714285714285714,0,1,0.857142857142857,0.285714285714286,0,0.428571428571429,1,1,0,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,0.285714285714286,0,0.428571428571429,1,1,0,0.285714285714286,1,0.857142857142857,0.428571428571429,0.571428571428571,0.714285714285714,1,0.714285714285714,1,0.857142857142857,0.285714285714286,"assa1263"
0,0.875,0.625,0.875,0.875,0,0,0.875,0.625,0.875,0.875,0.875,0.625,0.875,0.875,0,0,0.875,0.625,0.875,0.875,0.625,0.5,0.5,0.875,0.875,0,0.625,0.5,0.5,0.75,0.75,0.625,0.625,0.625,0,0.75,0.75,0,0.875,0.875,0.5,0.75,0,0,0.875,0.875,0.5,0.75,0,0,0,0.875,0.625,0.875,0.875,0.875,0.625,0.875,0.875,0.625,0.5,0.5,0.75,0.75,0,"asut1235"
0.125,1,1,0,0.125,0,0.125,1,1,0,0.125,1,1,0.125,0,0.125,0,1,1,0.125,0,0.125,1,1,1,1,0,0.125,1,1,1,1,1,1,0.125,0,1,1,0.125,0,0.125,1,1,0,0.125,0.125,0,1,1,0.125,0,0.125,1,1,0,0.125,1,1,0.125,0,0.125,1,1,1,1,0.125,"avar1256"
0.0909090909090909,0.818181818181818,0.727272727272727,0,0.0909090909090909,0,0.0909090909090909,0.818181818181818,0.727272727272727,0,0.0909090909090909,0.818181818181818,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0,0.818181818181818,0.636363636363636,0.0909090909090909,0,0.454545454545455,0.818181818181818,0.818181818181818,0.818181818181818,0.818181818181818,0,0.454545454545455,0.818181818181818,0.818181818181818,0.727272727272727,0.636363636363636,0.727272727272727,0.636363636363636,0.454545454545455,0,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.818181818181818,0.727272727272727,0,0.0909090909090909,0.0909090909090909,0,0.818181818181818,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.818181818181818,0.727272727272727,0,0.0909090909090909,0.818181818181818,0.636363636363636,0.0909090909090909,0,0.454545454545455,0.818181818181818,0.818181818181818,0.727272727272727,0.636363636363636,0.0909090909090909,"aves1237"
0.111111111111111,0.666666666666667,0.666666666666667,0,0.111111111111111,0,0.111111111111111,0.666666666666667,0.666666666666667,0,0.111111111111111,0.777777777777778,0.666666666666667,0.111111111111111,0,0.111111111111111,0,0.777777777777778,0.666666666666667,0.111111111111111,0,0.222222222222222,0.666666666666667,0.777777777777778,0.666666666666667,0.777777777777778,0,0.222222222222222,0.666666666666667,0.777777777777778,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.222222222222222,0,0.666666666666667,0.666666666666667,0.111111111111111,0,0.111111111111111,0.666666666666667,0.666666666666667,0,0.111111111111111,0.111111111111111,0,0.777777777777778,0.666666666666667,0.111111111111111,0,0.111111111111111,0.666666666666667,0.666666666666667,0,0.111111111111111,0.777777777777778,0.666666666666667,0.111111111111111,0,0.222222222222222,0.666666666666667,0.777777777777778,0.666666666666667,0.666666666666667,0.111111111111111,"ayor1240"
0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.777777777777778,0.555555555555556,0.222222222222222,0,0.222222222222222,0,0.777777777777778,0.555555555555556,0.222222222222222,0,0.222222222222222,0.555555555555556,0.777777777777778,0.555555555555556,0.777777777777778,0,0.222222222222222,0.555555555555556,0.777777777777778,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.222222222222222,0,0.555555555555556,0.555555555555556,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.222222222222222,0,0.777777777777778,0.555555555555556,0.222222222222222,0,0.222222222222222,0.555555555555556,0.555555555555556,0,0.222222222222222,0.777777777777778,0.555555555555556,0.222222222222222,0,0.222222222222222,0.555555555555556,0.777777777777778,0.555555555555556,0.555555555555556,0.222222222222222,"bagv1239"
0.818181818181818,0.545454545454545,1,0,0.818181818181818,0,0.818181818181818,0.545454545454545,1,0,0.818181818181818,0.727272727272727,0.545454545454545,0.818181818181818,0,0.818181818181818,0,0.727272727272727,0.545454545454545,0.818181818181818,0,0.909090909090909,0.545454545454545,0.727272727272727,0.545454545454545,0.727272727272727,0,0.909090909090909,0.545454545454545,0.727272727272727,1,0.545454545454545,1,0.545454545454545,0.909090909090909,0,1,0.545454545454545,0.818181818181818,0,0.818181818181818,0.545454545454545,1,0,0.818181818181818,0.818181818181818,0,0.727272727272727,0.545454545454545,0.818181818181818,0,0.818181818181818,0.545454545454545,1,0,0.818181818181818,0.727272727272727,0.545454545454545,0.818181818181818,0,0.909090909090909,0.545454545454545,0.727272727272727,1,0.545454545454545,0.818181818181818,"band1339"
0.444444444444444,0,0.444444444444444,0.777777777777778,0.555555555555556,0.555555555555556,0.555555555555556,0,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.888888888888889,0.555555555555556,0.555555555555556,0.555555555555556,0.444444444444444,0,0.444444444444444,0,0.444444444444444,0.777777777777778,0.555555555555556,0.555555555555556,0.555555555555556,0,0.444444444444444,0,0.444444444444444,0.888888888888889,0.555555555555556,0.555555555555556,0.555555555555556,0.444444444444444,0,0.444444444444444,0,0.333333333333333,0.888888888888889,0.888888888888889,0.777777777777778,0.888888888888889,0.777777777777778,0.888888888888889,0.666666666666667,0.666666666666667,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.444444444444444,0,0.444444444444444,0.444444444444444,0,0.444444444444444,"bann1248"
0.272727272727273,0.727272727272727,0.545454545454545,0,0.272727272727273,0,0.272727272727273,0.727272727272727,0.545454545454545,0,0.272727272727273,0.727272727272727,0.545454545454545,0.272727272727273,0,0.272727272727273,0,0.727272727272727,0.545454545454545,0.272727272727273,0,0.272727272727273,0.727272727272727,0.727272727272727,0.727272727272727,0.727272727272727,0,0.272727272727273,0.727272727272727,0.727272727272727,0.545454545454545,0.545454545454545,0.545454545454545,0.545454545454545,0.272727272727273,0,0.545454545454545,0.545454545454545,0.272727272727273,0,0.272727272727273,0.727272727272727,0.545454545454545,0,0.272727272727273,0.272727272727273,0,0.727272727272727,0.545454545454545,0.272727272727273,0,0.272727272727273,0.727272727272727,0.545454545454545,0,0.272727272727273,0.727272727272727,0.545454545454545,0.272727272727273,0,0.272727272727273,0.727272727272727,0.727272727272727,0.545454545454545,0.545454545454545,0.272727272727273,"bari1297"
0,0.571428571428571,0.714285714285714,0,0,0,0,0.571428571428571,0.714285714285714,0,0,0.571428571428571,0.714285714285714,0,0,0,0,0.571428571428571,0.714285714285714,0,0,1,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0,1,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,1,0,0.714285714285714,0.714285714285714,0,0,0,0.571428571428571,0.714285714285714,0,0,0,0,0.571428571428571,0.714285714285714,0,0,0,0.571428571428571,0.714285714285714,0,0,0.571428571428571,0.714285714285714,0,0,1,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0,"basq1248"
0.25,0.625,0.625,0.3125,0.5625,0,0.25,0.625,0.625,0.3125,0.5625,0.5625,0.5625,0.5625,0.3125,0.25,0,0.5625,0.5625,0.5625,0.3125,0,0.75,0.6875,0.625,0.5625,0,0,0.75,0.6875,0.75,0.6875,0.625,0.5625,0,0,0.75,0.6875,0.25,0.3125,0.5625,0.75,0.75,0,0.25,0.5625,0.3125,0.6875,0.6875,0.25,0,0.25,0.625,0.625,0.3125,0.5625,0.5625,0.5625,0.5625,0.3125,0,0.75,0.6875,0.75,0.6875,0.25,"bata1285"
0.0909090909090909,0.636363636363636,0.636363636363636,0,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0.636363636363636,0,0.0909090909090909,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0.727272727272727,0.636363636363636,0.727272727272727,0,0.0909090909090909,0.636363636363636,0.727272727272727,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.0909090909090909,0,0.636363636363636,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0.636363636363636,0,0.0909090909090909,0.0909090909090909,0,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0.636363636363636,0,0.0909090909090909,0.727272727272727,0.636363636363636,0.0909090909090909,0,0.0909090909090909,0.636363636363636,0.727272727272727,0.636363636363636,0.636363636363636,0.0909090909090909,"batl1238"
0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.125,1,1,1,1,0,0.125,1,1,1,1,1,1,0.125,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0.125,1,1,1,1,0,"bats1242"
0.181818181818182,0.909090909090909,0.909090909090909,0,0.181818181818182,0,0.181818181818182,0.909090909090909,0.909090909090909,0,0.181818181818182,0.818181818181818,0.818181818181818,0.181818181818182,0,0.181818181818182,0,0.818181818181818,0.818181818181818,0.181818181818182,0,0.454545454545455,0.909090909090909,0.818181818181818,0.909090909090909,0.818181818181818,0,0.454545454545455,0.909090909090909,0.818181818181818,0.909090909090909,0.818181818181818,0.909090909090909,0.818181818181818,0.454545454545455,0,0.909090909090909,0.818181818181818,0.181818181818182,0,0.181818181818182,0.909090909090909,0.909090909090909,0,0.181818181818182,0.181818181818182,0,0.818181818181818,0.818181818181818,0.181818181818182,0,0.181818181818182,0.909090909090909,0.909090909090909,0,0.181818181818182,0.818181818181818,0.818181818181818,0.181818181818182,0,0.454545454545455,0.909090909090909,0.818181818181818,0.909090909090909,0.818181818181818,0.181818181818182,"bela1254"
0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.5,0,0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.5,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0.666666666666667,0.833333333333333,0.5,0.5,0,0,0.666666666666667,0.833333333333333,0.5,0.5,0,0.666666666666667,0.833333333333333,0.5,0.5,0.666666666666667,0.833333333333333,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0,"bena1262"
0.428571428571429,1,0.857142857142857,0.428571428571429,0.428571428571429,0,0.428571428571429,1,0.857142857142857,0.428571428571429,0.428571428571429,1,0.857142857142857,0.857142857142857,0,0.428571428571429,0,1,0.857142857142857,0.857142857142857,0,0.428571428571429,0.857142857142857,1,1,1,0,0.428571428571429,0.857142857142857,1,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.428571428571429,0,0.857142857142857,0.857142857142857,0.857142857142857,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,0,0.857142857142857,0.428571428571429,0,1,0.857142857142857,0.857142857142857,0,0.428571428571429,1,0.857142857142857,0.428571428571429,0.428571428571429,1,0.857142857142857,0.857142857142857,0,0.428571428571429,0.857142857142857,1,0.857142857142857,0.857142857142857,0.857142857142857,"beng1280"
0,0.8,0.4,0,0,0,0,0.8,0.4,0,0,0.8,0.4,0,0,0,0,0.8,0.4,0,0,1,0.8,0.8,0.8,0.8,0,1,0.8,0.8,0.4,0.4,0.4,0.4,1,0,0.4,0.4,0,0,0,0.8,0.4,0,0,0,0,0.8,0.4,0,0,0,0.8,0.4,0,0,0.8,0.4,0,0,1,0.8,0.8,0.4,0.4,0,"bera1259"
0.5,0.5,0.75,0,0.5,0,0.5,0.5,0.75,0,0.5,0.916666666666667,1,0.5,0,0.5,0,0.916666666666667,1,0.5,0,0.25,0.5,0.916666666666667,0.5,0.916666666666667,0,0.25,0.5,0.916666666666667,0.75,1,0.75,1,0.25,0,0.75,1,0.5,0,0.5,0.5,0.75,0,0.5,0.5,0,0.916666666666667,1,0.5,0,0.5,0.5,0.75,0,0.5,0.916666666666667,1,0.5,0,0.25,0.5,0.916666666666667,0.75,1,0.5,"bezh1248"
0.142857142857143,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,0,0.142857142857143,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.285714285714286,0.142857142857143,0,0.571428571428571,0.571428571428571,0.428571428571429,0.285714285714286,0.142857142857143,0.571428571428571,0.714285714285714,0.571428571428571,0.571428571428571,0,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.714285714285714,0.571428571428571,0.142857142857143,0,0.714285714285714,0.571428571428571,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0,0.142857142857143,0.428571428571429,0.285714285714286,0.714285714285714,0.571428571428571,0.142857142857143,0,0.142857142857143,0.571428571428571,0.714285714285714,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0.285714285714286,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.142857142857143,"biha1245"
0,0.555555555555556,0.555555555555556,0,0,0,0,0.555555555555556,0.555555555555556,0,0,0.555555555555556,0.555555555555556,0,0,0,0,0.555555555555556,0.555555555555556,0,0,0.444444444444444,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0,0.444444444444444,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0.444444444444444,0,0.555555555555556,0.555555555555556,0,0,0,0.555555555555556,0.555555555555556,0,0,0,0,0.555555555555556,0.555555555555556,0,0,0,0.555555555555556,0.555555555555556,0,0,0.555555555555556,0.555555555555556,0,0,0.444444444444444,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556,0,"bila1255"
0.777777777777778,0.777777777777778,0.555555555555556,0,0.777777777777778,0,0.777777777777778,0.777777777777778,0.555555555555556,0,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0,0.777777777777778,0,0.777777777777778,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.777777777777778,0.555555555555556,0.777777777777778,0.555555555555556,0.777777777777778,0.777777777777778,0,0.555555555555556,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.555555555555556,0,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.555555555555556,0,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0,0.777777777777778,0.777777777777778,0.777777777777778,0.555555555555556,0.777777777777778,0.777777777777778,"biri1256"
0.25,0.375,0.625,0,0.25,0,0.25,0.375,0.625,0,0.25,0.625,0.375,0.25,0,0.25,0,0.625,0.375,0.25,0,0.25,0.375,0.625,0.375,0.625,0,0.25,0.375,0.625,0.625,0.375,0.625,0.375,0.25,0,0.625,0.375,0.25,0,0.25,0.375,0.625,0,0.25,0.25,0,0.625,0.375,0.25,0,0.25,0.375,0.625,0,0.25,0.625,0.375,0.25,0,0.25,0.375,0.625,0.625,0.375,0.25,"bitt1240"
