,Glottocode,label_,outlier_prob,cluster_prob
0,abui1241,9,0.5507246376811594,0.44927536231884063
1,ache1246,-1,0.02318548387096772,0.0
2,afri1274,7,0.0,1.0
3,aghu1253,12,0.0,1.0
4,agua1253,10,0.0,1.0
5,ahin1234,13,0.0,1.0
6,akla1241,-1,0.17999999999999988,0.0
7,alan1249,5,0.0,1.0
8,alba1267,8,0.0,1.0
9,algo1255,14,0.0,1.0
10,alya1239,14,0.0,1.0
11,amha1245,-1,0.02318548387096772,0.0
12,ampi1237,13,0.0,1.0
13,anci1242,7,0.0,1.0
14,anei1239,-1,0.35294117647058837,0.0
15,anut1237,2,0.0,1.0
16,arab1267a,14,0.0,1.0
17,assi1247,1,0.0,1.0
18,asut1235,8,0.0,1.0
19,atta1244,9,0.5507246376811594,0.44927536231884063
20,ayiw1239,0,,0.0
21,baff1241,-1,0.23000000000000007,0.0
22,bala1310,5,0.0,1.0
23,bali1278,12,0.0,1.0
24,band1339,-1,0.02040816326530624,0.0
25,banj1239,13,0.0,1.0
26,bann1247,5,0.0,1.0
27,bann1248,9,0.0,1.0
28,bard1254,-1,0.09523809523809523,0.0
29,bari1288,5,0.0,1.0
30,basq1248,10,0.0,1.0
31,bata1285,15,0.0,1.0
32,bats1242,11,0.0,1.0
33,baur1253,10,0.0,1.0
34,bela1254,7,0.0,1.0
35,beng1280,-1,0.11111111111111105,0.0
36,bera1259,12,0.0,1.0
37,biak1248,-1,0.09853658536585372,0.0
38,bila1255,4,0.0,1.0
39,bilb1241,-1,0.02318548387096772,0.0
40,bino1237,9,0.45652173913043476,0.5434782608695652
41,binu1244,-1,0.641025641025641,0.0
42,bitt1240,11,0.0,1.0
43,blag1240,0,0.0,1.0
44,boan1243,13,0.0,1.0
45,bont1247,5,0.0,1.0
46,bret1244,7,0.0,1.0
47,brul1239,1,0.0,1.0
48,buhi1245,5,0.0,1.0
49,buka1261,5,0.0,1.0
50,buku1249,-1,0.46153846153846156,0.0
51,bulg1262,8,0.0,1.0
52,bung1264,-1,0.02318548387096772,0.0
53,bung1269,13,0.0,1.0
54,burm1266,-1,0.17460317460317465,0.0
55,bush1247,7,0.0,1.0
56,casi1235,13,0.0,1.0
57,cayu1261,15,0.0,1.0
58,cebu1242,13,0.0,1.0
59,cent1972,4,0.2811059907834102,0.7188940092165899
60,cent2084,6,0.0,1.0
61,cent2092,13,0.0,1.0
62,cent2101,6,0.0,1.0
63,cent2142,11,0.0,1.0
64,cham1312,7,0.0,1.0
65,chav1241,8,0.0,1.0
66,chek1238,0,,0.0
67,chep1245,9,0.0,1.0
68,cher1273,-1,0.12000000000000008,0.0
69,chic1270,-1,0.23000000000000007,0.0
70,chip1261,11,0.0,1.0
71,choc1276,-1,0.23000000000000007,0.0
72,chok1245,-1,0.06666666666666661,0.0
73,chuu1238,3,0.0,1.0
74,coca1259,-1,0.46153846153846156,0.0
75,comm1246,-1,0.18947368421052632,0.0
76,cota1241,3,0.0,1.0
77,cree1270,-1,0.2666666666666667,0.0
78,cree1272,14,0.0,1.0
79,crow1244,1,0.0,1.0
80,cusc1236,6,0.0,1.0
81,czec1258,7,0.0,1.0
82,dako1258,1,0.0,1.0
83,damp1237,13,0.0,1.0
84,dani1285,8,0.0,1.0
85,dari1249,-1,0.0,0.0
86,dhuw1249,-1,0.02492668621700869,0.0
87,digo1243,4,0.0,1.0
88,ding1239,-1,0.23000000000000007,0.0
89,djin1251,15,0.0,1.0
90,dogr1252,-1,0.11111111111111105,0.0
91,dond1249,13,0.0,1.0
92,dupa1235,2,,0.0
93,dutc1256,7,0.0,1.0
94,east2283,11,0.0,1.0
95,east2295,11,0.0,1.0
96,east2447,2,0.0,1.0
97,east2555,11,0.0,1.0
98,elam1244,10,0.0,1.0
99,ende1235,6,0.0,1.0
100,erzy1239,11,0.0,1.0
101,esto1258,11,0.0,1.0
102,fang1246,2,,0.0
103,fiji1243,4,0.46774193548387094,0.532258064516129
104,finn1318,10,0.0,1.0
105,fris1239,8,0.0,1.0
106,gada1258,5,0.0,1.0
107,gang1267,14,0.0,1.0
108,gela1263,6,0.0,1.0
109,gilb1244,-1,0.45000000000000007,0.0
110,goth1244,10,0.0,1.0
111,gros1243,9,0.391304347826087,0.6086956521739131
112,guaj1256,0,,0.0
113,guja1252,-1,0.7128205128205127,0.0
114,gunw1252,-1,0.125,0.0
115,gwic1235,9,0.391304347826087,0.6086956521739131
116,gwii1239,-1,0.02318548387096772,0.0
117,hano1246a,2,0.0,1.0
118,hanu1241,5,0.0,1.0
119,hare1243,-1,0.047619047619047616,0.0
120,hawa1245,2,,0.0
121,haya1250,4,0.0,1.0
122,here1253,12,0.0,1.0
123,hida1246,-1,0.010000000000000089,0.0
124,high1278,5,0.0,1.0
125,hili1240,5,0.0,1.0
126,hind1269,15,0.0,1.0
127,hitt1242,-1,0.42526315789473684,0.0
128,hung1274,11,0.0,1.0
129,ibal1244,5,0.0,1.0
130,iban1264,5,0.0,1.0
131,iban1267,5,0.0,1.0
132,icel1247,10,0.0,1.0
133,idaa1241,13,0.0,1.0
134,idii1243,4,0.0,1.0
135,igna1246,-1,0.0,0.0
136,iliu1237,4,0.46774193548387094,0.532258064516129
137,ilok1237,10,0.0,1.0
138,indo1316,13,0.0,1.0
139,indo1317,13,0.0,1.0
140,ingr1248,10,0.0,1.0
141,iowa1245,-1,0.3644444444444445,0.0
142,iray1237,5,0.0,1.0
143,iris1253,10,0.0,1.0
144,isna1241,5,0.0,1.0
145,ital1282,7,0.0,1.0
146,iton1250,10,0.0,1.0
147,itsa1239,11,0.0,1.0
148,ivat1242,13,0.0,1.0
149,jama1262,11,0.0,1.0
150,japa1256,9,0.0,1.0
151,java1254,11,0.0,1.0
152,jica1244,7,0.0,1.0
153,kaiw1246,1,0.0,1.0
154,kala1377,2,0.0,1.0
155,kala1397,14,0.34210526315789475,0.6578947368421053
156,kalk1246,14,0.0,1.0
157,kama1373,3,,0.0
158,kamb1297,13,0.0,1.0
159,kamb1299,-1,0.32000000000000006,0.0
160,kank1243,13,0.0,1.0
161,kans1243,1,0.0,1.0
162,kaon1241,9,0.5507246376811594,0.44927536231884063
163,kapi1249,5,0.0,1.0
164,kapi1249a,2,0.0,1.0
165,kara1499,-1,0.3400000000000001,0.0
166,kare1337,-1,0.07692307692307693,0.0
167,kari1304,15,0.0,1.0
168,kash1277,-1,0.0,0.0
169,kaur1267,12,0.0,1.0
170,kaya1318,0,,0.0
171,kaya1329,6,0.0,1.0
172,kick1244,-1,0.13333333333333344,0.0
173,kiku1240,4,0.2811059907834102,0.7188940092165899
174,kipu1237,13,0.0,1.0
175,kira1248,3,,0.0
176,kiwa1251,9,0.0,1.0
177,komb1273,4,0.0,1.0
178,komc1235,-1,0.02318548387096772,0.0
179,komn1238,4,0.0,1.0
180,komo1260,4,0.0,1.0
181,kosr1238,-1,0.5897435897435898,0.0
182,kuan1248,0,,0.0
183,kuka1246,4,0.0,1.0
184,kuku1273,4,0.0,1.0
185,kuli1254,13,0.0,1.0
186,kumy1244,11,0.0,1.0
187,kwai1243,9,0.45652173913043476,0.5434782608695652
188,kwas1243,11,0.0,1.0
189,kyak1244,6,0.0,1.0
190,lahn1241,4,0.0967741935483871,0.9032258064516129
191,lako1247,1,0.0,1.0
192,lamm1241,4,0.46774193548387094,0.532258064516129
193,lard1243,-1,0.02608695652173907,0.0
194,lati1261,15,0.0,1.0
195,lati1261a,4,0.0967741935483871,0.9032258064516129
196,latv1249,8,0.0,1.0
197,laua1243,0,,0.0
198,lauj1238,13,0.0,1.0
199,laur1250,-1,0.08000000000000003,0.0
200,lele1267,7,0.0,1.0
201,lena1238,-1,0.01647058823529418,0.0
202,lete1241,-1,0.23000000000000007,0.0
203,ling1263,8,0.0,1.0
204,ling1265,-1,0.02318548387096772,0.0
205,lipa1241,7,0.0,1.0
206,lisu1250a,9,0.0,1.0
207,lisu1250b,9,0.0,1.0
208,lisu1250c,9,0.0,1.0
209,lisu1250d,9,0.0,1.0
210,lith1251,7,0.0,1.0
211,loto1240,2,,0.0
212,lozi1239,-1,0.0,0.0
213,luba1249,13,0.0,1.0
214,luxe1241,10,0.0,1.0
215,maan1238,13,0.0,1.0
216,mace1250,8,0.0,1.0
217,maib1239,0,0.0,1.0
