,glottocode,label_,outlier_prob,cluster_prob,x,y
0,ache1246,8,0.0,1.0,-0.38750975720417125,-0.7532130471575897
1,adny1235,9,0.0,1.0,-0.21662729585104815,-0.6887154768203493
2,afri1274,6,0.0,1.0,1.2117607646889326,-0.8571833775293218
3,aghu1253,6,0.0,1.0,0.3397037523375426,-1.3938882175701965
4,agua1253,5,0.0,1.0,-0.5966392313461909,0.6764090575819925
5,akhv1239,5,0.0,1.0,0.7497889556521823,-0.584576723526865
6,akka1240,6,0.0,1.0,1.0770653388472329,-0.9527012113646248
7,alba1267,5,0.0,1.0,-0.36966685500582747,1.4189780918830652
8,alya1239,5,0.0,1.0,-0.6519575273517919,0.7463740741809937
9,amha1245,6,0.0,1.0,1.0097375474477368,-0.9599831680282782
10,anci1242,5,0.0,1.0,0.5246543650559599,-0.8188722484878104
11,ancu1238,6,0.0,1.0,1.0853967625854075,-0.9010139200530688
12,anda1281,5,0.0,1.0,0.6004340671005521,-0.22766191238875946
13,andi1255,5,0.0,1.0,0.6004340671005521,-0.22766191238875946
14,anga1316,2,0.0,1.0,-0.3706369227074978,-0.5853462587367806
15,araw1273,5,0.0,1.0,-0.4829709934676513,0.48711679824506504
16,arch1244,6,0.0,1.0,1.3067523127343208,-0.8087572069945957
17,assa1263,8,0.0,1.0,0.3144111801099682,1.4694136368572632
18,asut1235,9,0.0,1.0,-0.4651314469386597,1.0127737108126111
19,avar1256,6,0.0,1.0,0.9992093934807728,-1.1777609476612234
20,ayor1240,5,0.0,1.0,-0.15629677739457914,0.12569607605070002
21,badi1246,0,0.0,1.0,1.168385396280155,-0.6621541121295841
22,bagv1239,5,0.0,1.0,0.2618340372610443,0.08403790181345368
23,balo1260,5,0.0,1.0,-0.4268203802852517,1.4109098047136994
24,band1339,0,0.0,1.0,-0.8470941780163137,-0.8765734651336001
25,bann1248,1,0.0,1.0,-1.0476274755446329,-0.21214454252067771
26,bari1297,0,0.0,1.0,0.42763901912127106,-0.979235332032355
27,basq1248,5,0.0,1.0,0.5702760144321295,-0.359746722237543
28,bata1285,9,0.0,1.0,0.5886704944675277,-0.003464003506221043
29,batl1238,6,0.0,1.0,1.3526511960892467,-0.7984998063919251
