Rate	62.50
Rev Jump	12.50
Tree Move	12.50
Global Rate	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Tree Move Tried	% Accepted	Global Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Global Rate - Dev	Global Rate - Tried	Global Rate - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
327	0.633028	54	0.481481	60	1.000000	59	1.000000	5.000000	327	0.633028	0.180512	0	0.000000	0.704000	0.763070	
307	0.625407	73	0.356164	58	0.982759	62	0.983871	5.000000	307	0.625407	0.180512	0	0.000000	0.672000	0.758931	
298	0.644295	58	0.310345	75	1.000000	69	1.000000	5.000000	298	0.644295	0.180512	0	0.000000	0.708000	0.756717	
305	0.616393	69	0.347826	63	0.984127	63	1.000000	5.000000	305	0.616393	0.180512	0	0.000000	0.674000	0.753271	
301	0.681063	74	0.432432	57	1.000000	68	1.000000	5.000000	301	0.681063	0.180512	0	0.000000	0.724000	0.752100	
328	0.652439	51	0.313725	61	1.000000	60	1.000000	5.000000	328	0.652439	0.180512	0	0.000000	0.702000	0.750173	
317	0.599369	63	0.269841	59	1.000000	61	0.983607	5.000000	317	0.599369	0.180512	0	0.000000	0.652000	0.746537	
313	0.658147	44	0.204545	80	1.000000	63	0.984127	5.000000	313	0.658147	0.180512	0	0.000000	0.714000	0.745375	
301	0.601329	74	0.378378	56	1.000000	69	1.000000	5.000000	301	0.601329	0.180512	0	0.000000	0.668000	0.742707	
315	0.650794	67	0.328358	64	0.984375	54	0.981481	5.000000	315	0.650794	0.180512	0	0.000000	0.686000	0.740817	
318	0.613208	65	0.461538	58	1.000000	59	0.966102	5.000000	318	0.613208	0.180512	0	0.000000	0.680000	0.738856	
322	0.658385	68	0.352941	55	1.000000	55	0.981818	5.000000	322	0.658385	0.180512	0	0.000000	0.690000	0.737329	
312	0.615385	61	0.524590	62	1.000000	65	1.000000	5.000000	312	0.615385	0.180512	0	0.000000	0.702000	0.736258	
303	0.623762	68	0.382353	69	0.985507	60	1.000000	5.000000	303	0.623762	0.180512	0	0.000000	0.686000	0.734780	
302	0.615894	62	0.516129	79	1.000000	57	1.000000	5.000000	302	0.615894	0.180512	0	0.000000	0.708000	0.734015	
287	0.623693	72	0.361111	61	0.983607	80	1.000000	5.000000	287	0.623693	0.180512	0	0.000000	0.690000	0.732793	
